05:57:01.347 - ---------- run=0, buffer_size: 50 ----------
05:57:03.757 - ---------- run=1, buffer_size: 53 ----------
05:57:06.181 - ---------- run=2, buffer_size: 54 ----------
05:57:08.666 - ---------- run=3, buffer_size: 52 ----------
05:57:11.465 - ---------- run=4, buffer_size: 54 ----------
05:57:13.440 - ---------- run=5, buffer_size: 51 ----------
05:57:15.763 - ---------- run=6, buffer_size: 52 ----------
05:57:18.213 - ---------- run=7, buffer_size: 53 ----------
05:57:20.695 - ---------- run=8, buffer_size: 52 ----------
05:57:22.994 - ---------- run=9, buffer_size: 55 ----------
05:57:25.351 - ---------- run=10, buffer_size: 53 ----------
05:57:27.945 - ---------- run=11, buffer_size: 54 ----------
05:57:30.759 - ---------- run=12, buffer_size: 54 ----------
05:57:33.014 - ---------- run=13, buffer_size: 54 ----------
05:57:35.768 - ---------- run=14, buffer_size: 53 ----------
05:57:38.375 - ---------- run=15, buffer_size: 55 ----------
05:57:41.061 - ---------- run=16, buffer_size: 54 ----------
05:57:43.494 - ---------- run=17, buffer_size: 56 ----------
05:57:46.110 - ---------- run=18, buffer_size: 53 ----------
05:57:48.587 - ---------- run=19, buffer_size: 53 ----------
05:57:50.993 - ---------- run=20, buffer_size: 52 ----------
05:57:53.037 - ---------- run=21, buffer_size: 53 ----------
05:57:55.224 - ---------- run=22, buffer_size: 52 ----------
05:57:57.633 - ---------- run=23, buffer_size: 51 ----------
05:57:59.994 - ---------- run=24, buffer_size: 53 ----------
05:58:02.843 - ---------- run=25, buffer_size: 53 ----------
05:58:05.088 - ---------- run=26, buffer_size: 53 ----------
05:58:07.430 - ---------- run=27, buffer_size: 52 ----------
05:58:09.870 - ---------- run=28, buffer_size: 53 ----------
05:58:11.597 - ---------- run=29, buffer_size: 53 ----------
05:58:13.855 - ---------- run=30, buffer_size: 56 ----------
05:58:16.145 - ---------- run=31, buffer_size: 53 ----------
05:58:18.685 - ---------- run=32, buffer_size: 52 ----------
05:58:21.089 - ---------- run=33, buffer_size: 53 ----------
05:58:23.233 - ---------- run=34, buffer_size: 57 ----------
05:58:25.775 - ---------- run=35, buffer_size: 54 ----------
