03:30:58.757 - ---------- run=0, buffer_size: 51 ----------
03:31:00.980 - ---------- run=1, buffer_size: 53 ----------
03:31:03.261 - ---------- run=2, buffer_size: 51 ----------
03:31:05.936 - ---------- run=3, buffer_size: 54 ----------
03:31:08.252 - ---------- run=4, buffer_size: 52 ----------
03:31:20.946 - xxxxxxxxxx run=5 failed
03:31:33.064 - xxxxxxxxxx run=6 failed
03:31:37.507 - ---------- run=7, buffer_size: 52 ----------
03:31:40.076 - ---------- run=8, buffer_size: 52 ----------
03:31:42.220 - ---------- run=9, buffer_size: 52 ----------
03:31:44.573 - ---------- run=10, buffer_size: 52 ----------
03:31:46.538 - ---------- run=11, buffer_size: 52 ----------
03:31:49.017 - ---------- run=12, buffer_size: 52 ----------
03:31:51.317 - ---------- run=13, buffer_size: 53 ----------
03:31:54.096 - ---------- run=14, buffer_size: 52 ----------
03:31:56.711 - ---------- run=15, buffer_size: 54 ----------
03:31:58.851 - ---------- run=16, buffer_size: 52 ----------
03:32:01.030 - ---------- run=17, buffer_size: 53 ----------
03:32:03.371 - ---------- run=18, buffer_size: 52 ----------
03:32:05.761 - ---------- run=19, buffer_size: 52 ----------
03:32:07.894 - ---------- run=20, buffer_size: 54 ----------
03:32:10.372 - ---------- run=21, buffer_size: 52 ----------
03:32:12.542 - ---------- run=22, buffer_size: 52 ----------
03:32:15.105 - ---------- run=23, buffer_size: 52 ----------
03:32:17.454 - ---------- run=24, buffer_size: 53 ----------
03:32:20.047 - ---------- run=25, buffer_size: 55 ----------
03:32:22.250 - ---------- run=26, buffer_size: 53 ----------
03:32:24.298 - ---------- run=27, buffer_size: 52 ----------
03:32:26.624 - ---------- run=28, buffer_size: 52 ----------
03:32:28.977 - ---------- run=29, buffer_size: 52 ----------
03:32:31.469 - ---------- run=30, buffer_size: 53 ----------
03:32:34.086 - ---------- run=31, buffer_size: 55 ----------
03:32:36.251 - ---------- run=32, buffer_size: 52 ----------
03:32:38.753 - ---------- run=33, buffer_size: 51 ----------
03:32:41.374 - ---------- run=34, buffer_size: 53 ----------
03:32:43.729 - ---------- run=35, buffer_size: 53 ----------
03:32:46.010 - ---------- run=36, buffer_size: 55 ----------
03:32:48.338 - ---------- run=37, buffer_size: 53 ----------
03:32:50.932 - ---------- run=38, buffer_size: 52 ----------
03:32:53.476 - ---------- run=39, buffer_size: 54 ----------
03:32:55.856 - ---------- run=40, buffer_size: 54 ----------
03:32:58.138 - ---------- run=41, buffer_size: 52 ----------
03:33:00.622 - ---------- run=42, buffer_size: 53 ----------
03:33:03.021 - ---------- run=43, buffer_size: 53 ----------
03:33:05.838 - ---------- run=44, buffer_size: 55 ----------
03:33:07.901 - ---------- run=45, buffer_size: 54 ----------
03:33:10.532 - ---------- run=46, buffer_size: 52 ----------
03:33:12.754 - ---------- run=47, buffer_size: 52 ----------
03:33:15.003 - ---------- run=48, buffer_size: 54 ----------
03:33:17.335 - ---------- run=49, buffer_size: 53 ----------
03:33:20.062 - ---------- run=50, buffer_size: 52 ----------
03:33:22.594 - ---------- run=51, buffer_size: 52 ----------
03:33:24.740 - ---------- run=52, buffer_size: 52 ----------
03:33:26.975 - ---------- run=53, buffer_size: 52 ----------
03:33:29.226 - ---------- run=54, buffer_size: 53 ----------
03:33:31.469 - ---------- run=55, buffer_size: 52 ----------
03:33:34.117 - ---------- run=56, buffer_size: 53 ----------
03:33:36.586 - ---------- run=57, buffer_size: 52 ----------
03:33:38.853 - ---------- run=58, buffer_size: 52 ----------
03:33:41.662 - ---------- run=59, buffer_size: 51 ----------
03:33:43.871 - ---------- run=60, buffer_size: 52 ----------
03:33:46.467 - ---------- run=61, buffer_size: 53 ----------
03:33:48.951 - ---------- run=62, buffer_size: 52 ----------
03:33:51.235 - ---------- run=63, buffer_size: 52 ----------
03:33:53.691 - ---------- run=64, buffer_size: 52 ----------
03:33:55.989 - ---------- run=65, buffer_size: 53 ----------
03:33:58.097 - ---------- run=66, buffer_size: 52 ----------
03:34:01.009 - ---------- run=67, buffer_size: 52 ----------
03:34:03.628 - ---------- run=68, buffer_size: 54 ----------
03:34:17.708 - xxxxxxxxxx run=69 failed
03:34:29.824 - xxxxxxxxxx run=70 failed
03:34:34.176 - ---------- run=71, buffer_size: 50 ----------
03:34:36.674 - ---------- run=72, buffer_size: 52 ----------
03:34:38.928 - ---------- run=73, buffer_size: 52 ----------
03:34:41.476 - ---------- run=74, buffer_size: 52 ----------
03:34:43.924 - ---------- run=75, buffer_size: 52 ----------
03:34:46.427 - ---------- run=76, buffer_size: 52 ----------
03:34:48.888 - ---------- run=77, buffer_size: 52 ----------
03:34:51.315 - ---------- run=78, buffer_size: 54 ----------
03:34:53.750 - ---------- run=79, buffer_size: 53 ----------
03:34:56.136 - ---------- run=80, buffer_size: 53 ----------
03:34:58.780 - ---------- run=81, buffer_size: 53 ----------
03:35:01.270 - ---------- run=82, buffer_size: 53 ----------
03:35:03.633 - ---------- run=83, buffer_size: 54 ----------
03:35:05.858 - ---------- run=84, buffer_size: 53 ----------
03:35:08.053 - ---------- run=85, buffer_size: 53 ----------
03:35:10.716 - ---------- run=86, buffer_size: 53 ----------
03:35:12.879 - ---------- run=87, buffer_size: 54 ----------
03:35:15.142 - ---------- run=88, buffer_size: 52 ----------
03:35:17.511 - ---------- run=89, buffer_size: 52 ----------
03:35:20.102 - ---------- run=90, buffer_size: 53 ----------
