00:17:12.975 - ---------- run=0, buffer_size: 50 ----------
00:17:15.330 - ---------- run=1, buffer_size: 53 ----------
00:17:17.772 - ---------- run=2, buffer_size: 53 ----------
00:17:20.186 - ---------- run=3, buffer_size: 53 ----------
00:17:22.480 - ---------- run=4, buffer_size: 54 ----------
00:17:24.999 - ---------- run=5, buffer_size: 55 ----------
00:17:27.267 - ---------- run=6, buffer_size: 52 ----------
00:17:30.048 - ---------- run=7, buffer_size: 53 ----------
00:17:32.328 - ---------- run=8, buffer_size: 53 ----------
00:17:34.705 - ---------- run=9, buffer_size: 55 ----------
00:17:37.095 - ---------- run=10, buffer_size: 54 ----------
00:17:39.484 - ---------- run=11, buffer_size: 54 ----------
00:17:42.118 - ---------- run=12, buffer_size: 54 ----------
00:17:44.533 - ---------- run=13, buffer_size: 53 ----------
00:17:47.013 - ---------- run=14, buffer_size: 54 ----------
00:17:48.960 - ---------- run=15, buffer_size: 52 ----------
00:17:51.078 - ---------- run=16, buffer_size: 52 ----------
00:17:53.459 - ---------- run=17, buffer_size: 56 ----------
00:17:56.340 - ---------- run=18, buffer_size: 53 ----------
00:17:58.693 - ---------- run=19, buffer_size: 53 ----------
00:18:01.091 - ---------- run=20, buffer_size: 52 ----------
00:18:03.391 - ---------- run=21, buffer_size: 54 ----------
00:18:05.685 - ---------- run=22, buffer_size: 54 ----------
00:18:08.419 - ---------- run=23, buffer_size: 56 ----------
00:18:11.168 - ---------- run=24, buffer_size: 53 ----------
00:18:13.482 - ---------- run=25, buffer_size: 54 ----------
00:18:15.688 - ---------- run=26, buffer_size: 53 ----------
00:18:18.117 - ---------- run=27, buffer_size: 53 ----------
00:18:20.489 - ---------- run=28, buffer_size: 55 ----------
00:18:22.867 - ---------- run=29, buffer_size: 53 ----------
00:18:25.052 - ---------- run=30, buffer_size: 52 ----------
00:19:04.439 - ---------- run=31, buffer_size: 53 ----------
00:19:06.848 - ---------- run=32, buffer_size: 54 ----------
00:19:09.533 - ---------- run=33, buffer_size: 54 ----------
00:19:11.882 - ---------- run=34, buffer_size: 53 ----------
00:19:14.242 - ---------- run=35, buffer_size: 54 ----------
00:19:37.445 - ---------- run=36, buffer_size: 53 ----------
00:19:39.602 - ---------- run=37, buffer_size: 53 ----------
00:19:42.004 - ---------- run=38, buffer_size: 54 ----------
00:19:44.440 - ---------- run=39, buffer_size: 54 ----------
00:19:46.970 - ---------- run=40, buffer_size: 55 ----------
00:19:49.488 - ---------- run=41, buffer_size: 55 ----------
00:19:52.193 - ---------- run=42, buffer_size: 54 ----------
00:19:54.404 - ---------- run=43, buffer_size: 53 ----------
00:19:56.737 - ---------- run=44, buffer_size: 54 ----------
00:19:59.150 - ---------- run=45, buffer_size: 52 ----------
00:20:01.316 - ---------- run=46, buffer_size: 53 ----------
00:20:03.903 - ---------- run=47, buffer_size: 55 ----------
00:20:06.379 - ---------- run=48, buffer_size: 56 ----------
00:20:08.816 - ---------- run=49, buffer_size: 55 ----------
00:20:21.581 - xxxxxxxxxx run=50 failed
00:21:34.488 - ---------- run=51, buffer_size: 50 ----------
00:21:37.233 - ---------- run=52, buffer_size: 53 ----------
00:21:39.704 - ---------- run=53, buffer_size: 54 ----------
00:21:41.755 - ---------- run=54, buffer_size: 53 ----------
