17:02:19.234 - ---------- run=0, count=430 ----------
17:02:22.053 - ---------- run=1, count=128 ----------
17:02:24.584 - ---------- run=2, count=115 ----------
17:02:27.681 - ---------- run=3, count=140 ----------
17:02:30.253 - ---------- run=4, count=117 ----------
17:02:32.822 - ---------- run=5, count=117 ----------
17:02:35.371 - ---------- run=6, count=116 ----------
17:02:38.305 - ---------- run=7, count=133 ----------
17:02:41.558 - ---------- run=8, count=148 ----------
17:02:43.984 - ---------- run=9, count=110 ----------
17:02:46.709 - ---------- run=10, count=124 ----------
17:02:49.498 - ---------- run=11, count=126 ----------
17:02:52.137 - ---------- run=12, count=120 ----------
17:02:54.849 - ---------- run=13, count=124 ----------
17:02:57.427 - ---------- run=14, count=117 ----------
17:02:59.910 - ---------- run=15, count=113 ----------
17:03:02.749 - ---------- run=16, count=129 ----------
17:03:06.352 - ---------- run=17, count=163 ----------
17:03:09.526 - ---------- run=18, count=145 ----------
17:03:12.536 - ---------- run=19, count=136 ----------
17:03:15.469 - ---------- run=20, count=134 ----------
17:03:18.036 - ---------- run=21, count=116 ----------
17:03:20.446 - ---------- run=22, count=110 ----------
17:03:23.258 - ---------- run=23, count=128 ----------
17:03:25.968 - ---------- run=24, count=123 ----------
17:03:28.665 - ---------- run=25, count=122 ----------
17:03:31.387 - ---------- run=26, count=124 ----------
17:03:33.661 - ---------- run=27, count=103 ----------
17:03:36.505 - ---------- run=28, count=130 ----------
17:03:39.028 - ---------- run=29, count=114 ----------
17:03:42.036 - ---------- run=30, count=137 ----------
17:03:45.229 - ---------- run=31, count=145 ----------
17:03:47.568 - ---------- run=32, count=106 ----------
17:03:50.148 - ---------- run=33, count=117 ----------
17:03:52.532 - ---------- run=34, count=109 ----------
17:03:55.170 - ---------- run=35, count=119 ----------
17:03:57.661 - ---------- run=36, count=114 ----------
17:04:00.418 - ---------- run=37, count=125 ----------
17:04:03.065 - ---------- run=38, count=120 ----------
17:04:05.835 - ---------- run=39, count=126 ----------
17:04:09.158 - ---------- run=40, count=151 ----------
17:04:11.700 - ---------- run=41, count=116 ----------
17:04:14.670 - ---------- run=42, count=135 ----------
17:04:17.195 - ---------- run=43, count=114 ----------
17:04:20.464 - ---------- run=44, count=149 ----------
