01:03:04.532 - ---------- run=0, buffer_size: 50 ----------
01:03:06.956 - ---------- run=1, buffer_size: 53 ----------
01:03:08.883 - ---------- run=2, buffer_size: 52 ----------
01:03:11.091 - ---------- run=3, buffer_size: 51 ----------
01:03:13.194 - ---------- run=4, buffer_size: 52 ----------
01:03:15.498 - ---------- run=5, buffer_size: 53 ----------
01:03:18.028 - ---------- run=6, buffer_size: 53 ----------
01:03:20.268 - ---------- run=7, buffer_size: 54 ----------
01:03:22.936 - ---------- run=8, buffer_size: 54 ----------
01:03:24.997 - ---------- run=9, buffer_size: 52 ----------
01:03:27.515 - ---------- run=10, buffer_size: 53 ----------
01:03:29.710 - ---------- run=11, buffer_size: 53 ----------
01:03:32.056 - ---------- run=12, buffer_size: 51 ----------
01:03:34.436 - ---------- run=13, buffer_size: 52 ----------
01:03:36.905 - ---------- run=14, buffer_size: 52 ----------
01:03:39.298 - ---------- run=15, buffer_size: 55 ----------
01:03:41.985 - ---------- run=16, buffer_size: 54 ----------
01:03:44.362 - ---------- run=17, buffer_size: 52 ----------
01:03:46.828 - ---------- run=18, buffer_size: 52 ----------
01:03:49.358 - ---------- run=19, buffer_size: 52 ----------
01:03:51.765 - ---------- run=20, buffer_size: 53 ----------
01:03:54.488 - ---------- run=21, buffer_size: 53 ----------
01:03:57.046 - ---------- run=22, buffer_size: 52 ----------
01:03:59.836 - ---------- run=23, buffer_size: 52 ----------
01:04:01.955 - ---------- run=24, buffer_size: 54 ----------
01:04:04.192 - ---------- run=25, buffer_size: 53 ----------
01:04:06.601 - ---------- run=26, buffer_size: 52 ----------
01:04:09.161 - ---------- run=27, buffer_size: 53 ----------
01:04:11.695 - ---------- run=28, buffer_size: 55 ----------
01:04:13.962 - ---------- run=29, buffer_size: 53 ----------
01:04:16.252 - ---------- run=30, buffer_size: 52 ----------
01:04:18.701 - ---------- run=31, buffer_size: 52 ----------
01:04:21.225 - ---------- run=32, buffer_size: 52 ----------
01:04:23.394 - ---------- run=33, buffer_size: 53 ----------
01:04:25.637 - ---------- run=34, buffer_size: 52 ----------
01:04:27.830 - ---------- run=35, buffer_size: 53 ----------
01:04:30.036 - ---------- run=36, buffer_size: 52 ----------
