21:34:58.521 - ---------- run=0, buffer_size: 50 ----------
21:35:02.030 - ---------- run=1, buffer_size: 69 ----------
21:35:04.972 - ---------- run=2, buffer_size: 65 ----------
21:35:07.899 - ---------- run=3, buffer_size: 63 ----------
21:35:11.153 - ---------- run=4, buffer_size: 69 ----------
21:35:14.384 - ---------- run=5, buffer_size: 66 ----------
21:35:17.429 - ---------- run=6, buffer_size: 67 ----------
21:35:20.319 - ---------- run=7, buffer_size: 65 ----------
21:35:23.376 - ---------- run=8, buffer_size: 65 ----------
21:35:26.103 - ---------- run=9, buffer_size: 67 ----------
21:35:28.946 - ---------- run=10, buffer_size: 68 ----------
21:35:31.648 - ---------- run=11, buffer_size: 70 ----------
21:35:34.683 - ---------- run=12, buffer_size: 71 ----------
21:35:37.323 - ---------- run=13, buffer_size: 63 ----------
21:35:39.808 - ---------- run=14, buffer_size: 61 ----------
21:35:42.634 - ---------- run=15, buffer_size: 69 ----------
21:35:45.799 - ---------- run=16, buffer_size: 69 ----------
21:35:48.570 - ---------- run=17, buffer_size: 64 ----------
21:35:51.579 - ---------- run=18, buffer_size: 69 ----------
21:35:54.685 - ---------- run=19, buffer_size: 68 ----------
21:35:57.914 - ---------- run=20, buffer_size: 66 ----------
21:36:01.244 - ---------- run=21, buffer_size: 68 ----------
21:36:04.604 - ---------- run=22, buffer_size: 64 ----------
21:36:07.922 - ---------- run=23, buffer_size: 68 ----------
21:36:10.675 - ---------- run=24, buffer_size: 66 ----------
21:36:13.805 - ---------- run=25, buffer_size: 68 ----------
21:36:16.725 - ---------- run=26, buffer_size: 64 ----------
21:36:19.253 - ---------- run=27, buffer_size: 65 ----------
21:36:22.084 - ---------- run=28, buffer_size: 65 ----------
21:36:25.447 - ---------- run=29, buffer_size: 69 ----------
21:36:28.528 - ---------- run=30, buffer_size: 64 ----------
21:36:31.457 - ---------- run=31, buffer_size: 64 ----------
21:36:34.540 - ---------- run=32, buffer_size: 63 ----------
21:36:37.525 - ---------- run=33, buffer_size: 67 ----------
21:36:40.418 - ---------- run=34, buffer_size: 65 ----------
21:36:43.376 - ---------- run=35, buffer_size: 69 ----------
21:36:46.506 - ---------- run=36, buffer_size: 68 ----------
21:36:49.321 - ---------- run=37, buffer_size: 68 ----------
21:36:52.292 - ---------- run=38, buffer_size: 65 ----------
21:36:55.307 - ---------- run=39, buffer_size: 70 ----------
21:36:58.045 - ---------- run=40, buffer_size: 70 ----------
21:37:00.868 - ---------- run=41, buffer_size: 69 ----------
21:37:03.704 - ---------- run=42, buffer_size: 66 ----------
21:37:06.726 - ---------- run=43, buffer_size: 69 ----------
21:37:09.805 - ---------- run=44, buffer_size: 64 ----------
21:37:12.437 - ---------- run=45, buffer_size: 66 ----------
21:37:15.701 - ---------- run=46, buffer_size: 65 ----------
21:37:19.298 - ---------- run=47, buffer_size: 71 ----------
21:37:22.602 - ---------- run=48, buffer_size: 67 ----------
21:37:25.955 - ---------- run=49, buffer_size: 66 ----------
21:37:29.082 - ---------- run=50, buffer_size: 70 ----------
21:37:32.206 - ---------- run=51, buffer_size: 67 ----------
21:37:35.404 - ---------- run=52, buffer_size: 66 ----------
21:37:38.465 - ---------- run=53, buffer_size: 70 ----------
21:37:41.829 - ---------- run=54, buffer_size: 70 ----------
21:37:45.235 - ---------- run=55, buffer_size: 69 ----------
21:37:48.044 - ---------- run=56, buffer_size: 65 ----------
21:37:51.004 - ---------- run=57, buffer_size: 67 ----------
21:37:54.050 - ---------- run=58, buffer_size: 69 ----------
21:37:56.999 - ---------- run=59, buffer_size: 67 ----------
21:38:00.046 - ---------- run=60, buffer_size: 65 ----------
21:38:03.051 - ---------- run=61, buffer_size: 65 ----------
21:38:06.018 - ---------- run=62, buffer_size: 67 ----------
21:38:08.840 - ---------- run=63, buffer_size: 67 ----------
21:38:11.993 - ---------- run=64, buffer_size: 72 ----------
