23:15:02.097 - ---------- run=0, buffer_size: 50 ----------
23:15:04.720 - ---------- run=1, buffer_size: 52 ----------
23:15:07.125 - ---------- run=2, buffer_size: 53 ----------
23:15:09.382 - ---------- run=3, buffer_size: 52 ----------
23:15:11.807 - ---------- run=4, buffer_size: 52 ----------
23:15:14.002 - ---------- run=5, buffer_size: 51 ----------
23:15:16.196 - ---------- run=6, buffer_size: 53 ----------
23:15:18.371 - ---------- run=7, buffer_size: 53 ----------
23:15:20.701 - ---------- run=8, buffer_size: 52 ----------
23:15:22.873 - ---------- run=9, buffer_size: 53 ----------
23:15:25.436 - ---------- run=10, buffer_size: 53 ----------
23:15:28.098 - ---------- run=11, buffer_size: 53 ----------
23:15:30.117 - ---------- run=12, buffer_size: 52 ----------
23:15:32.494 - ---------- run=13, buffer_size: 52 ----------
23:15:34.792 - ---------- run=14, buffer_size: 52 ----------
23:15:37.054 - ---------- run=15, buffer_size: 54 ----------
23:15:39.764 - ---------- run=16, buffer_size: 54 ----------
23:15:42.280 - ---------- run=17, buffer_size: 52 ----------
23:15:45.225 - ---------- run=18, buffer_size: 56 ----------
23:15:47.836 - ---------- run=19, buffer_size: 53 ----------
23:15:50.320 - ---------- run=20, buffer_size: 53 ----------
23:15:53.229 - ---------- run=21, buffer_size: 52 ----------
23:15:55.799 - ---------- run=22, buffer_size: 52 ----------
23:15:58.111 - ---------- run=23, buffer_size: 52 ----------
23:16:00.753 - ---------- run=24, buffer_size: 57 ----------
23:16:03.366 - ---------- run=25, buffer_size: 53 ----------
23:16:06.180 - ---------- run=26, buffer_size: 52 ----------
23:16:08.732 - ---------- run=27, buffer_size: 53 ----------
23:16:11.419 - ---------- run=28, buffer_size: 52 ----------
23:16:13.762 - ---------- run=29, buffer_size: 51 ----------
23:16:16.209 - ---------- run=30, buffer_size: 52 ----------
23:16:18.177 - ---------- run=31, buffer_size: 52 ----------
23:16:20.907 - ---------- run=32, buffer_size: 56 ----------
23:16:22.919 - ---------- run=33, buffer_size: 52 ----------
23:16:25.089 - ---------- run=34, buffer_size: 52 ----------
23:16:27.618 - ---------- run=35, buffer_size: 52 ----------
23:16:29.924 - ---------- run=36, buffer_size: 52 ----------
23:16:32.559 - ---------- run=37, buffer_size: 53 ----------
23:16:34.644 - ---------- run=38, buffer_size: 52 ----------
23:16:37.204 - ---------- run=39, buffer_size: 54 ----------
23:16:39.941 - ---------- run=40, buffer_size: 53 ----------
23:16:42.136 - ---------- run=41, buffer_size: 54 ----------
23:16:44.291 - ---------- run=42, buffer_size: 52 ----------
23:16:47.286 - ---------- run=43, buffer_size: 51 ----------
23:16:49.473 - ---------- run=44, buffer_size: 52 ----------
23:16:51.747 - ---------- run=45, buffer_size: 53 ----------
23:16:53.937 - ---------- run=46, buffer_size: 51 ----------
23:16:56.477 - ---------- run=47, buffer_size: 52 ----------
23:16:59.120 - ---------- run=48, buffer_size: 52 ----------
23:17:01.451 - ---------- run=49, buffer_size: 53 ----------
23:17:04.306 - ---------- run=50, buffer_size: 53 ----------
23:17:06.860 - ---------- run=51, buffer_size: 55 ----------
23:17:08.984 - ---------- run=52, buffer_size: 51 ----------
23:17:10.979 - ---------- run=53, buffer_size: 52 ----------
23:17:13.404 - ---------- run=54, buffer_size: 53 ----------
23:17:15.458 - ---------- run=55, buffer_size: 53 ----------
23:17:17.639 - ---------- run=56, buffer_size: 52 ----------
23:17:20.172 - ---------- run=57, buffer_size: 55 ----------
23:17:22.780 - ---------- run=58, buffer_size: 55 ----------
23:17:25.346 - ---------- run=59, buffer_size: 53 ----------
23:17:27.482 - ---------- run=60, buffer_size: 53 ----------
23:17:29.727 - ---------- run=61, buffer_size: 53 ----------
23:17:32.116 - ---------- run=62, buffer_size: 52 ----------
23:17:34.146 - ---------- run=63, buffer_size: 53 ----------
23:17:36.979 - ---------- run=64, buffer_size: 53 ----------
23:17:39.483 - ---------- run=65, buffer_size: 53 ----------
23:17:41.816 - ---------- run=66, buffer_size: 54 ----------
23:17:44.065 - ---------- run=67, buffer_size: 53 ----------
23:17:46.773 - ---------- run=68, buffer_size: 54 ----------
23:17:49.703 - ---------- run=69, buffer_size: 53 ----------
23:17:52.031 - ---------- run=70, buffer_size: 51 ----------
23:17:54.452 - ---------- run=71, buffer_size: 53 ----------
23:17:56.603 - ---------- run=72, buffer_size: 54 ----------
23:17:58.875 - ---------- run=73, buffer_size: 53 ----------
23:18:01.434 - ---------- run=74, buffer_size: 53 ----------
23:18:04.225 - ---------- run=75, buffer_size: 52 ----------
23:18:06.323 - ---------- run=76, buffer_size: 53 ----------
23:18:08.695 - ---------- run=77, buffer_size: 52 ----------
23:18:10.909 - ---------- run=78, buffer_size: 53 ----------
23:18:13.009 - ---------- run=79, buffer_size: 53 ----------
23:18:15.713 - ---------- run=80, buffer_size: 52 ----------
23:18:18.257 - ---------- run=81, buffer_size: 56 ----------
23:18:20.651 - ---------- run=82, buffer_size: 56 ----------
23:18:23.316 - ---------- run=83, buffer_size: 53 ----------
23:18:25.980 - ---------- run=84, buffer_size: 52 ----------
23:18:28.308 - ---------- run=85, buffer_size: 52 ----------
23:18:30.961 - ---------- run=86, buffer_size: 53 ----------
23:18:33.636 - ---------- run=87, buffer_size: 55 ----------
23:18:36.042 - ---------- run=88, buffer_size: 54 ----------
23:18:38.321 - ---------- run=89, buffer_size: 52 ----------
23:18:40.906 - ---------- run=90, buffer_size: 52 ----------
23:18:43.583 - ---------- run=91, buffer_size: 53 ----------
23:18:45.746 - ---------- run=92, buffer_size: 52 ----------
23:18:47.927 - ---------- run=93, buffer_size: 53 ----------
23:18:50.260 - ---------- run=94, buffer_size: 55 ----------
23:18:52.344 - ---------- run=95, buffer_size: 52 ----------
23:18:54.571 - ---------- run=96, buffer_size: 53 ----------
23:18:57.106 - ---------- run=97, buffer_size: 53 ----------
23:18:59.438 - ---------- run=98, buffer_size: 52 ----------
23:19:02.133 - ---------- run=99, buffer_size: 53 ----------
23:19:04.191 - ---------- run=100, buffer_size: 53 ----------
23:19:06.971 - ---------- run=101, buffer_size: 52 ----------
23:19:09.246 - ---------- run=102, buffer_size: 53 ----------
23:19:11.857 - ---------- run=103, buffer_size: 54 ----------
23:19:14.575 - ---------- run=104, buffer_size: 51 ----------
23:19:17.348 - ---------- run=105, buffer_size: 55 ----------
23:19:19.759 - ---------- run=106, buffer_size: 53 ----------
23:19:22.260 - ---------- run=107, buffer_size: 53 ----------
23:19:24.583 - ---------- run=108, buffer_size: 54 ----------
23:19:27.100 - ---------- run=109, buffer_size: 55 ----------
23:19:29.083 - ---------- run=110, buffer_size: 51 ----------
23:19:31.005 - ---------- run=111, buffer_size: 52 ----------
23:19:33.697 - ---------- run=112, buffer_size: 54 ----------
23:19:35.955 - ---------- run=113, buffer_size: 54 ----------
23:19:38.913 - ---------- run=114, buffer_size: 54 ----------
23:19:41.114 - ---------- run=115, buffer_size: 52 ----------
23:19:43.148 - ---------- run=116, buffer_size: 52 ----------
23:19:45.635 - ---------- run=117, buffer_size: 52 ----------
23:19:48.246 - ---------- run=118, buffer_size: 52 ----------
23:19:50.890 - ---------- run=119, buffer_size: 52 ----------
23:19:53.400 - ---------- run=120, buffer_size: 54 ----------
23:19:55.820 - ---------- run=121, buffer_size: 53 ----------
23:19:57.982 - ---------- run=122, buffer_size: 52 ----------
23:20:00.456 - ---------- run=123, buffer_size: 52 ----------
23:20:03.164 - ---------- run=124, buffer_size: 53 ----------
23:20:06.000 - ---------- run=125, buffer_size: 54 ----------
23:20:08.426 - ---------- run=126, buffer_size: 52 ----------
23:20:11.046 - ---------- run=127, buffer_size: 53 ----------
23:20:13.611 - ---------- run=128, buffer_size: 57 ----------
23:20:16.257 - ---------- run=129, buffer_size: 56 ----------
23:20:18.922 - ---------- run=130, buffer_size: 54 ----------
23:20:21.288 - ---------- run=131, buffer_size: 53 ----------
23:20:23.906 - ---------- run=132, buffer_size: 55 ----------
23:20:26.343 - ---------- run=133, buffer_size: 55 ----------
23:20:29.000 - ---------- run=134, buffer_size: 54 ----------
23:20:31.274 - ---------- run=135, buffer_size: 53 ----------
23:20:33.779 - ---------- run=136, buffer_size: 54 ----------
23:20:36.141 - ---------- run=137, buffer_size: 52 ----------
23:20:38.799 - ---------- run=138, buffer_size: 54 ----------
23:20:41.262 - ---------- run=139, buffer_size: 52 ----------
23:20:43.526 - ---------- run=140, buffer_size: 52 ----------
23:20:46.047 - ---------- run=141, buffer_size: 53 ----------
23:20:48.660 - ---------- run=142, buffer_size: 53 ----------
23:20:50.801 - ---------- run=143, buffer_size: 51 ----------
23:20:53.188 - ---------- run=144, buffer_size: 54 ----------
23:20:55.378 - ---------- run=145, buffer_size: 52 ----------
23:20:57.512 - ---------- run=146, buffer_size: 53 ----------
23:21:00.075 - ---------- run=147, buffer_size: 53 ----------
23:21:02.181 - ---------- run=148, buffer_size: 52 ----------
23:21:04.837 - ---------- run=149, buffer_size: 52 ----------
23:21:07.208 - ---------- run=150, buffer_size: 54 ----------
23:21:09.819 - ---------- run=151, buffer_size: 55 ----------
23:21:12.193 - ---------- run=152, buffer_size: 54 ----------
23:21:14.997 - ---------- run=153, buffer_size: 53 ----------
23:21:17.674 - ---------- run=154, buffer_size: 54 ----------
23:21:19.901 - ---------- run=155, buffer_size: 53 ----------
23:21:21.976 - ---------- run=156, buffer_size: 54 ----------
23:21:24.230 - ---------- run=157, buffer_size: 53 ----------
23:21:26.720 - ---------- run=158, buffer_size: 55 ----------
23:21:29.426 - ---------- run=159, buffer_size: 52 ----------
23:21:31.851 - ---------- run=160, buffer_size: 52 ----------
23:21:34.091 - ---------- run=161, buffer_size: 52 ----------
23:21:36.523 - ---------- run=162, buffer_size: 57 ----------
23:21:39.270 - ---------- run=163, buffer_size: 53 ----------
23:21:42.295 - ---------- run=164, buffer_size: 56 ----------
23:21:44.653 - ---------- run=165, buffer_size: 52 ----------
23:21:46.903 - ---------- run=166, buffer_size: 51 ----------
23:21:49.682 - ---------- run=167, buffer_size: 55 ----------
23:21:52.016 - ---------- run=168, buffer_size: 52 ----------
23:21:54.594 - ---------- run=169, buffer_size: 53 ----------
23:21:56.833 - ---------- run=170, buffer_size: 52 ----------
23:21:59.338 - ---------- run=171, buffer_size: 53 ----------
23:22:01.622 - ---------- run=172, buffer_size: 54 ----------
23:22:04.406 - ---------- run=173, buffer_size: 55 ----------
23:22:06.971 - ---------- run=174, buffer_size: 53 ----------
23:22:09.890 - ---------- run=175, buffer_size: 53 ----------
23:22:12.394 - ---------- run=176, buffer_size: 54 ----------
23:22:14.689 - ---------- run=177, buffer_size: 52 ----------
23:22:17.154 - ---------- run=178, buffer_size: 55 ----------
23:22:19.360 - ---------- run=179, buffer_size: 53 ----------
23:22:21.669 - ---------- run=180, buffer_size: 52 ----------
23:22:24.064 - ---------- run=181, buffer_size: 54 ----------
23:22:26.300 - ---------- run=182, buffer_size: 52 ----------
23:22:29.017 - ---------- run=183, buffer_size: 52 ----------
23:22:31.833 - ---------- run=184, buffer_size: 53 ----------
23:22:34.144 - ---------- run=185, buffer_size: 51 ----------
23:22:36.379 - ---------- run=186, buffer_size: 53 ----------
23:22:39.167 - ---------- run=187, buffer_size: 56 ----------
23:22:41.522 - ---------- run=188, buffer_size: 52 ----------
23:22:43.770 - ---------- run=189, buffer_size: 52 ----------
23:22:46.155 - ---------- run=190, buffer_size: 55 ----------
23:22:48.487 - ---------- run=191, buffer_size: 52 ----------
23:22:50.967 - ---------- run=192, buffer_size: 53 ----------
23:22:53.129 - ---------- run=193, buffer_size: 52 ----------
23:22:55.647 - ---------- run=194, buffer_size: 56 ----------
23:22:58.212 - ---------- run=195, buffer_size: 55 ----------
23:23:00.363 - ---------- run=196, buffer_size: 54 ----------
23:23:02.629 - ---------- run=197, buffer_size: 54 ----------
23:23:04.683 - ---------- run=198, buffer_size: 53 ----------
23:23:07.261 - ---------- run=199, buffer_size: 52 ----------
23:23:09.910 - ---------- run=200, buffer_size: 53 ----------
23:23:12.505 - ---------- run=201, buffer_size: 57 ----------
23:23:15.221 - ---------- run=202, buffer_size: 54 ----------
23:23:17.926 - ---------- run=203, buffer_size: 54 ----------
23:23:20.287 - ---------- run=204, buffer_size: 51 ----------
23:23:22.577 - ---------- run=205, buffer_size: 53 ----------
23:23:25.018 - ---------- run=206, buffer_size: 53 ----------
23:23:28.008 - ---------- run=207, buffer_size: 54 ----------
23:23:30.297 - ---------- run=208, buffer_size: 52 ----------
23:23:32.941 - ---------- run=209, buffer_size: 53 ----------
23:23:35.306 - ---------- run=210, buffer_size: 57 ----------
23:23:37.478 - ---------- run=211, buffer_size: 53 ----------
23:23:40.122 - ---------- run=212, buffer_size: 52 ----------
23:23:42.269 - ---------- run=213, buffer_size: 53 ----------
23:23:44.980 - ---------- run=214, buffer_size: 54 ----------
23:23:47.045 - ---------- run=215, buffer_size: 52 ----------
23:23:49.434 - ---------- run=216, buffer_size: 53 ----------
23:23:51.818 - ---------- run=217, buffer_size: 52 ----------
23:23:54.435 - ---------- run=218, buffer_size: 54 ----------
23:23:56.827 - ---------- run=219, buffer_size: 53 ----------
23:23:59.005 - ---------- run=220, buffer_size: 53 ----------
23:24:01.375 - ---------- run=221, buffer_size: 53 ----------
23:24:03.494 - ---------- run=222, buffer_size: 52 ----------
23:24:05.961 - ---------- run=223, buffer_size: 53 ----------
23:24:08.488 - ---------- run=224, buffer_size: 52 ----------
23:24:10.733 - ---------- run=225, buffer_size: 53 ----------
23:24:13.095 - ---------- run=226, buffer_size: 52 ----------
23:24:15.336 - ---------- run=227, buffer_size: 53 ----------
23:24:17.998 - ---------- run=228, buffer_size: 53 ----------
23:24:20.112 - ---------- run=229, buffer_size: 52 ----------
23:24:22.811 - ---------- run=230, buffer_size: 52 ----------
23:24:25.248 - ---------- run=231, buffer_size: 53 ----------
23:24:27.532 - ---------- run=232, buffer_size: 55 ----------
23:24:30.237 - ---------- run=233, buffer_size: 53 ----------
23:24:32.367 - ---------- run=234, buffer_size: 52 ----------
23:24:34.846 - ---------- run=235, buffer_size: 52 ----------
23:24:37.261 - ---------- run=236, buffer_size: 53 ----------
23:24:39.855 - ---------- run=237, buffer_size: 53 ----------
23:24:42.280 - ---------- run=238, buffer_size: 53 ----------
23:24:44.762 - ---------- run=239, buffer_size: 53 ----------
23:24:47.045 - ---------- run=240, buffer_size: 55 ----------
23:24:49.361 - ---------- run=241, buffer_size: 54 ----------
23:24:51.486 - ---------- run=242, buffer_size: 52 ----------
23:24:54.144 - ---------- run=243, buffer_size: 55 ----------
23:24:56.275 - ---------- run=244, buffer_size: 52 ----------
23:24:58.760 - ---------- run=245, buffer_size: 53 ----------
23:25:01.005 - ---------- run=246, buffer_size: 53 ----------
23:25:03.289 - ---------- run=247, buffer_size: 52 ----------
23:25:05.402 - ---------- run=248, buffer_size: 53 ----------
23:25:07.421 - ---------- run=249, buffer_size: 52 ----------
23:25:09.766 - ---------- run=250, buffer_size: 52 ----------
23:25:12.014 - ---------- run=251, buffer_size: 53 ----------
23:25:14.537 - ---------- run=252, buffer_size: 51 ----------
23:25:16.901 - ---------- run=253, buffer_size: 53 ----------
23:25:19.175 - ---------- run=254, buffer_size: 54 ----------
23:25:21.682 - ---------- run=255, buffer_size: 55 ----------
23:25:23.789 - ---------- run=256, buffer_size: 52 ----------
23:25:26.496 - ---------- run=257, buffer_size: 53 ----------
23:25:28.816 - ---------- run=258, buffer_size: 52 ----------
23:25:30.997 - ---------- run=259, buffer_size: 55 ----------
23:25:33.726 - ---------- run=260, buffer_size: 53 ----------
23:25:35.945 - ---------- run=261, buffer_size: 54 ----------
23:25:38.364 - ---------- run=262, buffer_size: 55 ----------
23:25:40.763 - ---------- run=263, buffer_size: 53 ----------
23:25:42.879 - ---------- run=264, buffer_size: 52 ----------
23:25:45.839 - ---------- run=265, buffer_size: 53 ----------
23:25:47.804 - ---------- run=266, buffer_size: 51 ----------
23:25:50.044 - ---------- run=267, buffer_size: 52 ----------
23:25:52.303 - ---------- run=268, buffer_size: 54 ----------
23:25:54.492 - ---------- run=269, buffer_size: 53 ----------
23:25:56.710 - ---------- run=270, buffer_size: 52 ----------
23:25:59.311 - ---------- run=271, buffer_size: 53 ----------
23:26:01.508 - ---------- run=272, buffer_size: 54 ----------
23:26:03.624 - ---------- run=273, buffer_size: 53 ----------
23:26:06.301 - ---------- run=274, buffer_size: 52 ----------
23:26:08.454 - ---------- run=275, buffer_size: 52 ----------
23:26:10.891 - ---------- run=276, buffer_size: 52 ----------
23:26:13.358 - ---------- run=277, buffer_size: 53 ----------
23:26:16.176 - ---------- run=278, buffer_size: 53 ----------
23:26:18.316 - ---------- run=279, buffer_size: 53 ----------
23:26:20.367 - ---------- run=280, buffer_size: 54 ----------
23:26:22.368 - ---------- run=281, buffer_size: 53 ----------
23:26:24.549 - ---------- run=282, buffer_size: 53 ----------
23:26:27.030 - ---------- run=283, buffer_size: 53 ----------
23:26:29.086 - ---------- run=284, buffer_size: 54 ----------
23:26:31.152 - ---------- run=285, buffer_size: 51 ----------
23:26:33.660 - ---------- run=286, buffer_size: 54 ----------
23:26:35.672 - ---------- run=287, buffer_size: 51 ----------
23:26:38.147 - ---------- run=288, buffer_size: 53 ----------
23:26:40.700 - ---------- run=289, buffer_size: 54 ----------
23:26:43.186 - ---------- run=290, buffer_size: 54 ----------
23:26:45.656 - ---------- run=291, buffer_size: 54 ----------
23:26:48.183 - ---------- run=292, buffer_size: 53 ----------
23:26:50.525 - ---------- run=293, buffer_size: 53 ----------
23:26:52.566 - ---------- run=294, buffer_size: 52 ----------
23:26:55.268 - ---------- run=295, buffer_size: 53 ----------
23:26:57.434 - ---------- run=296, buffer_size: 52 ----------
23:26:59.650 - ---------- run=297, buffer_size: 54 ----------
23:27:01.849 - ---------- run=298, buffer_size: 52 ----------
23:27:04.237 - ---------- run=299, buffer_size: 52 ----------
23:27:06.707 - ---------- run=300, buffer_size: 55 ----------
23:27:08.662 - ---------- run=301, buffer_size: 51 ----------
23:27:10.890 - ---------- run=302, buffer_size: 54 ----------
23:27:12.901 - ---------- run=303, buffer_size: 54 ----------
23:27:15.545 - ---------- run=304, buffer_size: 54 ----------
23:27:18.158 - ---------- run=305, buffer_size: 53 ----------
23:27:20.720 - ---------- run=306, buffer_size: 52 ----------
23:27:23.375 - ---------- run=307, buffer_size: 52 ----------
23:27:25.530 - ---------- run=308, buffer_size: 54 ----------
23:27:28.111 - ---------- run=309, buffer_size: 54 ----------
23:27:30.494 - ---------- run=310, buffer_size: 54 ----------
23:27:32.783 - ---------- run=311, buffer_size: 54 ----------
23:27:35.685 - ---------- run=312, buffer_size: 56 ----------
23:27:38.175 - ---------- run=313, buffer_size: 53 ----------
23:27:40.586 - ---------- run=314, buffer_size: 52 ----------
23:27:43.004 - ---------- run=315, buffer_size: 53 ----------
23:27:45.282 - ---------- run=316, buffer_size: 54 ----------
