21:46:23.652 - ---------- run=0, buffer_size: 51 ----------
21:46:25.777 - ---------- run=1, buffer_size: 54 ----------
21:46:28.274 - ---------- run=2, buffer_size: 53 ----------
21:46:30.549 - ---------- run=3, buffer_size: 53 ----------
21:46:32.926 - ---------- run=4, buffer_size: 53 ----------
21:46:35.648 - ---------- run=5, buffer_size: 54 ----------
21:46:37.820 - ---------- run=6, buffer_size: 54 ----------
21:46:40.400 - ---------- run=7, buffer_size: 53 ----------
21:46:42.583 - ---------- run=8, buffer_size: 53 ----------
21:46:45.094 - ---------- run=9, buffer_size: 54 ----------
21:46:47.671 - ---------- run=10, buffer_size: 53 ----------
21:46:50.188 - ---------- run=11, buffer_size: 53 ----------
21:46:52.885 - ---------- run=12, buffer_size: 53 ----------
21:46:55.303 - ---------- run=13, buffer_size: 53 ----------
21:46:57.687 - ---------- run=14, buffer_size: 53 ----------
21:47:00.576 - ---------- run=15, buffer_size: 57 ----------
21:47:02.851 - ---------- run=16, buffer_size: 53 ----------
21:47:05.164 - ---------- run=17, buffer_size: 53 ----------
21:47:07.194 - ---------- run=18, buffer_size: 52 ----------
21:47:09.632 - ---------- run=19, buffer_size: 54 ----------
21:47:11.902 - ---------- run=20, buffer_size: 55 ----------
21:47:14.234 - ---------- run=21, buffer_size: 54 ----------
21:47:16.847 - ---------- run=22, buffer_size: 53 ----------
21:47:19.581 - ---------- run=23, buffer_size: 57 ----------
21:47:21.988 - ---------- run=24, buffer_size: 53 ----------
21:47:24.387 - ---------- run=25, buffer_size: 52 ----------
21:47:27.189 - ---------- run=26, buffer_size: 56 ----------
21:47:29.655 - ---------- run=27, buffer_size: 54 ----------
21:47:32.157 - ---------- run=28, buffer_size: 55 ----------
21:47:34.642 - ---------- run=29, buffer_size: 54 ----------
21:47:36.859 - ---------- run=30, buffer_size: 53 ----------
21:47:39.044 - ---------- run=31, buffer_size: 54 ----------
21:47:41.059 - ---------- run=32, buffer_size: 53 ----------
21:47:43.498 - ---------- run=33, buffer_size: 55 ----------
21:47:46.122 - ---------- run=34, buffer_size: 56 ----------
21:47:48.617 - ---------- run=35, buffer_size: 53 ----------
21:47:50.704 - ---------- run=36, buffer_size: 55 ----------
21:47:53.250 - ---------- run=37, buffer_size: 54 ----------
21:47:56.171 - ---------- run=38, buffer_size: 52 ----------
21:47:58.301 - ---------- run=39, buffer_size: 53 ----------
21:48:00.396 - ---------- run=40, buffer_size: 53 ----------
21:48:03.278 - ---------- run=41, buffer_size: 54 ----------
21:48:06.069 - ---------- run=42, buffer_size: 52 ----------
21:48:08.329 - ---------- run=43, buffer_size: 53 ----------
21:48:11.066 - ---------- run=44, buffer_size: 54 ----------
21:48:13.768 - ---------- run=45, buffer_size: 55 ----------
21:48:16.492 - ---------- run=46, buffer_size: 55 ----------
21:48:18.883 - ---------- run=47, buffer_size: 53 ----------
21:48:21.357 - ---------- run=48, buffer_size: 52 ----------
21:48:23.831 - ---------- run=49, buffer_size: 54 ----------
21:48:26.121 - ---------- run=50, buffer_size: 53 ----------
21:48:28.465 - ---------- run=51, buffer_size: 53 ----------
21:48:30.987 - ---------- run=52, buffer_size: 53 ----------
21:48:33.931 - ---------- run=53, buffer_size: 55 ----------
21:48:36.464 - ---------- run=54, buffer_size: 53 ----------
21:48:39.371 - ---------- run=55, buffer_size: 53 ----------
21:48:41.863 - ---------- run=56, buffer_size: 54 ----------
21:48:44.743 - ---------- run=57, buffer_size: 54 ----------
