20:41:59.634 - ---------- run=0, count=265 ----------
20:42:02.686 - ---------- run=1, count=141 ----------
20:42:05.635 - ---------- run=2, count=136 ----------
20:42:08.566 - ---------- run=3, count=135 ----------
20:42:11.371 - ---------- run=4, count=129 ----------
20:42:14.583 - ---------- run=5, count=148 ----------
20:42:17.353 - ---------- run=6, count=128 ----------
20:42:20.534 - ---------- run=7, count=146 ----------
20:42:23.257 - ---------- run=8, count=126 ----------
20:42:26.489 - ---------- run=9, count=149 ----------
20:42:29.222 - ---------- run=10, count=126 ----------
20:42:32.473 - ---------- run=11, count=150 ----------
20:42:35.655 - ---------- run=12, count=146 ----------
20:42:38.426 - ---------- run=13, count=127 ----------
20:42:48.468 - ---------- run=14, count=459 ----------
20:42:51.419 - ---------- run=15, count=136 ----------
20:42:58.870 - ---------- run=16, count=340 ----------
20:43:02.990 - ---------- run=17, count=190 ----------
20:43:15.801 - ---------- run=18, count=584 ----------
20:43:18.655 - ---------- run=19, count=132 ----------
20:43:21.588 - ---------- run=20, count=135 ----------
20:43:24.401 - ---------- run=21, count=130 ----------
20:43:27.351 - ---------- run=22, count=136 ----------
20:43:30.422 - ---------- run=23, count=141 ----------
20:43:33.559 - ---------- run=24, count=145 ----------
20:43:35.926 - ---------- run=25, count=109 ----------
20:43:38.873 - ---------- run=26, count=136 ----------
20:43:42.412 - ---------- run=27, count=163 ----------
20:43:44.949 - ---------- run=28, count=117 ----------
20:43:47.565 - ---------- run=29, count=121 ----------
20:43:50.393 - ---------- run=30, count=130 ----------
20:44:34.876 - ---------- run=31, count=2024 ----------
20:44:38.073 - ---------- run=32, count=147 ----------
20:44:41.303 - ---------- run=33, count=149 ----------
20:44:44.090 - ---------- run=34, count=129 ----------
20:44:58.145 - ---------- run=35, count=641 ----------
20:45:01.103 - ---------- run=36, count=136 ----------
20:45:03.609 - ---------- run=37, count=116 ----------
20:45:06.889 - ---------- run=38, count=151 ----------
20:45:10.149 - ---------- run=39, count=150 ----------
20:45:12.791 - ---------- run=40, count=122 ----------
20:45:15.759 - ---------- run=41, count=137 ----------
20:45:18.365 - ---------- run=42, count=120 ----------
20:45:21.175 - ---------- run=43, count=130 ----------
20:45:24.329 - ---------- run=44, count=145 ----------
20:45:27.671 - ---------- run=45, count=154 ----------
20:45:30.322 - ---------- run=46, count=122 ----------
20:45:33.683 - ---------- run=47, count=155 ----------
20:45:37.145 - ---------- run=48, count=159 ----------
20:45:40.280 - ---------- run=49, count=145 ----------
20:45:42.889 - ---------- run=50, count=120 ----------
20:45:45.962 - ---------- run=51, count=142 ----------
20:45:49.408 - ---------- run=52, count=158 ----------
20:45:52.274 - ---------- run=53, count=132 ----------
20:45:54.921 - ---------- run=54, count=123 ----------
20:46:03.104 - ---------- run=55, count=373 ----------
20:46:06.006 - ---------- run=56, count=134 ----------
20:46:08.889 - ---------- run=57, count=133 ----------
20:46:11.601 - ---------- run=58, count=125 ----------
20:46:14.555 - ---------- run=59, count=137 ----------
20:46:17.782 - ---------- run=60, count=148 ----------
20:46:21.073 - ---------- run=61, count=152 ----------
20:46:23.928 - ---------- run=62, count=131 ----------
20:46:27.075 - ---------- run=63, count=145 ----------
20:47:04.768 - ---------- run=64, count=1715 ----------
20:47:13.632 - ---------- run=65, count=404 ----------
20:47:16.514 - ---------- run=66, count=133 ----------
20:47:19.599 - ---------- run=67, count=142 ----------
20:47:22.517 - ---------- run=68, count=135 ----------
20:47:25.446 - ---------- run=69, count=135 ----------
20:47:28.455 - ---------- run=70, count=139 ----------
