23:28:55.412 - ---------- run=0, buffer_size: 52 ----------
23:28:58.143 - ---------- run=1, buffer_size: 53 ----------
23:29:00.138 - ---------- run=2, buffer_size: 52 ----------
23:29:02.553 - ---------- run=3, buffer_size: 55 ----------
23:29:04.571 - ---------- run=4, buffer_size: 52 ----------
23:29:06.947 - ---------- run=5, buffer_size: 54 ----------
23:29:09.146 - ---------- run=6, buffer_size: 53 ----------
23:29:11.745 - ---------- run=7, buffer_size: 53 ----------
23:29:13.988 - ---------- run=8, buffer_size: 52 ----------
23:29:16.483 - ---------- run=9, buffer_size: 52 ----------
23:29:19.350 - ---------- run=10, buffer_size: 53 ----------
23:29:22.427 - ---------- run=11, buffer_size: 54 ----------
23:29:24.397 - ---------- run=12, buffer_size: 52 ----------
23:29:26.651 - ---------- run=13, buffer_size: 53 ----------
23:29:29.061 - ---------- run=14, buffer_size: 52 ----------
23:29:31.433 - ---------- run=15, buffer_size: 55 ----------
23:29:34.221 - ---------- run=16, buffer_size: 52 ----------
23:29:36.771 - ---------- run=17, buffer_size: 52 ----------
23:29:39.141 - ---------- run=18, buffer_size: 53 ----------
23:29:41.007 - ---------- run=19, buffer_size: 52 ----------
23:29:43.384 - ---------- run=20, buffer_size: 53 ----------
23:29:45.522 - ---------- run=21, buffer_size: 53 ----------
23:29:48.180 - ---------- run=22, buffer_size: 52 ----------
23:29:50.387 - ---------- run=23, buffer_size: 52 ----------
23:29:53.008 - ---------- run=24, buffer_size: 55 ----------
23:29:55.105 - ---------- run=25, buffer_size: 53 ----------
23:29:57.583 - ---------- run=26, buffer_size: 53 ----------
23:29:59.644 - ---------- run=27, buffer_size: 53 ----------
23:30:01.627 - ---------- run=28, buffer_size: 54 ----------
23:30:04.047 - ---------- run=29, buffer_size: 52 ----------
23:30:06.300 - ---------- run=30, buffer_size: 52 ----------
23:30:09.253 - ---------- run=31, buffer_size: 53 ----------
23:30:11.764 - ---------- run=32, buffer_size: 53 ----------
23:30:14.368 - ---------- run=33, buffer_size: 54 ----------
23:30:16.567 - ---------- run=34, buffer_size: 52 ----------
23:30:19.046 - ---------- run=35, buffer_size: 53 ----------
23:30:21.058 - ---------- run=36, buffer_size: 53 ----------
23:30:23.522 - ---------- run=37, buffer_size: 53 ----------
23:30:25.648 - ---------- run=38, buffer_size: 53 ----------
23:30:27.996 - ---------- run=39, buffer_size: 52 ----------
23:30:30.137 - ---------- run=40, buffer_size: 52 ----------
23:30:32.764 - ---------- run=41, buffer_size: 54 ----------
23:30:35.218 - ---------- run=42, buffer_size: 52 ----------
23:30:37.764 - ---------- run=43, buffer_size: 52 ----------
23:30:40.140 - ---------- run=44, buffer_size: 53 ----------
23:30:42.436 - ---------- run=45, buffer_size: 52 ----------
23:30:44.878 - ---------- run=46, buffer_size: 55 ----------
23:30:47.045 - ---------- run=47, buffer_size: 54 ----------
23:30:49.799 - ---------- run=48, buffer_size: 54 ----------
23:30:51.922 - ---------- run=49, buffer_size: 52 ----------
23:30:54.511 - ---------- run=50, buffer_size: 51 ----------
23:30:56.932 - ---------- run=51, buffer_size: 53 ----------
23:30:59.469 - ---------- run=52, buffer_size: 52 ----------
23:31:01.691 - ---------- run=53, buffer_size: 51 ----------
23:31:04.232 - ---------- run=54, buffer_size: 53 ----------
23:31:06.652 - ---------- run=55, buffer_size: 53 ----------
23:31:08.957 - ---------- run=56, buffer_size: 54 ----------
23:31:11.220 - ---------- run=57, buffer_size: 54 ----------
23:31:13.584 - ---------- run=58, buffer_size: 53 ----------
23:31:15.871 - ---------- run=59, buffer_size: 52 ----------
23:31:18.375 - ---------- run=60, buffer_size: 53 ----------
23:31:20.714 - ---------- run=61, buffer_size: 53 ----------
23:31:23.059 - ---------- run=62, buffer_size: 53 ----------
23:31:25.055 - ---------- run=63, buffer_size: 52 ----------
23:31:27.269 - ---------- run=64, buffer_size: 54 ----------
23:31:29.781 - ---------- run=65, buffer_size: 52 ----------
23:31:32.098 - ---------- run=66, buffer_size: 53 ----------
23:31:34.568 - ---------- run=67, buffer_size: 52 ----------
23:31:36.670 - ---------- run=68, buffer_size: 53 ----------
23:31:38.941 - ---------- run=69, buffer_size: 52 ----------
23:31:41.210 - ---------- run=70, buffer_size: 52 ----------
23:31:43.352 - ---------- run=71, buffer_size: 53 ----------
23:31:45.614 - ---------- run=72, buffer_size: 53 ----------
23:31:47.725 - ---------- run=73, buffer_size: 52 ----------
23:31:49.909 - ---------- run=74, buffer_size: 52 ----------
23:31:52.504 - ---------- run=75, buffer_size: 54 ----------
23:31:54.560 - ---------- run=76, buffer_size: 53 ----------
23:31:57.193 - ---------- run=77, buffer_size: 53 ----------
23:31:59.624 - ---------- run=78, buffer_size: 52 ----------
23:32:02.155 - ---------- run=79, buffer_size: 52 ----------
23:32:04.728 - ---------- run=80, buffer_size: 55 ----------
23:32:07.024 - ---------- run=81, buffer_size: 52 ----------
23:32:09.090 - ---------- run=82, buffer_size: 52 ----------
23:32:11.846 - ---------- run=83, buffer_size: 54 ----------
23:32:13.851 - ---------- run=84, buffer_size: 53 ----------
23:32:15.860 - ---------- run=85, buffer_size: 55 ----------
23:32:18.522 - ---------- run=86, buffer_size: 53 ----------
23:32:21.188 - ---------- run=87, buffer_size: 52 ----------
23:32:23.500 - ---------- run=88, buffer_size: 52 ----------
23:32:25.950 - ---------- run=89, buffer_size: 52 ----------
