13:36:43.590 - ---------- run=0, count=250 ----------
13:36:45.960 - ---------- run=1, count=108 ----------
13:36:48.111 - ---------- run=2, count=98 ----------
13:36:50.698 - ---------- run=3, count=117 ----------
13:36:52.760 - ---------- run=4, count=94 ----------
13:36:54.893 - ---------- run=5, count=97 ----------
13:36:57.122 - ---------- run=6, count=101 ----------
13:36:59.433 - ---------- run=7, count=105 ----------
13:37:02.068 - ---------- run=8, count=120 ----------
13:37:04.195 - ---------- run=9, count=97 ----------
13:37:06.701 - ---------- run=10, count=114 ----------
13:37:09.134 - ---------- run=11, count=110 ----------
13:37:11.501 - ---------- run=12, count=108 ----------
13:37:13.884 - ---------- run=13, count=108 ----------
13:37:16.365 - ---------- run=14, count=113 ----------
13:37:18.922 - ---------- run=15, count=116 ----------
13:37:20.890 - ---------- run=16, count=90 ----------
13:37:23.077 - ---------- run=17, count=99 ----------
13:37:25.613 - ---------- run=18, count=115 ----------
13:37:28.224 - ---------- run=19, count=119 ----------
13:37:30.729 - ---------- run=20, count=114 ----------
13:37:33.054 - ---------- run=21, count=105 ----------
13:37:35.238 - ---------- run=22, count=100 ----------
13:37:37.949 - ---------- run=23, count=123 ----------
13:37:40.556 - ---------- run=24, count=119 ----------
13:37:42.951 - ---------- run=25, count=109 ----------
13:37:44.915 - ---------- run=26, count=89 ----------
13:37:47.621 - ---------- run=27, count=123 ----------
13:37:50.056 - ---------- run=28, count=111 ----------
13:37:52.544 - ---------- run=29, count=113 ----------
13:37:54.452 - ---------- run=30, count=86 ----------
13:37:56.964 - ---------- run=31, count=115 ----------
13:37:59.299 - ---------- run=32, count=106 ----------
13:38:01.571 - ---------- run=33, count=103 ----------
13:38:04.139 - ---------- run=34, count=117 ----------
13:38:06.556 - ---------- run=35, count=110 ----------
13:38:09.342 - ---------- run=36, count=126 ----------
13:38:11.927 - ---------- run=37, count=118 ----------
13:38:13.997 - ---------- run=38, count=94 ----------
13:38:16.443 - ---------- run=39, count=111 ----------
13:38:18.730 - ---------- run=40, count=104 ----------
13:38:21.733 - ---------- run=41, count=136 ----------
13:38:23.899 - ---------- run=42, count=99 ----------
13:38:26.137 - ---------- run=43, count=102 ----------
13:38:28.172 - ---------- run=44, count=92 ----------
13:38:30.512 - ---------- run=45, count=107 ----------
13:38:32.749 - ---------- run=46, count=101 ----------
13:38:35.026 - ---------- run=47, count=104 ----------
13:38:37.614 - ---------- run=48, count=117 ----------
13:38:40.096 - ---------- run=49, count=113 ----------
13:38:42.696 - ---------- run=50, count=118 ----------
13:38:44.967 - ---------- run=51, count=104 ----------
13:38:47.224 - ---------- run=52, count=102 ----------
13:38:49.829 - ---------- run=53, count=119 ----------
13:38:52.072 - ---------- run=54, count=102 ----------
13:38:54.679 - ---------- run=55, count=118 ----------
13:38:57.086 - ---------- run=56, count=109 ----------
13:38:59.230 - ---------- run=57, count=98 ----------
13:39:01.823 - ---------- run=58, count=118 ----------
13:39:03.978 - ---------- run=59, count=98 ----------
13:39:06.143 - ---------- run=60, count=98 ----------
13:39:08.906 - ---------- run=61, count=126 ----------
13:39:11.382 - ---------- run=62, count=112 ----------
13:39:13.857 - ---------- run=63, count=113 ----------
13:39:16.492 - ---------- run=64, count=120 ----------
13:39:18.874 - ---------- run=65, count=108 ----------
13:39:21.328 - ---------- run=66, count=111 ----------
13:39:23.802 - ---------- run=67, count=113 ----------
13:39:26.290 - ---------- run=68, count=113 ----------
13:39:28.721 - ---------- run=69, count=110 ----------
13:39:31.282 - ---------- run=70, count=117 ----------
13:39:33.721 - ---------- run=71, count=110 ----------
13:39:36.470 - ---------- run=72, count=126 ----------
13:39:39.255 - ---------- run=73, count=126 ----------
13:39:41.796 - ---------- run=74, count=116 ----------
13:39:44.112 - ---------- run=75, count=105 ----------
13:39:46.754 - ---------- run=76, count=120 ----------
13:39:49.219 - ---------- run=77, count=112 ----------
13:39:50.993 - ---------- run=78, count=80 ----------
13:39:53.586 - ---------- run=79, count=118 ----------
13:39:55.905 - ---------- run=80, count=106 ----------
13:39:57.945 - ---------- run=81, count=92 ----------
13:40:00.506 - ---------- run=82, count=117 ----------
13:40:02.983 - ---------- run=83, count=113 ----------
13:40:05.154 - ---------- run=84, count=98 ----------
13:40:07.517 - ---------- run=85, count=108 ----------
13:40:10.080 - ---------- run=86, count=116 ----------
13:40:12.842 - ---------- run=87, count=126 ----------
13:40:15.439 - ---------- run=88, count=118 ----------
13:40:17.538 - ---------- run=89, count=95 ----------
13:40:19.897 - ---------- run=90, count=107 ----------
13:40:22.169 - ---------- run=91, count=104 ----------
13:40:24.783 - ---------- run=92, count=119 ----------
13:40:27.355 - ---------- run=93, count=116 ----------
13:40:29.601 - ---------- run=94, count=103 ----------
13:40:31.697 - ---------- run=95, count=95 ----------
13:40:33.668 - ---------- run=96, count=90 ----------
13:40:35.909 - ---------- run=97, count=102 ----------
13:40:38.582 - ---------- run=98, count=121 ----------
13:40:40.992 - ---------- run=99, count=109 ----------
13:40:43.286 - ---------- run=100, count=105 ----------
