00:16:35.883 - ---------- run=0, buffer_size: 51 ----------
00:16:38.432 - ---------- run=1, buffer_size: 54 ----------
00:16:40.765 - ---------- run=2, buffer_size: 56 ----------
00:16:43.280 - ---------- run=3, buffer_size: 54 ----------
00:16:45.910 - ---------- run=4, buffer_size: 55 ----------
00:16:48.277 - ---------- run=5, buffer_size: 54 ----------
00:16:50.468 - ---------- run=6, buffer_size: 52 ----------
00:16:52.882 - ---------- run=7, buffer_size: 53 ----------
00:16:54.927 - ---------- run=8, buffer_size: 54 ----------
00:16:57.227 - ---------- run=9, buffer_size: 55 ----------
00:16:59.869 - ---------- run=10, buffer_size: 54 ----------
00:17:02.462 - ---------- run=11, buffer_size: 54 ----------
00:17:04.650 - ---------- run=12, buffer_size: 52 ----------
00:17:06.839 - ---------- run=13, buffer_size: 55 ----------
00:17:08.971 - ---------- run=14, buffer_size: 54 ----------
00:17:11.377 - ---------- run=15, buffer_size: 54 ----------
00:17:13.845 - ---------- run=16, buffer_size: 53 ----------
00:17:16.520 - ---------- run=17, buffer_size: 56 ----------
00:17:19.240 - ---------- run=18, buffer_size: 55 ----------
00:17:21.985 - ---------- run=19, buffer_size: 56 ----------
00:17:24.348 - ---------- run=20, buffer_size: 53 ----------
00:17:27.162 - ---------- run=21, buffer_size: 54 ----------
00:17:29.612 - ---------- run=22, buffer_size: 53 ----------
00:17:31.912 - ---------- run=23, buffer_size: 54 ----------
00:17:34.181 - ---------- run=24, buffer_size: 54 ----------
00:17:36.778 - ---------- run=25, buffer_size: 54 ----------
00:17:39.296 - ---------- run=26, buffer_size: 53 ----------
00:17:41.885 - ---------- run=27, buffer_size: 54 ----------
00:17:44.178 - ---------- run=28, buffer_size: 54 ----------
00:17:46.633 - ---------- run=29, buffer_size: 55 ----------
00:17:48.717 - ---------- run=30, buffer_size: 53 ----------
00:17:50.935 - ---------- run=31, buffer_size: 55 ----------
00:17:53.550 - ---------- run=32, buffer_size: 53 ----------
00:17:56.131 - ---------- run=33, buffer_size: 53 ----------
00:17:58.735 - ---------- run=34, buffer_size: 56 ----------
00:18:00.981 - ---------- run=35, buffer_size: 53 ----------
00:18:03.712 - ---------- run=36, buffer_size: 53 ----------
00:18:06.080 - ---------- run=37, buffer_size: 54 ----------
00:18:08.584 - ---------- run=38, buffer_size: 54 ----------
00:18:11.444 - ---------- run=39, buffer_size: 54 ----------
00:18:13.690 - ---------- run=40, buffer_size: 53 ----------
00:18:16.243 - ---------- run=41, buffer_size: 56 ----------
00:18:18.600 - ---------- run=42, buffer_size: 54 ----------
00:18:20.649 - ---------- run=43, buffer_size: 52 ----------
00:18:23.314 - ---------- run=44, buffer_size: 54 ----------
00:18:25.721 - ---------- run=45, buffer_size: 53 ----------
00:18:28.140 - ---------- run=46, buffer_size: 54 ----------
00:18:30.332 - ---------- run=47, buffer_size: 58 ----------
00:18:32.328 - ---------- run=48, buffer_size: 53 ----------
00:18:34.732 - ---------- run=49, buffer_size: 53 ----------
00:18:37.579 - ---------- run=50, buffer_size: 55 ----------
00:18:40.158 - ---------- run=51, buffer_size: 55 ----------
00:18:42.988 - ---------- run=52, buffer_size: 54 ----------
00:18:45.602 - ---------- run=53, buffer_size: 53 ----------
