01:38:10.006 - ---------- run=0, buffer_size: 51 ----------
01:38:12.470 - ---------- run=1, buffer_size: 53 ----------
01:38:14.780 - ---------- run=2, buffer_size: 53 ----------
01:38:17.248 - ---------- run=3, buffer_size: 52 ----------
01:38:19.666 - ---------- run=4, buffer_size: 53 ----------
01:38:21.921 - ---------- run=5, buffer_size: 52 ----------
01:38:24.594 - ---------- run=6, buffer_size: 52 ----------
01:38:27.581 - ---------- run=7, buffer_size: 52 ----------
01:38:30.228 - ---------- run=8, buffer_size: 52 ----------
01:38:32.697 - ---------- run=9, buffer_size: 56 ----------
01:38:35.623 - ---------- run=10, buffer_size: 52 ----------
01:38:37.999 - ---------- run=11, buffer_size: 52 ----------
01:38:40.538 - ---------- run=12, buffer_size: 54 ----------
01:38:43.123 - ---------- run=13, buffer_size: 54 ----------
01:38:45.781 - ---------- run=14, buffer_size: 52 ----------
01:38:48.269 - ---------- run=15, buffer_size: 53 ----------
01:38:50.579 - ---------- run=16, buffer_size: 52 ----------
01:38:53.127 - ---------- run=17, buffer_size: 54 ----------
01:38:55.792 - ---------- run=18, buffer_size: 52 ----------
01:38:58.181 - ---------- run=19, buffer_size: 52 ----------
01:39:00.495 - ---------- run=20, buffer_size: 52 ----------
01:39:02.863 - ---------- run=21, buffer_size: 53 ----------
01:39:05.177 - ---------- run=22, buffer_size: 52 ----------
01:39:07.204 - ---------- run=23, buffer_size: 54 ----------
01:39:10.031 - ---------- run=24, buffer_size: 56 ----------
01:39:12.465 - ---------- run=25, buffer_size: 52 ----------
01:39:14.933 - ---------- run=26, buffer_size: 54 ----------
01:39:17.219 - ---------- run=27, buffer_size: 53 ----------
01:39:20.107 - ---------- run=28, buffer_size: 53 ----------
01:39:22.741 - ---------- run=29, buffer_size: 53 ----------
01:39:24.952 - ---------- run=30, buffer_size: 51 ----------
01:39:27.443 - ---------- run=31, buffer_size: 52 ----------
01:39:29.606 - ---------- run=32, buffer_size: 52 ----------
01:39:32.054 - ---------- run=33, buffer_size: 53 ----------
01:39:34.758 - ---------- run=34, buffer_size: 53 ----------
01:39:36.566 - ---------- run=35, buffer_size: 53 ----------
