04:16:46.666 - ---------- run=0, buffer_size: 50 ----------
04:16:49.963 - ---------- run=1, buffer_size: 61 ----------
04:16:52.973 - ---------- run=2, buffer_size: 65 ----------
04:16:56.070 - ---------- run=3, buffer_size: 68 ----------
04:16:58.754 - ---------- run=4, buffer_size: 65 ----------
04:17:01.385 - ---------- run=5, buffer_size: 65 ----------
04:17:04.365 - ---------- run=6, buffer_size: 66 ----------
04:17:07.433 - ---------- run=7, buffer_size: 68 ----------
04:17:10.778 - ---------- run=8, buffer_size: 69 ----------
04:17:13.999 - ---------- run=9, buffer_size: 68 ----------
04:17:16.524 - ---------- run=10, buffer_size: 66 ----------
04:17:19.514 - ---------- run=11, buffer_size: 63 ----------
04:17:22.841 - ---------- run=12, buffer_size: 68 ----------
04:17:25.402 - ---------- run=13, buffer_size: 65 ----------
04:17:28.436 - ---------- run=14, buffer_size: 65 ----------
04:17:31.462 - ---------- run=15, buffer_size: 66 ----------
04:17:34.535 - ---------- run=16, buffer_size: 71 ----------
04:17:38.218 - ---------- run=17, buffer_size: 68 ----------
04:17:40.900 - ---------- run=18, buffer_size: 62 ----------
04:17:43.517 - ---------- run=19, buffer_size: 69 ----------
04:17:46.200 - ---------- run=20, buffer_size: 66 ----------
04:17:48.769 - ---------- run=21, buffer_size: 66 ----------
04:17:52.270 - ---------- run=22, buffer_size: 66 ----------
04:17:55.371 - ---------- run=23, buffer_size: 69 ----------
04:17:58.324 - ---------- run=24, buffer_size: 65 ----------
04:18:01.157 - ---------- run=25, buffer_size: 66 ----------
04:18:04.188 - ---------- run=26, buffer_size: 65 ----------
04:18:07.514 - ---------- run=27, buffer_size: 67 ----------
04:18:10.413 - ---------- run=28, buffer_size: 67 ----------
04:18:13.729 - ---------- run=29, buffer_size: 73 ----------
04:18:16.888 - ---------- run=30, buffer_size: 67 ----------
04:18:19.988 - ---------- run=31, buffer_size: 68 ----------
04:18:22.792 - ---------- run=32, buffer_size: 62 ----------
04:18:25.720 - ---------- run=33, buffer_size: 69 ----------
04:18:28.687 - ---------- run=34, buffer_size: 64 ----------
04:18:31.394 - ---------- run=35, buffer_size: 65 ----------
04:18:34.309 - ---------- run=36, buffer_size: 62 ----------
04:18:36.814 - ---------- run=37, buffer_size: 63 ----------
04:18:40.064 - ---------- run=38, buffer_size: 64 ----------
04:18:43.123 - ---------- run=39, buffer_size: 65 ----------
04:18:46.126 - ---------- run=40, buffer_size: 72 ----------
04:18:48.693 - ---------- run=41, buffer_size: 69 ----------
04:18:51.508 - ---------- run=42, buffer_size: 69 ----------
04:18:54.528 - ---------- run=43, buffer_size: 63 ----------
04:18:57.547 - ---------- run=44, buffer_size: 67 ----------
04:19:00.704 - ---------- run=45, buffer_size: 65 ----------
04:19:03.459 - ---------- run=46, buffer_size: 67 ----------
04:19:06.542 - ---------- run=47, buffer_size: 62 ----------
04:19:09.407 - ---------- run=48, buffer_size: 65 ----------
04:19:12.753 - ---------- run=49, buffer_size: 67 ----------
04:19:15.823 - ---------- run=50, buffer_size: 66 ----------
04:19:18.612 - ---------- run=51, buffer_size: 64 ----------
04:19:21.483 - ---------- run=52, buffer_size: 64 ----------
04:19:24.539 - ---------- run=53, buffer_size: 66 ----------
04:19:27.790 - ---------- run=54, buffer_size: 68 ----------
04:19:30.751 - ---------- run=55, buffer_size: 69 ----------
04:19:33.925 - ---------- run=56, buffer_size: 69 ----------
04:19:36.575 - ---------- run=57, buffer_size: 66 ----------
04:19:39.552 - ---------- run=58, buffer_size: 72 ----------
04:19:42.671 - ---------- run=59, buffer_size: 64 ----------
04:19:45.747 - ---------- run=60, buffer_size: 68 ----------
04:19:48.912 - ---------- run=61, buffer_size: 64 ----------
04:19:51.972 - ---------- run=62, buffer_size: 66 ----------
04:19:54.744 - ---------- run=63, buffer_size: 67 ----------
04:19:57.657 - ---------- run=64, buffer_size: 68 ----------
04:20:00.465 - ---------- run=65, buffer_size: 65 ----------
04:20:03.464 - ---------- run=66, buffer_size: 63 ----------
04:20:06.452 - ---------- run=67, buffer_size: 64 ----------
04:20:09.287 - ---------- run=68, buffer_size: 68 ----------
04:20:12.458 - ---------- run=69, buffer_size: 69 ----------
04:20:15.352 - ---------- run=70, buffer_size: 66 ----------
04:20:18.326 - ---------- run=71, buffer_size: 65 ----------
04:20:21.481 - ---------- run=72, buffer_size: 70 ----------
04:20:24.022 - ---------- run=73, buffer_size: 65 ----------
04:20:26.868 - ---------- run=74, buffer_size: 65 ----------
04:20:29.732 - ---------- run=75, buffer_size: 68 ----------
04:20:32.770 - ---------- run=76, buffer_size: 65 ----------
04:20:36.139 - ---------- run=77, buffer_size: 70 ----------
04:20:38.925 - ---------- run=78, buffer_size: 66 ----------
04:20:41.978 - ---------- run=79, buffer_size: 67 ----------
04:20:44.601 - ---------- run=80, buffer_size: 64 ----------
04:20:47.520 - ---------- run=81, buffer_size: 65 ----------
04:20:50.570 - ---------- run=82, buffer_size: 66 ----------
04:20:53.643 - ---------- run=83, buffer_size: 70 ----------
04:20:56.704 - ---------- run=84, buffer_size: 68 ----------
04:20:59.256 - ---------- run=85, buffer_size: 62 ----------
04:21:02.541 - ---------- run=86, buffer_size: 66 ----------
04:21:05.312 - ---------- run=87, buffer_size: 64 ----------
04:21:08.805 - ---------- run=88, buffer_size: 70 ----------
04:21:11.908 - ---------- run=89, buffer_size: 62 ----------
04:21:14.714 - ---------- run=90, buffer_size: 67 ----------
04:21:17.233 - ---------- run=91, buffer_size: 62 ----------
04:21:20.137 - ---------- run=92, buffer_size: 64 ----------
04:21:22.895 - ---------- run=93, buffer_size: 65 ----------
04:21:26.139 - ---------- run=94, buffer_size: 66 ----------
04:21:29.097 - ---------- run=95, buffer_size: 64 ----------
04:21:31.527 - ---------- run=96, buffer_size: 62 ----------
04:21:34.959 - ---------- run=97, buffer_size: 70 ----------
04:21:37.889 - ---------- run=98, buffer_size: 64 ----------
04:21:40.512 - ---------- run=99, buffer_size: 68 ----------
04:21:43.724 - ---------- run=100, buffer_size: 68 ----------
04:21:46.405 - ---------- run=101, buffer_size: 64 ----------
04:21:49.228 - ---------- run=102, buffer_size: 66 ----------
04:21:52.017 - ---------- run=103, buffer_size: 63 ----------
04:21:54.834 - ---------- run=104, buffer_size: 65 ----------
04:21:58.413 - ---------- run=105, buffer_size: 70 ----------
04:22:01.700 - ---------- run=106, buffer_size: 65 ----------
04:22:04.659 - ---------- run=107, buffer_size: 66 ----------
04:22:07.583 - ---------- run=108, buffer_size: 65 ----------
04:22:10.561 - ---------- run=109, buffer_size: 70 ----------
04:22:13.331 - ---------- run=110, buffer_size: 64 ----------
04:22:16.040 - ---------- run=111, buffer_size: 68 ----------
04:22:18.627 - ---------- run=112, buffer_size: 66 ----------
04:22:21.791 - ---------- run=113, buffer_size: 65 ----------
04:22:25.190 - ---------- run=114, buffer_size: 67 ----------
04:22:28.280 - ---------- run=115, buffer_size: 69 ----------
04:22:31.148 - ---------- run=116, buffer_size: 63 ----------
04:22:34.272 - ---------- run=117, buffer_size: 65 ----------
04:22:37.088 - ---------- run=118, buffer_size: 67 ----------
04:22:39.989 - ---------- run=119, buffer_size: 60 ----------
04:22:42.744 - ---------- run=120, buffer_size: 61 ----------
04:22:45.803 - ---------- run=121, buffer_size: 66 ----------
04:22:48.753 - ---------- run=122, buffer_size: 68 ----------
04:22:51.567 - ---------- run=123, buffer_size: 67 ----------
04:22:54.752 - ---------- run=124, buffer_size: 68 ----------
04:22:57.601 - ---------- run=125, buffer_size: 64 ----------
