02:08:24.758 - ---------- run=0, buffer_size: 50 ----------
02:08:27.026 - ---------- run=1, buffer_size: 52 ----------
02:08:29.474 - ---------- run=2, buffer_size: 52 ----------
02:08:32.262 - ---------- run=3, buffer_size: 52 ----------
02:08:34.656 - ---------- run=4, buffer_size: 52 ----------
02:08:37.472 - ---------- run=5, buffer_size: 52 ----------
02:08:39.750 - ---------- run=6, buffer_size: 54 ----------
02:08:42.067 - ---------- run=7, buffer_size: 52 ----------
02:08:44.248 - ---------- run=8, buffer_size: 53 ----------
02:08:46.719 - ---------- run=9, buffer_size: 52 ----------
02:08:48.872 - ---------- run=10, buffer_size: 52 ----------
02:08:51.328 - ---------- run=11, buffer_size: 53 ----------
02:08:53.698 - ---------- run=12, buffer_size: 52 ----------
02:08:56.478 - ---------- run=13, buffer_size: 53 ----------
02:08:58.741 - ---------- run=14, buffer_size: 53 ----------
02:09:01.113 - ---------- run=15, buffer_size: 52 ----------
02:09:03.507 - ---------- run=16, buffer_size: 53 ----------
02:09:05.710 - ---------- run=17, buffer_size: 52 ----------
02:09:07.968 - ---------- run=18, buffer_size: 52 ----------
02:09:10.161 - ---------- run=19, buffer_size: 53 ----------
02:09:12.094 - ---------- run=20, buffer_size: 53 ----------
02:09:14.365 - ---------- run=21, buffer_size: 54 ----------
02:09:16.814 - ---------- run=22, buffer_size: 52 ----------
02:09:19.473 - ---------- run=23, buffer_size: 53 ----------
02:09:22.199 - ---------- run=24, buffer_size: 53 ----------
02:09:24.617 - ---------- run=25, buffer_size: 53 ----------
02:09:27.487 - ---------- run=26, buffer_size: 54 ----------
02:09:29.853 - ---------- run=27, buffer_size: 53 ----------
02:09:32.554 - ---------- run=28, buffer_size: 53 ----------
02:09:35.226 - ---------- run=29, buffer_size: 53 ----------
02:09:37.668 - ---------- run=30, buffer_size: 52 ----------
02:09:40.216 - ---------- run=31, buffer_size: 54 ----------
02:09:42.676 - ---------- run=32, buffer_size: 53 ----------
02:09:44.847 - ---------- run=33, buffer_size: 54 ----------
02:09:47.353 - ---------- run=34, buffer_size: 54 ----------
02:09:49.971 - ---------- run=35, buffer_size: 52 ----------
02:09:51.972 - ---------- run=36, buffer_size: 52 ----------
02:09:54.210 - ---------- run=37, buffer_size: 53 ----------
02:09:56.454 - ---------- run=38, buffer_size: 52 ----------
02:09:58.760 - ---------- run=39, buffer_size: 52 ----------
02:10:01.274 - ---------- run=40, buffer_size: 52 ----------
02:10:04.140 - ---------- run=41, buffer_size: 54 ----------
02:10:06.638 - ---------- run=42, buffer_size: 53 ----------
02:10:08.934 - ---------- run=43, buffer_size: 52 ----------
02:10:11.449 - ---------- run=44, buffer_size: 52 ----------
02:10:13.829 - ---------- run=45, buffer_size: 53 ----------
02:10:16.140 - ---------- run=46, buffer_size: 52 ----------
02:10:18.212 - ---------- run=47, buffer_size: 53 ----------
02:10:20.863 - ---------- run=48, buffer_size: 52 ----------
02:10:23.248 - ---------- run=49, buffer_size: 52 ----------
02:10:25.548 - ---------- run=50, buffer_size: 53 ----------
02:10:28.458 - ---------- run=51, buffer_size: 53 ----------
02:10:30.967 - ---------- run=52, buffer_size: 52 ----------
02:10:32.985 - ---------- run=53, buffer_size: 52 ----------
02:10:35.485 - ---------- run=54, buffer_size: 52 ----------
02:10:37.766 - ---------- run=55, buffer_size: 52 ----------
02:10:40.045 - ---------- run=56, buffer_size: 53 ----------
02:10:42.679 - ---------- run=57, buffer_size: 52 ----------
02:10:45.122 - ---------- run=58, buffer_size: 51 ----------
02:10:47.364 - ---------- run=59, buffer_size: 54 ----------
02:10:49.843 - ---------- run=60, buffer_size: 53 ----------
02:10:52.138 - ---------- run=61, buffer_size: 56 ----------
02:10:54.349 - ---------- run=62, buffer_size: 52 ----------
02:10:56.671 - ---------- run=63, buffer_size: 53 ----------
02:10:58.976 - ---------- run=64, buffer_size: 53 ----------
02:11:01.459 - ---------- run=65, buffer_size: 53 ----------
02:11:04.208 - ---------- run=66, buffer_size: 52 ----------
02:11:06.814 - ---------- run=67, buffer_size: 52 ----------
02:11:08.848 - ---------- run=68, buffer_size: 51 ----------
02:11:11.004 - ---------- run=69, buffer_size: 52 ----------
02:11:13.090 - ---------- run=70, buffer_size: 53 ----------
02:11:15.347 - ---------- run=71, buffer_size: 53 ----------
02:11:17.690 - ---------- run=72, buffer_size: 54 ----------
02:11:20.045 - ---------- run=73, buffer_size: 52 ----------
02:11:22.545 - ---------- run=74, buffer_size: 53 ----------
02:11:24.987 - ---------- run=75, buffer_size: 52 ----------
02:11:27.096 - ---------- run=76, buffer_size: 53 ----------
02:11:29.970 - ---------- run=77, buffer_size: 54 ----------
02:11:32.404 - ---------- run=78, buffer_size: 52 ----------
02:11:34.762 - ---------- run=79, buffer_size: 53 ----------
02:11:37.395 - ---------- run=80, buffer_size: 53 ----------
02:11:39.753 - ---------- run=81, buffer_size: 52 ----------
02:11:42.106 - ---------- run=82, buffer_size: 53 ----------
02:11:44.218 - ---------- run=83, buffer_size: 53 ----------
02:11:46.711 - ---------- run=84, buffer_size: 53 ----------
02:11:49.403 - ---------- run=85, buffer_size: 53 ----------
02:11:51.810 - ---------- run=86, buffer_size: 53 ----------
02:11:54.229 - ---------- run=87, buffer_size: 55 ----------
02:11:57.138 - ---------- run=88, buffer_size: 53 ----------
02:11:59.791 - ---------- run=89, buffer_size: 53 ----------
02:12:02.329 - ---------- run=90, buffer_size: 52 ----------
02:12:04.791 - ---------- run=91, buffer_size: 53 ----------
02:12:07.104 - ---------- run=92, buffer_size: 55 ----------
02:12:09.315 - ---------- run=93, buffer_size: 52 ----------
02:12:11.612 - ---------- run=94, buffer_size: 55 ----------
02:12:13.993 - ---------- run=95, buffer_size: 52 ----------
02:12:16.157 - ---------- run=96, buffer_size: 53 ----------
02:12:18.230 - ---------- run=97, buffer_size: 54 ----------
02:12:20.995 - ---------- run=98, buffer_size: 56 ----------
02:12:23.635 - ---------- run=99, buffer_size: 53 ----------
02:12:26.098 - ---------- run=100, buffer_size: 53 ----------
02:12:28.596 - ---------- run=101, buffer_size: 53 ----------
02:12:31.106 - ---------- run=102, buffer_size: 52 ----------
02:12:33.503 - ---------- run=103, buffer_size: 52 ----------
02:12:35.515 - ---------- run=104, buffer_size: 52 ----------
02:12:38.039 - ---------- run=105, buffer_size: 52 ----------
02:12:40.456 - ---------- run=106, buffer_size: 52 ----------
02:12:42.578 - ---------- run=107, buffer_size: 52 ----------
02:12:44.850 - ---------- run=108, buffer_size: 54 ----------
02:12:47.248 - ---------- run=109, buffer_size: 52 ----------
02:12:49.549 - ---------- run=110, buffer_size: 54 ----------
02:12:51.889 - ---------- run=111, buffer_size: 53 ----------
02:12:54.066 - ---------- run=112, buffer_size: 52 ----------
02:12:56.105 - ---------- run=113, buffer_size: 51 ----------
02:12:58.554 - ---------- run=114, buffer_size: 54 ----------
02:13:00.890 - ---------- run=115, buffer_size: 54 ----------
02:13:03.796 - ---------- run=116, buffer_size: 54 ----------
02:13:05.974 - ---------- run=117, buffer_size: 52 ----------
02:13:08.405 - ---------- run=118, buffer_size: 54 ----------
02:13:11.066 - ---------- run=119, buffer_size: 53 ----------
02:13:13.607 - ---------- run=120, buffer_size: 53 ----------
02:13:15.853 - ---------- run=121, buffer_size: 54 ----------
02:13:18.223 - ---------- run=122, buffer_size: 55 ----------
02:13:20.916 - ---------- run=123, buffer_size: 54 ----------
02:13:23.204 - ---------- run=124, buffer_size: 53 ----------
02:13:25.265 - ---------- run=125, buffer_size: 53 ----------
02:13:27.190 - ---------- run=126, buffer_size: 51 ----------
02:13:29.584 - ---------- run=127, buffer_size: 52 ----------
02:13:31.462 - ---------- run=128, buffer_size: 52 ----------
02:13:33.929 - ---------- run=129, buffer_size: 52 ----------
02:13:36.124 - ---------- run=130, buffer_size: 53 ----------
02:13:38.462 - ---------- run=131, buffer_size: 52 ----------
02:13:40.711 - ---------- run=132, buffer_size: 55 ----------
02:13:43.033 - ---------- run=133, buffer_size: 53 ----------
02:13:45.313 - ---------- run=134, buffer_size: 52 ----------
02:13:47.594 - ---------- run=135, buffer_size: 52 ----------
02:13:50.375 - ---------- run=136, buffer_size: 55 ----------
02:13:52.441 - ---------- run=137, buffer_size: 52 ----------
02:13:55.333 - ---------- run=138, buffer_size: 54 ----------
02:13:57.578 - ---------- run=139, buffer_size: 52 ----------
02:13:59.512 - ---------- run=140, buffer_size: 54 ----------
02:14:02.108 - ---------- run=141, buffer_size: 53 ----------
02:14:04.651 - ---------- run=142, buffer_size: 54 ----------
02:14:07.013 - ---------- run=143, buffer_size: 53 ----------
02:14:09.537 - ---------- run=144, buffer_size: 53 ----------
02:14:12.021 - ---------- run=145, buffer_size: 54 ----------
02:14:14.472 - ---------- run=146, buffer_size: 53 ----------
02:14:17.044 - ---------- run=147, buffer_size: 53 ----------
02:14:19.210 - ---------- run=148, buffer_size: 53 ----------
02:14:21.342 - ---------- run=149, buffer_size: 53 ----------
02:14:23.991 - ---------- run=150, buffer_size: 54 ----------
02:14:26.185 - ---------- run=151, buffer_size: 52 ----------
02:14:28.752 - ---------- run=152, buffer_size: 53 ----------
02:14:31.235 - ---------- run=153, buffer_size: 55 ----------
02:14:33.679 - ---------- run=154, buffer_size: 53 ----------
02:14:35.658 - ---------- run=155, buffer_size: 52 ----------
02:14:37.575 - ---------- run=156, buffer_size: 52 ----------
02:14:40.359 - ---------- run=157, buffer_size: 51 ----------
02:14:42.612 - ---------- run=158, buffer_size: 52 ----------
02:14:45.346 - ---------- run=159, buffer_size: 52 ----------
02:14:47.855 - ---------- run=160, buffer_size: 53 ----------
02:14:50.579 - ---------- run=161, buffer_size: 54 ----------
02:14:52.597 - ---------- run=162, buffer_size: 53 ----------
02:14:54.863 - ---------- run=163, buffer_size: 52 ----------
02:14:57.213 - ---------- run=164, buffer_size: 55 ----------
02:15:00.183 - ---------- run=165, buffer_size: 53 ----------
02:15:02.297 - ---------- run=166, buffer_size: 52 ----------
02:15:04.660 - ---------- run=167, buffer_size: 54 ----------
02:15:07.326 - ---------- run=168, buffer_size: 53 ----------
02:15:09.503 - ---------- run=169, buffer_size: 52 ----------
02:15:11.911 - ---------- run=170, buffer_size: 52 ----------
02:15:14.206 - ---------- run=171, buffer_size: 52 ----------
02:15:16.697 - ---------- run=172, buffer_size: 53 ----------
02:15:18.859 - ---------- run=173, buffer_size: 51 ----------
02:15:21.744 - ---------- run=174, buffer_size: 52 ----------
02:15:23.629 - ---------- run=175, buffer_size: 52 ----------
02:15:26.208 - ---------- run=176, buffer_size: 52 ----------
02:15:28.620 - ---------- run=177, buffer_size: 52 ----------
02:15:30.962 - ---------- run=178, buffer_size: 52 ----------
02:15:33.422 - ---------- run=179, buffer_size: 53 ----------
02:15:35.939 - ---------- run=180, buffer_size: 52 ----------
02:15:38.528 - ---------- run=181, buffer_size: 52 ----------
02:15:41.378 - ---------- run=182, buffer_size: 53 ----------
02:15:43.674 - ---------- run=183, buffer_size: 52 ----------
02:15:46.120 - ---------- run=184, buffer_size: 57 ----------
02:15:48.498 - ---------- run=185, buffer_size: 53 ----------
02:15:51.104 - ---------- run=186, buffer_size: 53 ----------
02:15:53.402 - ---------- run=187, buffer_size: 52 ----------
02:15:56.328 - ---------- run=188, buffer_size: 53 ----------
02:15:58.512 - ---------- run=189, buffer_size: 52 ----------
02:16:00.846 - ---------- run=190, buffer_size: 52 ----------
02:16:03.575 - ---------- run=191, buffer_size: 53 ----------
02:16:05.795 - ---------- run=192, buffer_size: 53 ----------
02:16:08.168 - ---------- run=193, buffer_size: 52 ----------
02:16:10.455 - ---------- run=194, buffer_size: 52 ----------
02:16:13.071 - ---------- run=195, buffer_size: 52 ----------
02:16:15.255 - ---------- run=196, buffer_size: 53 ----------
02:16:17.399 - ---------- run=197, buffer_size: 53 ----------
