01:38:19.625 - ---------- run=0, buffer_size: 50 ----------
01:38:21.895 - ---------- run=1, buffer_size: 52 ----------
01:38:24.381 - ---------- run=2, buffer_size: 52 ----------
01:38:26.582 - ---------- run=3, buffer_size: 52 ----------
01:38:28.971 - ---------- run=4, buffer_size: 52 ----------
01:38:31.021 - ---------- run=5, buffer_size: 52 ----------
01:38:33.349 - ---------- run=6, buffer_size: 54 ----------
01:38:35.986 - ---------- run=7, buffer_size: 52 ----------
01:38:38.092 - ---------- run=8, buffer_size: 53 ----------
01:38:40.614 - ---------- run=9, buffer_size: 54 ----------
01:38:43.004 - ---------- run=10, buffer_size: 52 ----------
01:38:45.696 - ---------- run=11, buffer_size: 54 ----------
01:38:47.859 - ---------- run=12, buffer_size: 51 ----------
01:38:50.155 - ---------- run=13, buffer_size: 52 ----------
01:38:52.863 - ---------- run=14, buffer_size: 52 ----------
01:38:55.052 - ---------- run=15, buffer_size: 52 ----------
01:38:57.145 - ---------- run=16, buffer_size: 54 ----------
01:38:59.663 - ---------- run=17, buffer_size: 52 ----------
01:39:02.112 - ---------- run=18, buffer_size: 54 ----------
01:39:04.494 - ---------- run=19, buffer_size: 53 ----------
01:39:06.754 - ---------- run=20, buffer_size: 52 ----------
01:39:09.239 - ---------- run=21, buffer_size: 54 ----------
01:39:11.618 - ---------- run=22, buffer_size: 54 ----------
01:39:14.245 - ---------- run=23, buffer_size: 52 ----------
01:39:16.643 - ---------- run=24, buffer_size: 52 ----------
01:39:19.063 - ---------- run=25, buffer_size: 53 ----------
01:39:21.323 - ---------- run=26, buffer_size: 51 ----------
01:39:23.722 - ---------- run=27, buffer_size: 53 ----------
01:39:26.048 - ---------- run=28, buffer_size: 53 ----------
01:39:28.259 - ---------- run=29, buffer_size: 53 ----------
01:39:30.678 - ---------- run=30, buffer_size: 52 ----------
01:39:33.432 - ---------- run=31, buffer_size: 55 ----------
01:39:35.529 - ---------- run=32, buffer_size: 52 ----------
01:39:38.191 - ---------- run=33, buffer_size: 54 ----------
01:39:40.460 - ---------- run=34, buffer_size: 55 ----------
01:39:42.891 - ---------- run=35, buffer_size: 53 ----------
01:39:45.627 - ---------- run=36, buffer_size: 54 ----------
01:39:47.756 - ---------- run=37, buffer_size: 52 ----------
01:39:50.049 - ---------- run=38, buffer_size: 52 ----------
01:39:52.526 - ---------- run=39, buffer_size: 54 ----------
01:39:54.775 - ---------- run=40, buffer_size: 52 ----------
01:39:57.180 - ---------- run=41, buffer_size: 53 ----------
01:39:59.651 - ---------- run=42, buffer_size: 54 ----------
01:40:01.965 - ---------- run=43, buffer_size: 52 ----------
01:40:04.303 - ---------- run=44, buffer_size: 53 ----------
01:40:06.874 - ---------- run=45, buffer_size: 53 ----------
01:40:08.920 - ---------- run=46, buffer_size: 52 ----------
01:40:11.495 - ---------- run=47, buffer_size: 56 ----------
01:40:14.032 - ---------- run=48, buffer_size: 52 ----------
01:40:16.328 - ---------- run=49, buffer_size: 52 ----------
01:40:19.174 - ---------- run=50, buffer_size: 53 ----------
01:40:21.201 - ---------- run=51, buffer_size: 52 ----------
01:40:23.440 - ---------- run=52, buffer_size: 52 ----------
01:40:25.860 - ---------- run=53, buffer_size: 52 ----------
01:40:28.351 - ---------- run=54, buffer_size: 52 ----------
01:40:31.008 - ---------- run=55, buffer_size: 52 ----------
01:40:33.193 - ---------- run=56, buffer_size: 54 ----------
01:40:35.115 - ---------- run=57, buffer_size: 52 ----------
01:40:37.690 - ---------- run=58, buffer_size: 56 ----------
01:40:40.043 - ---------- run=59, buffer_size: 53 ----------
01:40:42.382 - ---------- run=60, buffer_size: 56 ----------
01:40:44.530 - ---------- run=61, buffer_size: 51 ----------
01:40:47.150 - ---------- run=62, buffer_size: 52 ----------
01:40:49.728 - ---------- run=63, buffer_size: 52 ----------
01:40:51.897 - ---------- run=64, buffer_size: 52 ----------
01:40:54.475 - ---------- run=65, buffer_size: 52 ----------
01:40:56.956 - ---------- run=66, buffer_size: 53 ----------
01:40:59.390 - ---------- run=67, buffer_size: 53 ----------
01:41:01.616 - ---------- run=68, buffer_size: 52 ----------
01:41:03.812 - ---------- run=69, buffer_size: 52 ----------
01:41:05.947 - ---------- run=70, buffer_size: 53 ----------
01:41:08.026 - ---------- run=71, buffer_size: 52 ----------
01:41:10.293 - ---------- run=72, buffer_size: 53 ----------
01:41:12.762 - ---------- run=73, buffer_size: 53 ----------
01:41:15.317 - ---------- run=74, buffer_size: 53 ----------
01:41:17.940 - ---------- run=75, buffer_size: 56 ----------
01:41:20.400 - ---------- run=76, buffer_size: 52 ----------
01:41:22.363 - ---------- run=77, buffer_size: 52 ----------
01:41:24.572 - ---------- run=78, buffer_size: 52 ----------
01:41:27.129 - ---------- run=79, buffer_size: 52 ----------
01:41:29.328 - ---------- run=80, buffer_size: 51 ----------
01:41:32.048 - ---------- run=81, buffer_size: 54 ----------
01:41:34.449 - ---------- run=82, buffer_size: 53 ----------
01:41:36.562 - ---------- run=83, buffer_size: 56 ----------
01:41:38.737 - ---------- run=84, buffer_size: 52 ----------
01:41:41.074 - ---------- run=85, buffer_size: 52 ----------
01:41:43.138 - ---------- run=86, buffer_size: 52 ----------
01:41:45.510 - ---------- run=87, buffer_size: 53 ----------
01:41:47.769 - ---------- run=88, buffer_size: 52 ----------
01:41:50.020 - ---------- run=89, buffer_size: 53 ----------
01:41:52.571 - ---------- run=90, buffer_size: 53 ----------
01:41:54.923 - ---------- run=91, buffer_size: 52 ----------
01:41:57.063 - ---------- run=92, buffer_size: 53 ----------
01:41:59.252 - ---------- run=93, buffer_size: 52 ----------
01:42:01.888 - ---------- run=94, buffer_size: 54 ----------
01:42:04.466 - ---------- run=95, buffer_size: 53 ----------
01:42:06.621 - ---------- run=96, buffer_size: 52 ----------
01:42:09.194 - ---------- run=97, buffer_size: 51 ----------
01:42:11.342 - ---------- run=98, buffer_size: 53 ----------
01:42:13.723 - ---------- run=99, buffer_size: 52 ----------
01:42:16.002 - ---------- run=100, buffer_size: 54 ----------
01:42:18.031 - ---------- run=101, buffer_size: 52 ----------
01:42:20.218 - ---------- run=102, buffer_size: 53 ----------
01:42:22.336 - ---------- run=103, buffer_size: 55 ----------
01:42:24.776 - ---------- run=104, buffer_size: 53 ----------
01:42:26.807 - ---------- run=105, buffer_size: 52 ----------
01:42:29.119 - ---------- run=106, buffer_size: 54 ----------
01:42:31.241 - ---------- run=107, buffer_size: 52 ----------
01:42:33.179 - ---------- run=108, buffer_size: 53 ----------
01:42:35.356 - ---------- run=109, buffer_size: 53 ----------
01:42:37.734 - ---------- run=110, buffer_size: 54 ----------
01:42:39.790 - ---------- run=111, buffer_size: 53 ----------
01:42:42.131 - ---------- run=112, buffer_size: 53 ----------
01:42:44.626 - ---------- run=113, buffer_size: 54 ----------
01:42:46.722 - ---------- run=114, buffer_size: 52 ----------
01:42:48.895 - ---------- run=115, buffer_size: 52 ----------
01:42:51.120 - ---------- run=116, buffer_size: 54 ----------
01:42:53.487 - ---------- run=117, buffer_size: 54 ----------
01:42:56.132 - ---------- run=118, buffer_size: 53 ----------
01:42:58.189 - ---------- run=119, buffer_size: 52 ----------
01:43:00.297 - ---------- run=120, buffer_size: 53 ----------
01:43:02.485 - ---------- run=121, buffer_size: 52 ----------
01:43:04.616 - ---------- run=122, buffer_size: 52 ----------
01:43:06.858 - ---------- run=123, buffer_size: 54 ----------
01:43:08.808 - ---------- run=124, buffer_size: 53 ----------
01:43:11.128 - ---------- run=125, buffer_size: 54 ----------
01:43:13.620 - ---------- run=126, buffer_size: 52 ----------
01:43:16.346 - ---------- run=127, buffer_size: 54 ----------
01:43:19.056 - ---------- run=128, buffer_size: 55 ----------
01:43:21.602 - ---------- run=129, buffer_size: 56 ----------
01:43:24.111 - ---------- run=130, buffer_size: 55 ----------
01:43:26.968 - ---------- run=131, buffer_size: 52 ----------
01:43:29.181 - ---------- run=132, buffer_size: 53 ----------
01:43:31.411 - ---------- run=133, buffer_size: 52 ----------
01:43:33.674 - ---------- run=134, buffer_size: 53 ----------
01:43:36.092 - ---------- run=135, buffer_size: 53 ----------
01:43:38.627 - ---------- run=136, buffer_size: 52 ----------
01:43:41.228 - ---------- run=137, buffer_size: 53 ----------
01:43:43.375 - ---------- run=138, buffer_size: 52 ----------
01:43:45.791 - ---------- run=139, buffer_size: 53 ----------
01:43:48.232 - ---------- run=140, buffer_size: 52 ----------
01:43:50.751 - ---------- run=141, buffer_size: 55 ----------
01:43:53.538 - ---------- run=142, buffer_size: 54 ----------
01:43:55.819 - ---------- run=143, buffer_size: 53 ----------
01:43:58.235 - ---------- run=144, buffer_size: 53 ----------
01:44:00.598 - ---------- run=145, buffer_size: 52 ----------
01:44:02.837 - ---------- run=146, buffer_size: 53 ----------
01:44:05.583 - ---------- run=147, buffer_size: 52 ----------
01:44:07.774 - ---------- run=148, buffer_size: 53 ----------
01:44:10.378 - ---------- run=149, buffer_size: 54 ----------
01:44:12.615 - ---------- run=150, buffer_size: 53 ----------
01:44:15.108 - ---------- run=151, buffer_size: 53 ----------
01:44:17.344 - ---------- run=152, buffer_size: 52 ----------
01:44:19.813 - ---------- run=153, buffer_size: 51 ----------
01:44:22.305 - ---------- run=154, buffer_size: 53 ----------
01:44:25.115 - ---------- run=155, buffer_size: 51 ----------
01:44:27.334 - ---------- run=156, buffer_size: 52 ----------
01:44:29.654 - ---------- run=157, buffer_size: 54 ----------
01:44:31.913 - ---------- run=158, buffer_size: 52 ----------
01:44:34.244 - ---------- run=159, buffer_size: 52 ----------
01:44:36.388 - ---------- run=160, buffer_size: 55 ----------
01:44:38.743 - ---------- run=161, buffer_size: 53 ----------
01:44:41.098 - ---------- run=162, buffer_size: 53 ----------
01:44:43.942 - ---------- run=163, buffer_size: 52 ----------
01:44:46.237 - ---------- run=164, buffer_size: 52 ----------
01:44:49.044 - ---------- run=165, buffer_size: 53 ----------
01:44:51.567 - ---------- run=166, buffer_size: 54 ----------
01:44:54.037 - ---------- run=167, buffer_size: 58 ----------
01:44:56.195 - ---------- run=168, buffer_size: 53 ----------
01:44:58.496 - ---------- run=169, buffer_size: 54 ----------
01:45:00.611 - ---------- run=170, buffer_size: 52 ----------
01:45:03.142 - ---------- run=171, buffer_size: 53 ----------
01:45:05.909 - ---------- run=172, buffer_size: 53 ----------
01:45:08.362 - ---------- run=173, buffer_size: 53 ----------
01:45:10.555 - ---------- run=174, buffer_size: 53 ----------
01:45:12.980 - ---------- run=175, buffer_size: 53 ----------
01:45:16.061 - ---------- run=176, buffer_size: 55 ----------
01:45:18.224 - ---------- run=177, buffer_size: 53 ----------
01:45:20.848 - ---------- run=178, buffer_size: 54 ----------
