21:34:52.136 - ---------- run=0, buffer_size: 51 ----------
21:34:54.997 - ---------- run=1, buffer_size: 65 ----------
21:34:57.876 - ---------- run=2, buffer_size: 70 ----------
21:35:01.447 - ---------- run=3, buffer_size: 68 ----------
21:35:04.660 - ---------- run=4, buffer_size: 69 ----------
21:35:07.729 - ---------- run=5, buffer_size: 69 ----------
21:35:10.442 - ---------- run=6, buffer_size: 61 ----------
21:35:13.360 - ---------- run=7, buffer_size: 59 ----------
21:35:16.538 - ---------- run=8, buffer_size: 71 ----------
21:35:19.598 - ---------- run=9, buffer_size: 65 ----------
21:35:22.500 - ---------- run=10, buffer_size: 66 ----------
21:35:25.525 - ---------- run=11, buffer_size: 68 ----------
21:35:27.977 - ---------- run=12, buffer_size: 64 ----------
21:35:30.875 - ---------- run=13, buffer_size: 66 ----------
21:35:33.825 - ---------- run=14, buffer_size: 66 ----------
21:35:36.973 - ---------- run=15, buffer_size: 64 ----------
21:35:39.971 - ---------- run=16, buffer_size: 67 ----------
21:35:42.679 - ---------- run=17, buffer_size: 68 ----------
21:35:45.780 - ---------- run=18, buffer_size: 68 ----------
21:35:48.476 - ---------- run=19, buffer_size: 65 ----------
21:35:51.663 - ---------- run=20, buffer_size: 65 ----------
21:35:54.502 - ---------- run=21, buffer_size: 67 ----------
21:35:57.164 - ---------- run=22, buffer_size: 64 ----------
21:36:00.398 - ---------- run=23, buffer_size: 64 ----------
21:36:03.887 - ---------- run=24, buffer_size: 69 ----------
21:36:06.838 - ---------- run=25, buffer_size: 70 ----------
21:36:10.120 - ---------- run=26, buffer_size: 67 ----------
21:36:13.464 - ---------- run=27, buffer_size: 72 ----------
21:36:16.687 - ---------- run=28, buffer_size: 69 ----------
21:36:19.488 - ---------- run=29, buffer_size: 65 ----------
21:36:22.794 - ---------- run=30, buffer_size: 69 ----------
21:36:25.798 - ---------- run=31, buffer_size: 67 ----------
21:36:28.795 - ---------- run=32, buffer_size: 67 ----------
21:36:31.654 - ---------- run=33, buffer_size: 64 ----------
21:36:34.383 - ---------- run=34, buffer_size: 63 ----------
21:36:37.579 - ---------- run=35, buffer_size: 65 ----------
21:36:40.367 - ---------- run=36, buffer_size: 65 ----------
21:36:44.089 - ---------- run=37, buffer_size: 66 ----------
21:36:47.124 - ---------- run=38, buffer_size: 64 ----------
21:36:49.906 - ---------- run=39, buffer_size: 67 ----------
21:36:53.211 - ---------- run=40, buffer_size: 70 ----------
21:36:56.647 - ---------- run=41, buffer_size: 68 ----------
21:36:59.531 - ---------- run=42, buffer_size: 64 ----------
21:37:02.234 - ---------- run=43, buffer_size: 62 ----------
21:37:05.131 - ---------- run=44, buffer_size: 71 ----------
