21:34:55.839 - ---------- run=0, buffer_size: 53 ----------
21:34:59.018 - ---------- run=1, buffer_size: 69 ----------
21:35:02.261 - ---------- run=2, buffer_size: 68 ----------
21:35:05.155 - ---------- run=3, buffer_size: 66 ----------
21:35:08.242 - ---------- run=4, buffer_size: 67 ----------
21:35:11.308 - ---------- run=5, buffer_size: 70 ----------
21:35:14.250 - ---------- run=6, buffer_size: 63 ----------
21:35:17.085 - ---------- run=7, buffer_size: 66 ----------
21:35:19.865 - ---------- run=8, buffer_size: 67 ----------
21:35:23.053 - ---------- run=9, buffer_size: 74 ----------
21:35:26.162 - ---------- run=10, buffer_size: 63 ----------
21:35:29.137 - ---------- run=11, buffer_size: 70 ----------
21:35:32.441 - ---------- run=12, buffer_size: 69 ----------
21:35:35.058 - ---------- run=13, buffer_size: 62 ----------
21:35:38.088 - ---------- run=14, buffer_size: 66 ----------
21:35:40.625 - ---------- run=15, buffer_size: 62 ----------
21:35:44.166 - ---------- run=16, buffer_size: 70 ----------
21:35:47.471 - ---------- run=17, buffer_size: 70 ----------
21:35:50.411 - ---------- run=18, buffer_size: 67 ----------
21:35:53.228 - ---------- run=19, buffer_size: 69 ----------
21:35:56.679 - ---------- run=20, buffer_size: 62 ----------
21:35:59.890 - ---------- run=21, buffer_size: 69 ----------
21:36:03.143 - ---------- run=22, buffer_size: 66 ----------
21:36:06.012 - ---------- run=23, buffer_size: 64 ----------
21:36:08.962 - ---------- run=24, buffer_size: 72 ----------
21:36:11.887 - ---------- run=25, buffer_size: 65 ----------
21:36:14.631 - ---------- run=26, buffer_size: 65 ----------
21:36:17.447 - ---------- run=27, buffer_size: 63 ----------
21:36:20.707 - ---------- run=28, buffer_size: 67 ----------
21:36:23.804 - ---------- run=29, buffer_size: 68 ----------
21:36:27.243 - ---------- run=30, buffer_size: 70 ----------
21:36:30.075 - ---------- run=31, buffer_size: 66 ----------
21:36:33.157 - ---------- run=32, buffer_size: 68 ----------
21:36:36.591 - ---------- run=33, buffer_size: 70 ----------
21:36:39.336 - ---------- run=34, buffer_size: 65 ----------
21:36:41.981 - ---------- run=35, buffer_size: 67 ----------
21:36:44.744 - ---------- run=36, buffer_size: 63 ----------
21:36:47.697 - ---------- run=37, buffer_size: 67 ----------
21:36:50.284 - ---------- run=38, buffer_size: 67 ----------
21:36:53.256 - ---------- run=39, buffer_size: 65 ----------
21:36:56.230 - ---------- run=40, buffer_size: 62 ----------
21:36:59.129 - ---------- run=41, buffer_size: 69 ----------
21:37:01.611 - ---------- run=42, buffer_size: 63 ----------
21:37:04.490 - ---------- run=43, buffer_size: 61 ----------
21:37:07.795 - ---------- run=44, buffer_size: 68 ----------
21:37:11.082 - ---------- run=45, buffer_size: 66 ----------
21:37:14.298 - ---------- run=46, buffer_size: 66 ----------
21:37:17.252 - ---------- run=47, buffer_size: 70 ----------
21:37:20.376 - ---------- run=48, buffer_size: 68 ----------
21:37:23.487 - ---------- run=49, buffer_size: 68 ----------
21:37:26.744 - ---------- run=50, buffer_size: 64 ----------
21:37:30.137 - ---------- run=51, buffer_size: 65 ----------
21:37:33.192 - ---------- run=52, buffer_size: 68 ----------
21:37:35.900 - ---------- run=53, buffer_size: 66 ----------
21:37:38.991 - ---------- run=54, buffer_size: 63 ----------
21:37:41.943 - ---------- run=55, buffer_size: 71 ----------
21:37:44.667 - ---------- run=56, buffer_size: 69 ----------
21:37:47.746 - ---------- run=57, buffer_size: 63 ----------
21:37:50.512 - ---------- run=58, buffer_size: 68 ----------
21:37:53.544 - ---------- run=59, buffer_size: 66 ----------
21:37:57.112 - ---------- run=60, buffer_size: 70 ----------
21:37:59.970 - ---------- run=61, buffer_size: 64 ----------
21:38:02.937 - ---------- run=62, buffer_size: 64 ----------
21:38:06.052 - ---------- run=63, buffer_size: 68 ----------
21:38:09.053 - ---------- run=64, buffer_size: 69 ----------
21:38:12.124 - ---------- run=65, buffer_size: 65 ----------
21:38:15.155 - ---------- run=66, buffer_size: 64 ----------
21:38:18.140 - ---------- run=67, buffer_size: 67 ----------
21:38:20.784 - ---------- run=68, buffer_size: 66 ----------
21:38:23.460 - ---------- run=69, buffer_size: 65 ----------
21:38:26.950 - ---------- run=70, buffer_size: 66 ----------
21:38:29.620 - ---------- run=71, buffer_size: 64 ----------
21:38:32.214 - ---------- run=72, buffer_size: 63 ----------
21:38:35.465 - ---------- run=73, buffer_size: 69 ----------
21:38:38.333 - ---------- run=74, buffer_size: 64 ----------
21:38:40.704 - ---------- run=75, buffer_size: 65 ----------
21:38:44.028 - ---------- run=76, buffer_size: 72 ----------
21:38:47.148 - ---------- run=77, buffer_size: 67 ----------
21:38:50.135 - ---------- run=78, buffer_size: 64 ----------
21:38:53.338 - ---------- run=79, buffer_size: 66 ----------
21:38:56.833 - ---------- run=80, buffer_size: 71 ----------
21:38:59.519 - ---------- run=81, buffer_size: 66 ----------
21:39:02.571 - ---------- run=82, buffer_size: 63 ----------
21:39:05.328 - ---------- run=83, buffer_size: 68 ----------
21:39:08.381 - ---------- run=84, buffer_size: 72 ----------
21:39:11.023 - ---------- run=85, buffer_size: 61 ----------
21:39:13.824 - ---------- run=86, buffer_size: 66 ----------
21:39:16.725 - ---------- run=87, buffer_size: 63 ----------
21:39:19.532 - ---------- run=88, buffer_size: 64 ----------
21:39:22.428 - ---------- run=89, buffer_size: 65 ----------
21:39:25.555 - ---------- run=90, buffer_size: 75 ----------
21:39:28.968 - ---------- run=91, buffer_size: 68 ----------
21:39:32.181 - ---------- run=92, buffer_size: 66 ----------
21:39:35.302 - ---------- run=93, buffer_size: 69 ----------
21:39:38.171 - ---------- run=94, buffer_size: 65 ----------
21:39:41.131 - ---------- run=95, buffer_size: 63 ----------
21:39:43.739 - ---------- run=96, buffer_size: 64 ----------
21:39:46.668 - ---------- run=97, buffer_size: 67 ----------
21:39:49.888 - ---------- run=98, buffer_size: 73 ----------
21:39:52.950 - ---------- run=99, buffer_size: 64 ----------
21:39:55.565 - ---------- run=100, buffer_size: 65 ----------
21:39:58.600 - ---------- run=101, buffer_size: 66 ----------
21:40:01.988 - ---------- run=102, buffer_size: 68 ----------
21:40:05.109 - ---------- run=103, buffer_size: 68 ----------
21:40:08.547 - ---------- run=104, buffer_size: 67 ----------
21:40:11.769 - ---------- run=105, buffer_size: 63 ----------
21:40:15.204 - ---------- run=106, buffer_size: 74 ----------
21:40:17.932 - ---------- run=107, buffer_size: 67 ----------
21:40:21.039 - ---------- run=108, buffer_size: 66 ----------
21:40:23.939 - ---------- run=109, buffer_size: 65 ----------
21:40:26.750 - ---------- run=110, buffer_size: 66 ----------
21:40:29.905 - ---------- run=111, buffer_size: 67 ----------
21:40:33.050 - ---------- run=112, buffer_size: 69 ----------
21:40:36.222 - ---------- run=113, buffer_size: 64 ----------
21:40:39.302 - ---------- run=114, buffer_size: 71 ----------
21:40:41.985 - ---------- run=115, buffer_size: 65 ----------
21:40:44.976 - ---------- run=116, buffer_size: 67 ----------
21:40:48.114 - ---------- run=117, buffer_size: 63 ----------
21:40:51.460 - ---------- run=118, buffer_size: 67 ----------
21:40:54.462 - ---------- run=119, buffer_size: 70 ----------
21:40:57.362 - ---------- run=120, buffer_size: 68 ----------
21:41:00.176 - ---------- run=121, buffer_size: 65 ----------
21:41:03.364 - ---------- run=122, buffer_size: 67 ----------
21:41:06.621 - ---------- run=123, buffer_size: 69 ----------
21:41:09.531 - ---------- run=124, buffer_size: 65 ----------
21:41:12.421 - ---------- run=125, buffer_size: 70 ----------
21:41:15.269 - ---------- run=126, buffer_size: 69 ----------
21:41:18.397 - ---------- run=127, buffer_size: 65 ----------
21:41:21.113 - ---------- run=128, buffer_size: 66 ----------
21:41:24.421 - ---------- run=129, buffer_size: 68 ----------
21:41:27.304 - ---------- run=130, buffer_size: 66 ----------
21:41:30.116 - ---------- run=131, buffer_size: 63 ----------
21:41:33.384 - ---------- run=132, buffer_size: 65 ----------
21:41:36.062 - ---------- run=133, buffer_size: 70 ----------
21:41:38.888 - ---------- run=134, buffer_size: 66 ----------
21:41:41.907 - ---------- run=135, buffer_size: 70 ----------
21:41:45.059 - ---------- run=136, buffer_size: 65 ----------
21:41:47.809 - ---------- run=137, buffer_size: 65 ----------
21:41:51.186 - ---------- run=138, buffer_size: 65 ----------
21:41:54.402 - ---------- run=139, buffer_size: 65 ----------
21:41:57.221 - ---------- run=140, buffer_size: 69 ----------
21:42:00.437 - ---------- run=141, buffer_size: 64 ----------
21:42:03.442 - ---------- run=142, buffer_size: 70 ----------
21:42:06.113 - ---------- run=143, buffer_size: 66 ----------
21:42:09.542 - ---------- run=144, buffer_size: 70 ----------
21:42:13.007 - ---------- run=145, buffer_size: 71 ----------
21:42:15.617 - ---------- run=146, buffer_size: 66 ----------
21:42:18.404 - ---------- run=147, buffer_size: 64 ----------
21:42:21.662 - ---------- run=148, buffer_size: 63 ----------
21:42:24.473 - ---------- run=149, buffer_size: 67 ----------
21:42:27.542 - ---------- run=150, buffer_size: 67 ----------
21:42:30.531 - ---------- run=151, buffer_size: 65 ----------
21:42:34.023 - ---------- run=152, buffer_size: 66 ----------
21:42:36.862 - ---------- run=153, buffer_size: 63 ----------
21:42:39.407 - ---------- run=154, buffer_size: 65 ----------
21:42:42.222 - ---------- run=155, buffer_size: 64 ----------
21:42:45.281 - ---------- run=156, buffer_size: 65 ----------
21:42:49.002 - ---------- run=157, buffer_size: 76 ----------
21:42:51.853 - ---------- run=158, buffer_size: 64 ----------
21:42:54.403 - ---------- run=159, buffer_size: 65 ----------
21:42:57.384 - ---------- run=160, buffer_size: 66 ----------
21:43:00.212 - ---------- run=161, buffer_size: 65 ----------
21:43:02.729 - ---------- run=162, buffer_size: 64 ----------
21:43:05.988 - ---------- run=163, buffer_size: 71 ----------
21:43:08.882 - ---------- run=164, buffer_size: 69 ----------
21:43:11.569 - ---------- run=165, buffer_size: 62 ----------
21:43:14.542 - ---------- run=166, buffer_size: 66 ----------
21:43:17.552 - ---------- run=167, buffer_size: 68 ----------
21:43:21.259 - ---------- run=168, buffer_size: 70 ----------
21:43:24.792 - ---------- run=169, buffer_size: 64 ----------
21:43:27.601 - ---------- run=170, buffer_size: 67 ----------
21:43:31.094 - ---------- run=171, buffer_size: 70 ----------
21:43:34.070 - ---------- run=172, buffer_size: 63 ----------
21:43:36.778 - ---------- run=173, buffer_size: 64 ----------
21:43:39.612 - ---------- run=174, buffer_size: 66 ----------
21:43:42.436 - ---------- run=175, buffer_size: 62 ----------
21:43:45.344 - ---------- run=176, buffer_size: 67 ----------
21:43:48.189 - ---------- run=177, buffer_size: 64 ----------
21:43:51.540 - ---------- run=178, buffer_size: 69 ----------
21:43:54.135 - ---------- run=179, buffer_size: 67 ----------
21:43:57.145 - ---------- run=180, buffer_size: 66 ----------
21:43:59.930 - ---------- run=181, buffer_size: 64 ----------
21:44:02.931 - ---------- run=182, buffer_size: 66 ----------
21:44:05.698 - ---------- run=183, buffer_size: 65 ----------
21:44:08.353 - ---------- run=184, buffer_size: 65 ----------
21:44:11.465 - ---------- run=185, buffer_size: 67 ----------
21:44:13.969 - ---------- run=186, buffer_size: 59 ----------
21:44:16.802 - ---------- run=187, buffer_size: 66 ----------
21:44:19.604 - ---------- run=188, buffer_size: 65 ----------
21:44:22.465 - ---------- run=189, buffer_size: 67 ----------
21:44:25.904 - ---------- run=190, buffer_size: 68 ----------
21:44:29.214 - ---------- run=191, buffer_size: 68 ----------
21:44:32.109 - ---------- run=192, buffer_size: 68 ----------
21:44:35.081 - ---------- run=193, buffer_size: 67 ----------
21:44:38.350 - ---------- run=194, buffer_size: 70 ----------
21:44:41.713 - ---------- run=195, buffer_size: 68 ----------
21:44:44.674 - ---------- run=196, buffer_size: 71 ----------
21:44:48.071 - ---------- run=197, buffer_size: 70 ----------
21:44:51.081 - ---------- run=198, buffer_size: 65 ----------
21:44:53.811 - ---------- run=199, buffer_size: 67 ----------
21:44:57.084 - ---------- run=200, buffer_size: 68 ----------
21:44:59.898 - ---------- run=201, buffer_size: 64 ----------
21:45:02.668 - ---------- run=202, buffer_size: 64 ----------
21:45:05.938 - ---------- run=203, buffer_size: 66 ----------
21:45:08.935 - ---------- run=204, buffer_size: 65 ----------
21:45:11.678 - ---------- run=205, buffer_size: 66 ----------
21:45:14.271 - ---------- run=206, buffer_size: 63 ----------
21:45:17.576 - ---------- run=207, buffer_size: 67 ----------
21:45:20.477 - ---------- run=208, buffer_size: 64 ----------
21:45:23.472 - ---------- run=209, buffer_size: 62 ----------
21:45:26.584 - ---------- run=210, buffer_size: 69 ----------
21:45:29.586 - ---------- run=211, buffer_size: 69 ----------
21:45:32.300 - ---------- run=212, buffer_size: 64 ----------
21:45:35.275 - ---------- run=213, buffer_size: 67 ----------
21:45:38.377 - ---------- run=214, buffer_size: 68 ----------
21:45:41.170 - ---------- run=215, buffer_size: 65 ----------
21:45:44.325 - ---------- run=216, buffer_size: 65 ----------
21:45:47.692 - ---------- run=217, buffer_size: 67 ----------
21:45:50.999 - ---------- run=218, buffer_size: 69 ----------
21:45:53.903 - ---------- run=219, buffer_size: 64 ----------
21:45:56.744 - ---------- run=220, buffer_size: 67 ----------
21:45:59.817 - ---------- run=221, buffer_size: 66 ----------
21:46:02.366 - ---------- run=222, buffer_size: 67 ----------
21:46:04.936 - ---------- run=223, buffer_size: 62 ----------
21:46:07.570 - ---------- run=224, buffer_size: 66 ----------
21:46:10.937 - ---------- run=225, buffer_size: 67 ----------
21:46:13.936 - ---------- run=226, buffer_size: 68 ----------
21:46:16.941 - ---------- run=227, buffer_size: 68 ----------
21:46:19.745 - ---------- run=228, buffer_size: 66 ----------
21:46:22.554 - ---------- run=229, buffer_size: 69 ----------
21:46:25.765 - ---------- run=230, buffer_size: 70 ----------
21:46:28.864 - ---------- run=231, buffer_size: 63 ----------
21:46:32.277 - ---------- run=232, buffer_size: 65 ----------
21:46:35.826 - ---------- run=233, buffer_size: 74 ----------
21:46:38.735 - ---------- run=234, buffer_size: 62 ----------
21:46:41.378 - ---------- run=235, buffer_size: 64 ----------
21:46:44.390 - ---------- run=236, buffer_size: 64 ----------
21:46:47.617 - ---------- run=237, buffer_size: 69 ----------
21:46:49.879 - ---------- run=238, buffer_size: 61 ----------
21:46:52.590 - ---------- run=239, buffer_size: 65 ----------
21:46:55.884 - ---------- run=240, buffer_size: 71 ----------
21:46:59.246 - ---------- run=241, buffer_size: 73 ----------
21:47:02.102 - ---------- run=242, buffer_size: 69 ----------
21:47:05.495 - ---------- run=243, buffer_size: 68 ----------
21:47:08.032 - ---------- run=244, buffer_size: 64 ----------
21:47:10.921 - ---------- run=245, buffer_size: 63 ----------
21:47:14.248 - ---------- run=246, buffer_size: 67 ----------
21:47:17.338 - ---------- run=247, buffer_size: 69 ----------
21:47:20.631 - ---------- run=248, buffer_size: 66 ----------
21:47:23.268 - ---------- run=249, buffer_size: 61 ----------
21:47:26.291 - ---------- run=250, buffer_size: 64 ----------
21:47:29.149 - ---------- run=251, buffer_size: 68 ----------
21:47:32.140 - ---------- run=252, buffer_size: 66 ----------
21:47:35.551 - ---------- run=253, buffer_size: 71 ----------
21:47:38.737 - ---------- run=254, buffer_size: 66 ----------
21:47:41.648 - ---------- run=255, buffer_size: 72 ----------
21:47:44.789 - ---------- run=256, buffer_size: 65 ----------
21:47:47.490 - ---------- run=257, buffer_size: 66 ----------
21:47:50.128 - ---------- run=258, buffer_size: 68 ----------
21:47:52.642 - ---------- run=259, buffer_size: 68 ----------
21:47:55.799 - ---------- run=260, buffer_size: 70 ----------
21:47:59.316 - ---------- run=261, buffer_size: 66 ----------
21:48:02.201 - ---------- run=262, buffer_size: 64 ----------
21:48:05.142 - ---------- run=263, buffer_size: 65 ----------
21:48:08.172 - ---------- run=264, buffer_size: 66 ----------
21:48:11.266 - ---------- run=265, buffer_size: 68 ----------
21:48:14.261 - ---------- run=266, buffer_size: 63 ----------
21:48:17.047 - ---------- run=267, buffer_size: 63 ----------
21:48:20.769 - ---------- run=268, buffer_size: 71 ----------
21:48:23.439 - ---------- run=269, buffer_size: 63 ----------
21:48:26.596 - ---------- run=270, buffer_size: 66 ----------
21:48:29.603 - ---------- run=271, buffer_size: 69 ----------
21:48:32.414 - ---------- run=272, buffer_size: 63 ----------
21:48:35.448 - ---------- run=273, buffer_size: 66 ----------
21:48:38.160 - ---------- run=274, buffer_size: 64 ----------
21:48:41.287 - ---------- run=275, buffer_size: 69 ----------
21:48:44.200 - ---------- run=276, buffer_size: 70 ----------
21:48:47.215 - ---------- run=277, buffer_size: 69 ----------
21:48:50.035 - ---------- run=278, buffer_size: 63 ----------
21:48:52.340 - ---------- run=279, buffer_size: 61 ----------
21:48:55.692 - ---------- run=280, buffer_size: 69 ----------
21:48:58.777 - ---------- run=281, buffer_size: 67 ----------
21:49:01.356 - ---------- run=282, buffer_size: 59 ----------
21:49:03.748 - ---------- run=283, buffer_size: 60 ----------
21:49:06.488 - ---------- run=284, buffer_size: 68 ----------
21:49:09.648 - ---------- run=285, buffer_size: 65 ----------
21:49:12.637 - ---------- run=286, buffer_size: 66 ----------
21:49:15.515 - ---------- run=287, buffer_size: 63 ----------
21:49:19.021 - ---------- run=288, buffer_size: 70 ----------
21:49:22.173 - ---------- run=289, buffer_size: 66 ----------
21:49:24.883 - ---------- run=290, buffer_size: 66 ----------
21:49:28.228 - ---------- run=291, buffer_size: 65 ----------
21:49:31.209 - ---------- run=292, buffer_size: 68 ----------
21:49:33.828 - ---------- run=293, buffer_size: 61 ----------
21:49:36.425 - ---------- run=294, buffer_size: 68 ----------
21:49:39.410 - ---------- run=295, buffer_size: 66 ----------
21:49:42.530 - ---------- run=296, buffer_size: 64 ----------
21:49:45.234 - ---------- run=297, buffer_size: 63 ----------
21:49:49.160 - ---------- run=298, buffer_size: 68 ----------
21:49:52.416 - ---------- run=299, buffer_size: 67 ----------
21:49:55.096 - ---------- run=300, buffer_size: 67 ----------
21:49:57.714 - ---------- run=301, buffer_size: 63 ----------
21:50:00.518 - ---------- run=302, buffer_size: 69 ----------
21:50:03.232 - ---------- run=303, buffer_size: 61 ----------
21:50:06.036 - ---------- run=304, buffer_size: 66 ----------
21:50:08.663 - ---------- run=305, buffer_size: 67 ----------
21:50:11.814 - ---------- run=306, buffer_size: 69 ----------
21:50:14.923 - ---------- run=307, buffer_size: 67 ----------
21:50:18.062 - ---------- run=308, buffer_size: 66 ----------
21:50:20.734 - ---------- run=309, buffer_size: 66 ----------
21:50:23.844 - ---------- run=310, buffer_size: 68 ----------
21:50:27.012 - ---------- run=311, buffer_size: 67 ----------
21:50:30.246 - ---------- run=312, buffer_size: 64 ----------
21:50:33.565 - ---------- run=313, buffer_size: 65 ----------
21:50:36.061 - ---------- run=314, buffer_size: 64 ----------
21:50:39.435 - ---------- run=315, buffer_size: 72 ----------
21:50:41.872 - ---------- run=316, buffer_size: 65 ----------
21:50:44.798 - ---------- run=317, buffer_size: 67 ----------
21:50:47.742 - ---------- run=318, buffer_size: 64 ----------
21:50:50.948 - ---------- run=319, buffer_size: 70 ----------
21:50:54.090 - ---------- run=320, buffer_size: 67 ----------
21:50:56.989 - ---------- run=321, buffer_size: 68 ----------
21:50:59.801 - ---------- run=322, buffer_size: 65 ----------
21:51:02.628 - ---------- run=323, buffer_size: 66 ----------
21:51:05.331 - ---------- run=324, buffer_size: 66 ----------
21:51:08.129 - ---------- run=325, buffer_size: 64 ----------
21:51:10.913 - ---------- run=326, buffer_size: 68 ----------
21:51:13.874 - ---------- run=327, buffer_size: 68 ----------
21:51:16.925 - ---------- run=328, buffer_size: 70 ----------
21:51:20.007 - ---------- run=329, buffer_size: 66 ----------
21:51:22.716 - ---------- run=330, buffer_size: 64 ----------
21:51:25.766 - ---------- run=331, buffer_size: 68 ----------
21:51:28.245 - ---------- run=332, buffer_size: 63 ----------
21:51:31.448 - ---------- run=333, buffer_size: 63 ----------
21:51:34.480 - ---------- run=334, buffer_size: 63 ----------
21:51:37.769 - ---------- run=335, buffer_size: 70 ----------
21:51:40.380 - ---------- run=336, buffer_size: 68 ----------
21:51:43.098 - ---------- run=337, buffer_size: 61 ----------
21:51:46.868 - ---------- run=338, buffer_size: 69 ----------
21:51:49.904 - ---------- run=339, buffer_size: 67 ----------
21:51:52.853 - ---------- run=340, buffer_size: 63 ----------
21:51:55.687 - ---------- run=341, buffer_size: 63 ----------
21:51:58.543 - ---------- run=342, buffer_size: 66 ----------
21:52:01.276 - ---------- run=343, buffer_size: 66 ----------
21:52:04.167 - ---------- run=344, buffer_size: 70 ----------
21:52:07.433 - ---------- run=345, buffer_size: 67 ----------
21:52:10.401 - ---------- run=346, buffer_size: 68 ----------
21:52:13.320 - ---------- run=347, buffer_size: 67 ----------
21:52:16.436 - ---------- run=348, buffer_size: 69 ----------
21:52:19.322 - ---------- run=349, buffer_size: 67 ----------
21:52:22.346 - ---------- run=350, buffer_size: 63 ----------
21:52:25.260 - ---------- run=351, buffer_size: 72 ----------
21:52:28.038 - ---------- run=352, buffer_size: 63 ----------
21:52:30.583 - ---------- run=353, buffer_size: 64 ----------
21:52:33.425 - ---------- run=354, buffer_size: 65 ----------
21:52:36.574 - ---------- run=355, buffer_size: 65 ----------
21:52:40.021 - ---------- run=356, buffer_size: 70 ----------
21:52:42.902 - ---------- run=357, buffer_size: 64 ----------
21:52:45.757 - ---------- run=358, buffer_size: 66 ----------
21:52:48.416 - ---------- run=359, buffer_size: 61 ----------
21:52:51.797 - ---------- run=360, buffer_size: 65 ----------
21:52:54.780 - ---------- run=361, buffer_size: 66 ----------
21:52:57.911 - ---------- run=362, buffer_size: 66 ----------
21:53:00.956 - ---------- run=363, buffer_size: 69 ----------
21:53:04.000 - ---------- run=364, buffer_size: 64 ----------
21:53:07.367 - ---------- run=365, buffer_size: 72 ----------
21:53:10.714 - ---------- run=366, buffer_size: 63 ----------
21:53:13.471 - ---------- run=367, buffer_size: 63 ----------
21:53:16.569 - ---------- run=368, buffer_size: 67 ----------
21:53:19.871 - ---------- run=369, buffer_size: 69 ----------
21:53:22.970 - ---------- run=370, buffer_size: 64 ----------
21:53:26.145 - ---------- run=371, buffer_size: 67 ----------
21:53:29.151 - ---------- run=372, buffer_size: 67 ----------
21:53:32.285 - ---------- run=373, buffer_size: 71 ----------
21:53:34.988 - ---------- run=374, buffer_size: 63 ----------
21:53:37.765 - ---------- run=375, buffer_size: 66 ----------
21:53:41.008 - ---------- run=376, buffer_size: 74 ----------
21:53:44.519 - ---------- run=377, buffer_size: 68 ----------
21:53:47.613 - ---------- run=378, buffer_size: 65 ----------
21:53:50.691 - ---------- run=379, buffer_size: 68 ----------
21:53:53.365 - ---------- run=380, buffer_size: 63 ----------
21:53:56.255 - ---------- run=381, buffer_size: 62 ----------
21:53:59.155 - ---------- run=382, buffer_size: 72 ----------
21:54:02.024 - ---------- run=383, buffer_size: 67 ----------
21:54:05.274 - ---------- run=384, buffer_size: 70 ----------
21:54:08.075 - ---------- run=385, buffer_size: 64 ----------
21:54:11.182 - ---------- run=386, buffer_size: 65 ----------
21:54:14.381 - ---------- run=387, buffer_size: 68 ----------
21:54:17.444 - ---------- run=388, buffer_size: 70 ----------
21:54:20.418 - ---------- run=389, buffer_size: 66 ----------
21:54:23.102 - ---------- run=390, buffer_size: 67 ----------
21:54:26.675 - ---------- run=391, buffer_size: 71 ----------
21:54:29.655 - ---------- run=392, buffer_size: 66 ----------
21:54:32.565 - ---------- run=393, buffer_size: 62 ----------
21:54:36.185 - ---------- run=394, buffer_size: 64 ----------
21:54:39.033 - ---------- run=395, buffer_size: 62 ----------
21:54:41.985 - ---------- run=396, buffer_size: 72 ----------
21:54:44.812 - ---------- run=397, buffer_size: 64 ----------
21:54:47.917 - ---------- run=398, buffer_size: 66 ----------
21:54:50.675 - ---------- run=399, buffer_size: 68 ----------
21:54:53.424 - ---------- run=400, buffer_size: 66 ----------
