23:55:49.176 - ---------- run=0, buffer_size: 50 ----------
23:55:52.567 - ---------- run=1, buffer_size: 67 ----------
23:55:55.541 - ---------- run=2, buffer_size: 67 ----------
23:55:58.651 - ---------- run=3, buffer_size: 76 ----------
23:56:02.081 - ---------- run=4, buffer_size: 70 ----------
23:56:05.161 - ---------- run=5, buffer_size: 68 ----------
23:56:08.465 - ---------- run=6, buffer_size: 69 ----------
23:56:11.723 - ---------- run=7, buffer_size: 66 ----------
23:56:14.401 - ---------- run=8, buffer_size: 62 ----------
23:56:17.144 - ---------- run=9, buffer_size: 63 ----------
23:56:20.536 - ---------- run=10, buffer_size: 66 ----------
23:56:23.302 - ---------- run=11, buffer_size: 67 ----------
23:56:26.703 - ---------- run=12, buffer_size: 71 ----------
23:56:29.463 - ---------- run=13, buffer_size: 68 ----------
23:56:32.459 - ---------- run=14, buffer_size: 67 ----------
23:56:35.617 - ---------- run=15, buffer_size: 72 ----------
23:56:38.653 - ---------- run=16, buffer_size: 68 ----------
23:56:41.430 - ---------- run=17, buffer_size: 68 ----------
23:56:44.337 - ---------- run=18, buffer_size: 62 ----------
23:56:46.880 - ---------- run=19, buffer_size: 66 ----------
23:56:49.682 - ---------- run=20, buffer_size: 65 ----------
23:56:52.455 - ---------- run=21, buffer_size: 65 ----------
23:56:55.296 - ---------- run=22, buffer_size: 64 ----------
23:56:58.073 - ---------- run=23, buffer_size: 64 ----------
23:57:01.041 - ---------- run=24, buffer_size: 66 ----------
23:57:03.675 - ---------- run=25, buffer_size: 67 ----------
23:57:06.286 - ---------- run=26, buffer_size: 65 ----------
23:57:08.890 - ---------- run=27, buffer_size: 62 ----------
23:57:11.922 - ---------- run=28, buffer_size: 67 ----------
23:57:14.702 - ---------- run=29, buffer_size: 67 ----------
23:57:17.743 - ---------- run=30, buffer_size: 68 ----------
23:57:20.422 - ---------- run=31, buffer_size: 67 ----------
23:57:22.917 - ---------- run=32, buffer_size: 66 ----------
23:57:25.808 - ---------- run=33, buffer_size: 69 ----------
23:57:28.959 - ---------- run=34, buffer_size: 68 ----------
23:57:31.749 - ---------- run=35, buffer_size: 66 ----------
23:57:34.420 - ---------- run=36, buffer_size: 62 ----------
23:57:37.232 - ---------- run=37, buffer_size: 68 ----------
23:57:39.757 - ---------- run=38, buffer_size: 63 ----------
23:57:43.209 - ---------- run=39, buffer_size: 68 ----------
23:57:45.972 - ---------- run=40, buffer_size: 68 ----------
23:57:49.041 - ---------- run=41, buffer_size: 70 ----------
23:57:51.857 - ---------- run=42, buffer_size: 71 ----------
23:57:54.784 - ---------- run=43, buffer_size: 63 ----------
23:57:57.650 - ---------- run=44, buffer_size: 70 ----------
23:58:01.058 - ---------- run=45, buffer_size: 69 ----------
23:58:03.882 - ---------- run=46, buffer_size: 63 ----------
23:58:06.606 - ---------- run=47, buffer_size: 64 ----------
23:58:09.313 - ---------- run=48, buffer_size: 64 ----------
23:58:12.352 - ---------- run=49, buffer_size: 67 ----------
23:58:15.155 - ---------- run=50, buffer_size: 65 ----------
23:58:18.450 - ---------- run=51, buffer_size: 68 ----------
23:58:20.894 - ---------- run=52, buffer_size: 65 ----------
23:58:23.490 - ---------- run=53, buffer_size: 65 ----------
23:58:26.806 - ---------- run=54, buffer_size: 69 ----------
23:58:29.870 - ---------- run=55, buffer_size: 73 ----------
23:58:32.922 - ---------- run=56, buffer_size: 67 ----------
23:58:36.244 - ---------- run=57, buffer_size: 71 ----------
23:58:39.193 - ---------- run=58, buffer_size: 64 ----------
23:58:41.740 - ---------- run=59, buffer_size: 65 ----------
23:58:44.727 - ---------- run=60, buffer_size: 65 ----------
23:58:47.750 - ---------- run=61, buffer_size: 68 ----------
23:58:50.568 - ---------- run=62, buffer_size: 65 ----------
23:58:53.558 - ---------- run=63, buffer_size: 67 ----------
23:58:56.651 - ---------- run=64, buffer_size: 63 ----------
23:58:59.762 - ---------- run=65, buffer_size: 63 ----------
23:59:02.523 - ---------- run=66, buffer_size: 62 ----------
23:59:05.202 - ---------- run=67, buffer_size: 68 ----------
23:59:08.555 - ---------- run=68, buffer_size: 68 ----------
23:59:11.439 - ---------- run=69, buffer_size: 65 ----------
23:59:14.309 - ---------- run=70, buffer_size: 68 ----------
23:59:17.016 - ---------- run=71, buffer_size: 66 ----------
23:59:20.069 - ---------- run=72, buffer_size: 66 ----------
23:59:22.972 - ---------- run=73, buffer_size: 69 ----------
23:59:26.343 - ---------- run=74, buffer_size: 68 ----------
23:59:29.259 - ---------- run=75, buffer_size: 66 ----------
23:59:32.631 - ---------- run=76, buffer_size: 67 ----------
23:59:36.165 - ---------- run=77, buffer_size: 63 ----------
23:59:39.134 - ---------- run=78, buffer_size: 64 ----------
23:59:42.374 - ---------- run=79, buffer_size: 72 ----------
23:59:45.149 - ---------- run=80, buffer_size: 68 ----------
23:59:48.235 - ---------- run=81, buffer_size: 70 ----------
23:59:51.347 - ---------- run=82, buffer_size: 71 ----------
23:59:53.964 - ---------- run=83, buffer_size: 68 ----------
23:59:56.942 - ---------- run=84, buffer_size: 65 ----------
23:59:59.794 - ---------- run=85, buffer_size: 70 ----------
00:00:02.507 - ---------- run=86, buffer_size: 68 ----------
00:00:05.682 - ---------- run=87, buffer_size: 68 ----------
00:00:08.448 - ---------- run=88, buffer_size: 63 ----------
00:00:11.630 - ---------- run=89, buffer_size: 62 ----------
00:00:14.464 - ---------- run=90, buffer_size: 70 ----------
00:00:17.859 - ---------- run=91, buffer_size: 65 ----------
00:00:21.027 - ---------- run=92, buffer_size: 71 ----------
00:00:23.966 - ---------- run=93, buffer_size: 63 ----------
00:00:26.771 - ---------- run=94, buffer_size: 63 ----------
00:00:29.637 - ---------- run=95, buffer_size: 69 ----------
00:00:32.428 - ---------- run=96, buffer_size: 68 ----------
00:00:36.179 - ---------- run=97, buffer_size: 67 ----------
00:00:38.839 - ---------- run=98, buffer_size: 66 ----------
00:00:41.939 - ---------- run=99, buffer_size: 65 ----------
00:00:44.835 - ---------- run=100, buffer_size: 69 ----------
00:00:48.287 - ---------- run=101, buffer_size: 69 ----------
00:00:51.411 - ---------- run=102, buffer_size: 69 ----------
00:00:54.262 - ---------- run=103, buffer_size: 63 ----------
00:00:57.105 - ---------- run=104, buffer_size: 66 ----------
00:00:59.992 - ---------- run=105, buffer_size: 66 ----------
00:01:02.898 - ---------- run=106, buffer_size: 66 ----------
00:01:05.717 - ---------- run=107, buffer_size: 67 ----------
00:01:08.949 - ---------- run=108, buffer_size: 70 ----------
00:01:11.727 - ---------- run=109, buffer_size: 69 ----------
00:01:14.802 - ---------- run=110, buffer_size: 69 ----------
00:01:17.782 - ---------- run=111, buffer_size: 68 ----------
00:01:20.480 - ---------- run=112, buffer_size: 68 ----------
00:01:23.228 - ---------- run=113, buffer_size: 66 ----------
00:01:26.438 - ---------- run=114, buffer_size: 69 ----------
00:01:29.250 - ---------- run=115, buffer_size: 64 ----------
00:01:32.193 - ---------- run=116, buffer_size: 65 ----------
00:01:34.898 - ---------- run=117, buffer_size: 70 ----------
00:01:37.868 - ---------- run=118, buffer_size: 64 ----------
00:01:40.813 - ---------- run=119, buffer_size: 67 ----------
00:01:43.674 - ---------- run=120, buffer_size: 67 ----------
00:01:46.646 - ---------- run=121, buffer_size: 62 ----------
00:01:49.163 - ---------- run=122, buffer_size: 63 ----------
00:01:52.453 - ---------- run=123, buffer_size: 65 ----------
00:01:55.531 - ---------- run=124, buffer_size: 64 ----------
00:01:58.434 - ---------- run=125, buffer_size: 65 ----------
00:02:01.814 - ---------- run=126, buffer_size: 69 ----------
00:02:04.783 - ---------- run=127, buffer_size: 71 ----------
00:02:07.491 - ---------- run=128, buffer_size: 65 ----------
00:02:10.645 - ---------- run=129, buffer_size: 67 ----------
00:02:13.451 - ---------- run=130, buffer_size: 62 ----------
00:02:16.650 - ---------- run=131, buffer_size: 66 ----------
00:02:19.485 - ---------- run=132, buffer_size: 67 ----------
00:02:22.302 - ---------- run=133, buffer_size: 66 ----------
00:02:25.130 - ---------- run=134, buffer_size: 63 ----------
00:02:28.676 - ---------- run=135, buffer_size: 68 ----------
00:02:31.879 - ---------- run=136, buffer_size: 66 ----------
00:02:34.594 - ---------- run=137, buffer_size: 72 ----------
00:02:37.666 - ---------- run=138, buffer_size: 74 ----------
00:02:40.518 - ---------- run=139, buffer_size: 65 ----------
00:02:43.605 - ---------- run=140, buffer_size: 70 ----------
00:02:46.299 - ---------- run=141, buffer_size: 64 ----------
00:02:49.641 - ---------- run=142, buffer_size: 68 ----------
00:02:52.443 - ---------- run=143, buffer_size: 66 ----------
00:02:55.569 - ---------- run=144, buffer_size: 70 ----------
00:02:58.651 - ---------- run=145, buffer_size: 70 ----------
00:03:01.290 - ---------- run=146, buffer_size: 65 ----------
00:03:04.222 - ---------- run=147, buffer_size: 64 ----------
00:03:07.334 - ---------- run=148, buffer_size: 65 ----------
00:03:10.075 - ---------- run=149, buffer_size: 65 ----------
00:03:13.170 - ---------- run=150, buffer_size: 68 ----------
00:03:16.398 - ---------- run=151, buffer_size: 67 ----------
00:03:19.639 - ---------- run=152, buffer_size: 66 ----------
00:03:22.670 - ---------- run=153, buffer_size: 64 ----------
00:03:25.283 - ---------- run=154, buffer_size: 64 ----------
00:03:28.158 - ---------- run=155, buffer_size: 71 ----------
00:03:31.110 - ---------- run=156, buffer_size: 66 ----------
00:03:34.190 - ---------- run=157, buffer_size: 67 ----------
00:03:36.977 - ---------- run=158, buffer_size: 66 ----------
00:03:39.870 - ---------- run=159, buffer_size: 69 ----------
00:03:42.501 - ---------- run=160, buffer_size: 66 ----------
00:03:45.432 - ---------- run=161, buffer_size: 67 ----------
00:03:48.362 - ---------- run=162, buffer_size: 62 ----------
00:03:51.256 - ---------- run=163, buffer_size: 62 ----------
00:03:54.419 - ---------- run=164, buffer_size: 64 ----------
00:03:57.286 - ---------- run=165, buffer_size: 64 ----------
00:04:00.315 - ---------- run=166, buffer_size: 69 ----------
00:04:02.808 - ---------- run=167, buffer_size: 62 ----------
00:04:05.760 - ---------- run=168, buffer_size: 68 ----------
00:04:08.580 - ---------- run=169, buffer_size: 66 ----------
00:04:11.383 - ---------- run=170, buffer_size: 64 ----------
00:04:14.142 - ---------- run=171, buffer_size: 67 ----------
00:04:16.827 - ---------- run=172, buffer_size: 68 ----------
00:04:19.528 - ---------- run=173, buffer_size: 65 ----------
00:04:22.313 - ---------- run=174, buffer_size: 67 ----------
00:04:25.377 - ---------- run=175, buffer_size: 70 ----------
00:04:28.807 - ---------- run=176, buffer_size: 68 ----------
00:04:31.411 - ---------- run=177, buffer_size: 68 ----------
00:04:34.024 - ---------- run=178, buffer_size: 63 ----------
00:04:36.651 - ---------- run=179, buffer_size: 67 ----------
00:04:39.174 - ---------- run=180, buffer_size: 62 ----------
00:04:41.973 - ---------- run=181, buffer_size: 69 ----------
00:04:45.029 - ---------- run=182, buffer_size: 62 ----------
00:04:47.882 - ---------- run=183, buffer_size: 62 ----------
00:04:50.775 - ---------- run=184, buffer_size: 70 ----------
00:04:53.524 - ---------- run=185, buffer_size: 66 ----------
00:04:56.404 - ---------- run=186, buffer_size: 68 ----------
00:04:59.030 - ---------- run=187, buffer_size: 65 ----------
00:05:01.962 - ---------- run=188, buffer_size: 65 ----------
00:05:04.809 - ---------- run=189, buffer_size: 71 ----------
00:05:08.119 - ---------- run=190, buffer_size: 67 ----------
00:05:10.937 - ---------- run=191, buffer_size: 66 ----------
00:05:13.490 - ---------- run=192, buffer_size: 62 ----------
00:05:16.802 - ---------- run=193, buffer_size: 64 ----------
00:05:19.820 - ---------- run=194, buffer_size: 64 ----------
00:05:22.796 - ---------- run=195, buffer_size: 65 ----------
00:05:25.989 - ---------- run=196, buffer_size: 69 ----------
00:05:29.271 - ---------- run=197, buffer_size: 66 ----------
00:05:31.668 - ---------- run=198, buffer_size: 63 ----------
00:05:34.527 - ---------- run=199, buffer_size: 66 ----------
00:05:37.585 - ---------- run=200, buffer_size: 64 ----------
00:05:40.745 - ---------- run=201, buffer_size: 66 ----------
00:05:44.014 - ---------- run=202, buffer_size: 69 ----------
00:05:46.632 - ---------- run=203, buffer_size: 65 ----------
00:05:49.500 - ---------- run=204, buffer_size: 67 ----------
00:05:52.328 - ---------- run=205, buffer_size: 66 ----------
00:05:55.584 - ---------- run=206, buffer_size: 72 ----------
00:05:58.430 - ---------- run=207, buffer_size: 69 ----------
00:06:01.527 - ---------- run=208, buffer_size: 68 ----------
