23:05:31.370 - ---------- run=0, buffer_size: 50 ----------
23:05:34.053 - ---------- run=1, buffer_size: 53 ----------
23:05:36.424 - ---------- run=2, buffer_size: 53 ----------
23:05:38.779 - ---------- run=3, buffer_size: 54 ----------
23:05:41.110 - ---------- run=4, buffer_size: 53 ----------
23:05:43.580 - ---------- run=5, buffer_size: 52 ----------
23:05:45.934 - ---------- run=6, buffer_size: 53 ----------
23:05:48.547 - ---------- run=7, buffer_size: 53 ----------
23:05:50.978 - ---------- run=8, buffer_size: 55 ----------
23:05:53.441 - ---------- run=9, buffer_size: 51 ----------
23:05:55.845 - ---------- run=10, buffer_size: 53 ----------
23:05:58.329 - ---------- run=11, buffer_size: 54 ----------
23:06:00.545 - ---------- run=12, buffer_size: 53 ----------
23:06:02.770 - ---------- run=13, buffer_size: 53 ----------
23:06:05.270 - ---------- run=14, buffer_size: 53 ----------
23:06:07.512 - ---------- run=15, buffer_size: 53 ----------
23:06:10.039 - ---------- run=16, buffer_size: 52 ----------
23:06:12.675 - ---------- run=17, buffer_size: 53 ----------
23:06:15.190 - ---------- run=18, buffer_size: 53 ----------
23:06:17.922 - ---------- run=19, buffer_size: 53 ----------
23:06:20.221 - ---------- run=20, buffer_size: 54 ----------
23:06:22.646 - ---------- run=21, buffer_size: 54 ----------
23:06:25.227 - ---------- run=22, buffer_size: 56 ----------
23:06:27.424 - ---------- run=23, buffer_size: 53 ----------
23:06:29.627 - ---------- run=24, buffer_size: 51 ----------
23:06:32.051 - ---------- run=25, buffer_size: 52 ----------
23:06:34.712 - ---------- run=26, buffer_size: 53 ----------
23:06:36.854 - ---------- run=27, buffer_size: 54 ----------
23:06:39.407 - ---------- run=28, buffer_size: 53 ----------
23:06:41.772 - ---------- run=29, buffer_size: 52 ----------
23:06:44.331 - ---------- run=30, buffer_size: 52 ----------
23:06:46.968 - ---------- run=31, buffer_size: 52 ----------
23:06:48.980 - ---------- run=32, buffer_size: 52 ----------
23:06:51.258 - ---------- run=33, buffer_size: 52 ----------
23:06:53.465 - ---------- run=34, buffer_size: 55 ----------
23:06:55.909 - ---------- run=35, buffer_size: 53 ----------
23:06:58.157 - ---------- run=36, buffer_size: 52 ----------
23:07:00.614 - ---------- run=37, buffer_size: 52 ----------
23:07:03.247 - ---------- run=38, buffer_size: 53 ----------
23:07:06.016 - ---------- run=39, buffer_size: 52 ----------
23:07:07.918 - ---------- run=40, buffer_size: 52 ----------
23:07:10.018 - ---------- run=41, buffer_size: 53 ----------
23:07:12.652 - ---------- run=42, buffer_size: 54 ----------
