04:05:04.163 - ---------- run=0, count=236 ----------
04:05:06.386 - ---------- run=1, count=100 ----------
04:05:08.666 - ---------- run=2, count=104 ----------
04:05:11.341 - ---------- run=3, count=122 ----------
04:05:13.660 - ---------- run=4, count=105 ----------
04:05:26.352 - ---------- run=5, count=577 ----------
04:05:38.470 - ---------- run=6, count=551 ----------
04:05:42.914 - ---------- run=7, count=202 ----------
04:05:45.485 - ---------- run=8, count=116 ----------
04:05:47.627 - ---------- run=9, count=98 ----------
04:05:49.979 - ---------- run=10, count=106 ----------
04:05:51.943 - ---------- run=11, count=90 ----------
04:05:54.423 - ---------- run=12, count=112 ----------
04:05:56.725 - ---------- run=13, count=105 ----------
04:05:59.501 - ---------- run=14, count=126 ----------
04:06:02.116 - ---------- run=15, count=119 ----------
04:06:04.256 - ---------- run=16, count=97 ----------
04:06:06.436 - ---------- run=17, count=99 ----------
04:06:08.776 - ---------- run=18, count=106 ----------
04:06:11.167 - ---------- run=19, count=109 ----------
04:06:13.300 - ---------- run=20, count=97 ----------
04:06:15.777 - ---------- run=21, count=113 ----------
04:06:17.948 - ---------- run=22, count=99 ----------
04:06:20.510 - ---------- run=23, count=116 ----------
04:06:22.859 - ---------- run=24, count=106 ----------
04:06:25.452 - ---------- run=25, count=118 ----------
04:06:27.655 - ---------- run=26, count=100 ----------
04:06:29.703 - ---------- run=27, count=93 ----------
04:06:32.030 - ---------- run=28, count=106 ----------
04:06:34.382 - ---------- run=29, count=107 ----------
04:06:36.874 - ---------- run=30, count=113 ----------
04:06:39.492 - ---------- run=31, count=120 ----------
04:06:41.656 - ---------- run=32, count=98 ----------
04:06:44.158 - ---------- run=33, count=114 ----------
04:06:46.779 - ---------- run=34, count=119 ----------
04:06:49.136 - ---------- run=35, count=108 ----------
04:06:51.415 - ---------- run=36, count=103 ----------
04:06:53.744 - ---------- run=37, count=105 ----------
04:06:56.338 - ---------- run=38, count=118 ----------
04:06:58.882 - ---------- run=39, count=116 ----------
04:07:01.261 - ---------- run=40, count=108 ----------
04:07:03.544 - ---------- run=41, count=104 ----------
04:07:06.028 - ---------- run=42, count=113 ----------
04:07:08.439 - ---------- run=43, count=110 ----------
04:07:11.243 - ---------- run=44, count=127 ----------
04:07:13.306 - ---------- run=45, count=94 ----------
04:07:15.937 - ---------- run=46, count=120 ----------
04:07:18.159 - ---------- run=47, count=101 ----------
04:07:20.408 - ---------- run=48, count=102 ----------
04:07:22.741 - ---------- run=49, count=106 ----------
04:07:25.467 - ---------- run=50, count=124 ----------
04:07:28.000 - ---------- run=51, count=115 ----------
04:07:30.145 - ---------- run=52, count=98 ----------
04:07:32.380 - ---------- run=53, count=101 ----------
04:07:34.631 - ---------- run=54, count=103 ----------
04:07:36.874 - ---------- run=55, count=102 ----------
04:07:39.522 - ---------- run=56, count=121 ----------
04:07:41.993 - ---------- run=57, count=112 ----------
04:07:44.258 - ---------- run=58, count=103 ----------
04:07:47.067 - ---------- run=59, count=128 ----------
04:07:49.276 - ---------- run=60, count=100 ----------
04:07:51.872 - ---------- run=61, count=118 ----------
04:07:54.356 - ---------- run=62, count=113 ----------
04:07:56.640 - ---------- run=63, count=104 ----------
04:07:59.096 - ---------- run=64, count=112 ----------
04:08:01.394 - ---------- run=65, count=104 ----------
04:08:03.502 - ---------- run=66, count=96 ----------
04:08:06.414 - ---------- run=67, count=132 ----------
04:08:09.032 - ---------- run=68, count=119 ----------
04:08:23.113 - ---------- run=69, count=640 ----------
04:08:35.229 - ---------- run=70, count=551 ----------
04:08:39.583 - ---------- run=71, count=198 ----------
04:08:42.079 - ---------- run=72, count=113 ----------
04:08:44.333 - ---------- run=73, count=102 ----------
04:08:46.881 - ---------- run=74, count=116 ----------
04:08:49.330 - ---------- run=75, count=111 ----------
04:08:51.835 - ---------- run=76, count=114 ----------
04:08:54.293 - ---------- run=77, count=112 ----------
04:08:56.720 - ---------- run=78, count=110 ----------
