21:34:47.120 - ---------- run=0, buffer_size: 52 ----------
21:34:50.090 - ---------- run=1, buffer_size: 69 ----------
21:34:53.244 - ---------- run=2, buffer_size: 73 ----------
21:34:55.818 - ---------- run=3, buffer_size: 64 ----------
21:34:58.981 - ---------- run=4, buffer_size: 63 ----------
21:35:02.167 - ---------- run=5, buffer_size: 69 ----------
21:35:05.168 - ---------- run=6, buffer_size: 60 ----------
21:35:08.661 - ---------- run=7, buffer_size: 66 ----------
21:35:11.588 - ---------- run=8, buffer_size: 67 ----------
21:35:14.501 - ---------- run=9, buffer_size: 65 ----------
21:35:17.513 - ---------- run=10, buffer_size: 70 ----------
21:35:20.744 - ---------- run=11, buffer_size: 64 ----------
21:35:23.879 - ---------- run=12, buffer_size: 66 ----------
21:35:27.020 - ---------- run=13, buffer_size: 66 ----------
21:35:29.600 - ---------- run=14, buffer_size: 62 ----------
21:35:32.548 - ---------- run=15, buffer_size: 65 ----------
21:35:35.246 - ---------- run=16, buffer_size: 71 ----------
21:35:38.331 - ---------- run=17, buffer_size: 73 ----------
21:35:41.243 - ---------- run=18, buffer_size: 64 ----------
21:35:44.668 - ---------- run=19, buffer_size: 72 ----------
21:35:47.363 - ---------- run=20, buffer_size: 64 ----------
21:35:50.186 - ---------- run=21, buffer_size: 65 ----------
21:35:53.549 - ---------- run=22, buffer_size: 66 ----------
21:35:56.372 - ---------- run=23, buffer_size: 68 ----------
21:35:59.484 - ---------- run=24, buffer_size: 62 ----------
21:36:02.478 - ---------- run=25, buffer_size: 70 ----------
21:36:05.499 - ---------- run=26, buffer_size: 66 ----------
21:36:08.091 - ---------- run=27, buffer_size: 60 ----------
21:36:10.867 - ---------- run=28, buffer_size: 70 ----------
21:36:13.970 - ---------- run=29, buffer_size: 70 ----------
21:36:16.843 - ---------- run=30, buffer_size: 65 ----------
21:36:20.117 - ---------- run=31, buffer_size: 72 ----------
21:36:23.067 - ---------- run=32, buffer_size: 67 ----------
21:36:25.878 - ---------- run=33, buffer_size: 66 ----------
21:36:28.622 - ---------- run=34, buffer_size: 66 ----------
21:36:31.754 - ---------- run=35, buffer_size: 73 ----------
21:36:34.737 - ---------- run=36, buffer_size: 64 ----------
21:36:37.677 - ---------- run=37, buffer_size: 69 ----------
21:36:40.560 - ---------- run=38, buffer_size: 70 ----------
21:36:43.695 - ---------- run=39, buffer_size: 70 ----------
21:36:46.431 - ---------- run=40, buffer_size: 67 ----------
21:36:49.528 - ---------- run=41, buffer_size: 61 ----------
21:36:52.201 - ---------- run=42, buffer_size: 67 ----------
21:36:55.367 - ---------- run=43, buffer_size: 68 ----------
21:36:58.176 - ---------- run=44, buffer_size: 69 ----------
21:37:01.463 - ---------- run=45, buffer_size: 65 ----------
21:37:04.496 - ---------- run=46, buffer_size: 75 ----------
21:37:07.859 - ---------- run=47, buffer_size: 66 ----------
21:37:10.718 - ---------- run=48, buffer_size: 65 ----------
21:37:14.172 - ---------- run=49, buffer_size: 70 ----------
21:37:16.979 - ---------- run=50, buffer_size: 67 ----------
21:37:20.224 - ---------- run=51, buffer_size: 65 ----------
21:37:23.385 - ---------- run=52, buffer_size: 68 ----------
