00:13:01.887 - ---------- run=0, count=244 ----------
00:13:04.251 - ---------- run=1, count=107 ----------
00:13:06.901 - ---------- run=2, count=121 ----------
00:13:09.043 - ---------- run=3, count=97 ----------
00:13:11.169 - ---------- run=4, count=97 ----------
00:13:13.596 - ---------- run=5, count=110 ----------
00:13:15.746 - ---------- run=6, count=98 ----------
00:13:18.198 - ---------- run=7, count=111 ----------
00:13:20.340 - ---------- run=8, count=98 ----------
00:13:22.936 - ---------- run=9, count=118 ----------
00:13:25.177 - ---------- run=10, count=102 ----------
00:13:27.677 - ---------- run=11, count=114 ----------
00:13:29.703 - ---------- run=12, count=92 ----------
00:13:32.412 - ---------- run=13, count=123 ----------
00:13:34.849 - ---------- run=14, count=111 ----------
00:13:36.727 - ---------- run=15, count=85 ----------
00:13:39.259 - ---------- run=16, count=116 ----------
00:13:41.480 - ---------- run=17, count=101 ----------
00:13:43.487 - ---------- run=18, count=91 ----------
00:13:45.805 - ---------- run=19, count=106 ----------
00:13:48.382 - ---------- run=20, count=117 ----------
00:13:50.741 - ---------- run=21, count=107 ----------
00:13:53.048 - ---------- run=22, count=105 ----------
00:13:55.284 - ---------- run=23, count=102 ----------
00:13:57.809 - ---------- run=24, count=115 ----------
00:14:00.166 - ---------- run=25, count=107 ----------
00:14:02.416 - ---------- run=26, count=102 ----------
00:14:04.724 - ---------- run=27, count=105 ----------
00:14:06.887 - ---------- run=28, count=99 ----------
00:14:09.009 - ---------- run=29, count=96 ----------
00:14:11.453 - ---------- run=30, count=111 ----------
00:14:31.182 - ---------- run=31, count=899 ----------
00:14:33.798 - ---------- run=32, count=119 ----------
00:14:36.353 - ---------- run=33, count=116 ----------
00:14:38.684 - ---------- run=34, count=106 ----------
00:14:41.016 - ---------- run=35, count=106 ----------
00:14:43.549 - ---------- run=36, count=116 ----------
00:14:45.779 - ---------- run=37, count=101 ----------
00:14:47.949 - ---------- run=38, count=99 ----------
00:14:50.656 - ---------- run=39, count=123 ----------
00:14:53.087 - ---------- run=40, count=111 ----------
00:14:55.342 - ---------- run=41, count=103 ----------
00:14:57.797 - ---------- run=42, count=111 ----------
00:14:59.956 - ---------- run=43, count=98 ----------
00:15:02.363 - ---------- run=44, count=110 ----------
00:15:20.321 - ---------- run=45, count=817 ----------
00:15:22.994 - ---------- run=46, count=121 ----------
00:15:25.544 - ---------- run=47, count=116 ----------
00:15:27.851 - ---------- run=48, count=105 ----------
00:15:30.263 - ---------- run=49, count=109 ----------
00:15:32.459 - ---------- run=50, count=100 ----------
00:15:34.770 - ---------- run=51, count=105 ----------
00:15:37.152 - ---------- run=52, count=108 ----------
00:15:39.255 - ---------- run=53, count=96 ----------
00:15:41.641 - ---------- run=54, count=108 ----------
00:15:44.202 - ---------- run=55, count=117 ----------
00:15:46.694 - ---------- run=56, count=113 ----------
00:15:49.184 - ---------- run=57, count=113 ----------
00:15:51.455 - ---------- run=58, count=103 ----------
00:15:53.610 - ---------- run=59, count=98 ----------
00:15:56.120 - ---------- run=60, count=114 ----------
00:15:58.061 - ---------- run=61, count=88 ----------
00:16:00.395 - ---------- run=62, count=106 ----------
00:16:02.832 - ---------- run=63, count=111 ----------
00:16:04.901 - ---------- run=64, count=94 ----------
00:16:07.490 - ---------- run=65, count=118 ----------
00:16:09.893 - ---------- run=66, count=109 ----------
00:16:12.578 - ---------- run=67, count=122 ----------
00:16:14.765 - ---------- run=68, count=99 ----------
00:16:17.004 - ---------- run=69, count=102 ----------
00:16:19.094 - ---------- run=70, count=95 ----------
00:16:21.523 - ---------- run=71, count=110 ----------
00:16:23.624 - ---------- run=72, count=96 ----------
00:16:25.874 - ---------- run=73, count=102 ----------
00:16:28.260 - ---------- run=74, count=108 ----------
00:16:30.412 - ---------- run=75, count=98 ----------
00:16:33.303 - ---------- run=76, count=131 ----------
00:16:35.505 - ---------- run=77, count=100 ----------
00:16:37.767 - ---------- run=78, count=102 ----------
00:16:40.254 - ---------- run=79, count=113 ----------
00:16:42.588 - ---------- run=80, count=106 ----------
00:16:45.206 - ---------- run=81, count=119 ----------
00:16:47.487 - ---------- run=82, count=103 ----------
00:16:49.456 - ---------- run=83, count=90 ----------
00:16:52.203 - ---------- run=84, count=125 ----------
00:16:54.607 - ---------- run=85, count=109 ----------
00:16:56.939 - ---------- run=86, count=106 ----------
00:16:59.419 - ---------- run=87, count=113 ----------
00:17:01.621 - ---------- run=88, count=100 ----------
00:17:03.877 - ---------- run=89, count=102 ----------
00:17:06.596 - ---------- run=90, count=124 ----------
