23:16:15.027 - ---------- run=0, buffer_size: 54 ----------
23:16:17.508 - ---------- run=1, buffer_size: 55 ----------
23:16:19.890 - ---------- run=2, buffer_size: 52 ----------
23:16:22.603 - ---------- run=3, buffer_size: 53 ----------
23:16:25.196 - ---------- run=4, buffer_size: 54 ----------
23:16:27.646 - ---------- run=5, buffer_size: 53 ----------
23:16:30.089 - ---------- run=6, buffer_size: 54 ----------
23:16:32.303 - ---------- run=7, buffer_size: 54 ----------
23:16:34.744 - ---------- run=8, buffer_size: 53 ----------
23:16:37.521 - ---------- run=9, buffer_size: 54 ----------
23:16:39.921 - ---------- run=10, buffer_size: 52 ----------
23:16:42.136 - ---------- run=11, buffer_size: 52 ----------
23:16:44.729 - ---------- run=12, buffer_size: 51 ----------
23:16:47.109 - ---------- run=13, buffer_size: 54 ----------
23:16:49.779 - ---------- run=14, buffer_size: 55 ----------
23:16:52.200 - ---------- run=15, buffer_size: 54 ----------
23:16:54.341 - ---------- run=16, buffer_size: 52 ----------
23:16:56.855 - ---------- run=17, buffer_size: 53 ----------
23:16:59.379 - ---------- run=18, buffer_size: 54 ----------
23:17:01.806 - ---------- run=19, buffer_size: 55 ----------
23:17:04.176 - ---------- run=20, buffer_size: 52 ----------
23:17:06.593 - ---------- run=21, buffer_size: 51 ----------
23:17:09.090 - ---------- run=22, buffer_size: 54 ----------
23:17:11.599 - ---------- run=23, buffer_size: 51 ----------
23:17:14.019 - ---------- run=24, buffer_size: 52 ----------
23:17:16.383 - ---------- run=25, buffer_size: 52 ----------
23:17:18.631 - ---------- run=26, buffer_size: 52 ----------
23:17:20.895 - ---------- run=27, buffer_size: 53 ----------
23:17:23.200 - ---------- run=28, buffer_size: 52 ----------
23:17:25.611 - ---------- run=29, buffer_size: 52 ----------
23:17:27.901 - ---------- run=30, buffer_size: 54 ----------
23:17:30.108 - ---------- run=31, buffer_size: 51 ----------
23:17:32.840 - ---------- run=32, buffer_size: 57 ----------
23:17:35.249 - ---------- run=33, buffer_size: 55 ----------
23:17:37.924 - ---------- run=34, buffer_size: 54 ----------
23:17:39.958 - ---------- run=35, buffer_size: 53 ----------
23:17:41.765 - ---------- run=36, buffer_size: 55 ----------
23:17:44.349 - ---------- run=37, buffer_size: 53 ----------
23:17:47.065 - ---------- run=38, buffer_size: 52 ----------
23:17:49.436 - ---------- run=39, buffer_size: 55 ----------
23:17:51.470 - ---------- run=40, buffer_size: 53 ----------
23:17:53.794 - ---------- run=41, buffer_size: 53 ----------
23:17:56.606 - ---------- run=42, buffer_size: 53 ----------
23:17:58.702 - ---------- run=43, buffer_size: 53 ----------
23:18:01.100 - ---------- run=44, buffer_size: 54 ----------
23:18:03.586 - ---------- run=45, buffer_size: 52 ----------
23:18:06.131 - ---------- run=46, buffer_size: 54 ----------
23:18:08.257 - ---------- run=47, buffer_size: 54 ----------
23:18:10.637 - ---------- run=48, buffer_size: 52 ----------
23:18:13.184 - ---------- run=49, buffer_size: 52 ----------
23:18:15.735 - ---------- run=50, buffer_size: 55 ----------
23:18:17.871 - ---------- run=51, buffer_size: 53 ----------
23:18:20.338 - ---------- run=52, buffer_size: 53 ----------
23:18:22.737 - ---------- run=53, buffer_size: 53 ----------
23:18:25.449 - ---------- run=54, buffer_size: 53 ----------
23:18:27.497 - ---------- run=55, buffer_size: 53 ----------
23:18:29.747 - ---------- run=56, buffer_size: 53 ----------
23:18:32.449 - ---------- run=57, buffer_size: 55 ----------
23:18:34.591 - ---------- run=58, buffer_size: 52 ----------
23:18:37.013 - ---------- run=59, buffer_size: 52 ----------
23:18:39.326 - ---------- run=60, buffer_size: 52 ----------
23:18:41.675 - ---------- run=61, buffer_size: 54 ----------
23:18:44.391 - ---------- run=62, buffer_size: 53 ----------
23:18:47.114 - ---------- run=63, buffer_size: 54 ----------
23:18:49.478 - ---------- run=64, buffer_size: 53 ----------
23:18:51.869 - ---------- run=65, buffer_size: 53 ----------
23:18:54.578 - ---------- run=66, buffer_size: 52 ----------
23:18:57.204 - ---------- run=67, buffer_size: 55 ----------
23:18:59.812 - ---------- run=68, buffer_size: 53 ----------
23:19:02.103 - ---------- run=69, buffer_size: 52 ----------
23:19:04.304 - ---------- run=70, buffer_size: 52 ----------
23:19:06.843 - ---------- run=71, buffer_size: 53 ----------
23:19:09.347 - ---------- run=72, buffer_size: 52 ----------
23:19:12.079 - ---------- run=73, buffer_size: 53 ----------
23:19:14.126 - ---------- run=74, buffer_size: 53 ----------
23:19:16.950 - ---------- run=75, buffer_size: 55 ----------
23:19:19.296 - ---------- run=76, buffer_size: 53 ----------
23:19:22.031 - ---------- run=77, buffer_size: 54 ----------
23:19:24.552 - ---------- run=78, buffer_size: 54 ----------
23:19:26.886 - ---------- run=79, buffer_size: 52 ----------
23:19:28.943 - ---------- run=80, buffer_size: 52 ----------
23:19:31.373 - ---------- run=81, buffer_size: 54 ----------
23:19:34.059 - ---------- run=82, buffer_size: 52 ----------
23:19:36.594 - ---------- run=83, buffer_size: 55 ----------
23:19:39.004 - ---------- run=84, buffer_size: 53 ----------
23:19:41.283 - ---------- run=85, buffer_size: 54 ----------
23:19:43.475 - ---------- run=86, buffer_size: 51 ----------
23:19:45.784 - ---------- run=87, buffer_size: 52 ----------
23:19:48.161 - ---------- run=88, buffer_size: 54 ----------
23:19:50.573 - ---------- run=89, buffer_size: 53 ----------
23:19:53.147 - ---------- run=90, buffer_size: 55 ----------
23:19:55.496 - ---------- run=91, buffer_size: 57 ----------
23:19:57.627 - ---------- run=92, buffer_size: 53 ----------
23:20:00.252 - ---------- run=93, buffer_size: 52 ----------
23:20:02.805 - ---------- run=94, buffer_size: 52 ----------
23:20:05.248 - ---------- run=95, buffer_size: 53 ----------
23:20:07.560 - ---------- run=96, buffer_size: 53 ----------
23:20:10.308 - ---------- run=97, buffer_size: 55 ----------
23:20:13.071 - ---------- run=98, buffer_size: 54 ----------
23:20:15.113 - ---------- run=99, buffer_size: 54 ----------
23:20:17.432 - ---------- run=100, buffer_size: 53 ----------
23:20:19.793 - ---------- run=101, buffer_size: 52 ----------
23:20:22.196 - ---------- run=102, buffer_size: 53 ----------
23:20:24.860 - ---------- run=103, buffer_size: 55 ----------
23:20:26.855 - ---------- run=104, buffer_size: 52 ----------
23:20:29.289 - ---------- run=105, buffer_size: 53 ----------
23:20:31.348 - ---------- run=106, buffer_size: 53 ----------
23:20:34.282 - ---------- run=107, buffer_size: 52 ----------
23:20:36.814 - ---------- run=108, buffer_size: 53 ----------
23:20:38.678 - ---------- run=109, buffer_size: 53 ----------
23:20:40.721 - ---------- run=110, buffer_size: 53 ----------
23:20:43.246 - ---------- run=111, buffer_size: 52 ----------
23:20:45.710 - ---------- run=112, buffer_size: 53 ----------
23:20:48.541 - ---------- run=113, buffer_size: 53 ----------
23:20:51.089 - ---------- run=114, buffer_size: 53 ----------
23:20:53.345 - ---------- run=115, buffer_size: 52 ----------
23:20:55.916 - ---------- run=116, buffer_size: 54 ----------
23:20:58.238 - ---------- run=117, buffer_size: 53 ----------
23:21:00.527 - ---------- run=118, buffer_size: 52 ----------
23:21:03.085 - ---------- run=119, buffer_size: 52 ----------
23:21:05.430 - ---------- run=120, buffer_size: 53 ----------
23:21:07.892 - ---------- run=121, buffer_size: 53 ----------
23:21:10.497 - ---------- run=122, buffer_size: 56 ----------
23:21:12.892 - ---------- run=123, buffer_size: 52 ----------
