04:46:26.287 - ---------- run=0, count=245 ----------
04:46:28.695 - ---------- run=1, count=110 ----------
04:46:30.952 - ---------- run=2, count=102 ----------
04:46:33.088 - ---------- run=3, count=97 ----------
04:46:35.182 - ---------- run=4, count=95 ----------
04:46:37.820 - ---------- run=5, count=120 ----------
04:46:39.968 - ---------- run=6, count=98 ----------
04:46:42.330 - ---------- run=7, count=107 ----------
04:46:44.884 - ---------- run=8, count=116 ----------
04:46:47.030 - ---------- run=9, count=98 ----------
04:46:49.281 - ---------- run=10, count=102 ----------
04:46:51.248 - ---------- run=11, count=90 ----------
04:46:53.574 - ---------- run=12, count=106 ----------
04:46:56.561 - ---------- run=13, count=135 ----------
04:46:58.830 - ---------- run=14, count=103 ----------
04:47:00.880 - ---------- run=15, count=93 ----------
04:47:03.283 - ---------- run=16, count=110 ----------
04:47:06.076 - ---------- run=17, count=127 ----------
04:47:08.458 - ---------- run=18, count=108 ----------
04:47:10.562 - ---------- run=19, count=95 ----------
04:47:12.689 - ---------- run=20, count=96 ----------
04:47:14.966 - ---------- run=21, count=104 ----------
04:47:16.876 - ---------- run=22, count=86 ----------
04:47:19.041 - ---------- run=23, count=99 ----------
04:47:21.523 - ---------- run=24, count=113 ----------
04:47:24.334 - ---------- run=25, count=127 ----------
04:47:26.751 - ---------- run=26, count=110 ----------
04:47:28.741 - ---------- run=27, count=91 ----------
04:47:31.143 - ---------- run=28, count=109 ----------
04:47:33.529 - ---------- run=29, count=108 ----------
04:47:35.857 - ---------- run=30, count=106 ----------
04:47:38.023 - ---------- run=31, count=98 ----------
04:47:40.514 - ---------- run=32, count=113 ----------
04:47:42.650 - ---------- run=33, count=98 ----------
04:47:44.949 - ---------- run=34, count=104 ----------
04:47:47.507 - ---------- run=35, count=116 ----------
04:47:50.140 - ---------- run=36, count=120 ----------
04:47:52.465 - ---------- run=37, count=106 ----------
04:47:54.523 - ---------- run=38, count=93 ----------
04:47:56.582 - ---------- run=39, count=93 ----------
04:47:58.854 - ---------- run=40, count=104 ----------
04:48:01.400 - ---------- run=41, count=115 ----------
04:48:03.767 - ---------- run=42, count=108 ----------
04:48:06.008 - ---------- run=43, count=102 ----------
04:48:08.391 - ---------- run=44, count=108 ----------
04:48:10.614 - ---------- run=45, count=101 ----------
04:48:12.885 - ---------- run=46, count=103 ----------
04:48:15.162 - ---------- run=47, count=103 ----------
04:48:17.541 - ---------- run=48, count=108 ----------
04:48:20.110 - ---------- run=49, count=116 ----------
04:48:22.780 - ---------- run=50, count=122 ----------
04:48:24.904 - ---------- run=51, count=96 ----------
04:48:27.105 - ---------- run=52, count=100 ----------
04:48:29.192 - ---------- run=53, count=95 ----------
