21:34:46.780 - ---------- run=0, buffer_size: 58 ----------
21:34:50.731 - ---------- run=1, buffer_size: 66 ----------
21:34:54.018 - ---------- run=2, buffer_size: 77 ----------
21:34:57.461 - ---------- run=3, buffer_size: 77 ----------
21:35:01.105 - ---------- run=4, buffer_size: 84 ----------
21:35:04.224 - ---------- run=5, buffer_size: 73 ----------
21:35:07.430 - ---------- run=6, buffer_size: 72 ----------
21:35:10.890 - ---------- run=7, buffer_size: 75 ----------
21:35:14.934 - ---------- run=8, buffer_size: 80 ----------
21:35:18.554 - ---------- run=9, buffer_size: 75 ----------
21:35:21.969 - ---------- run=10, buffer_size: 83 ----------
21:35:25.667 - ---------- run=11, buffer_size: 72 ----------
21:35:29.273 - ---------- run=12, buffer_size: 77 ----------
21:35:32.235 - ---------- run=13, buffer_size: 81 ----------
21:35:35.627 - ---------- run=14, buffer_size: 79 ----------
21:35:39.057 - ---------- run=15, buffer_size: 85 ----------
21:35:42.390 - ---------- run=16, buffer_size: 80 ----------
21:35:45.690 - ---------- run=17, buffer_size: 76 ----------
21:35:48.492 - ---------- run=18, buffer_size: 70 ----------
21:35:51.940 - ---------- run=19, buffer_size: 72 ----------
21:35:55.988 - ---------- run=20, buffer_size: 71 ----------
21:35:59.473 - ---------- run=21, buffer_size: 72 ----------
21:36:02.628 - ---------- run=22, buffer_size: 74 ----------
21:36:06.269 - ---------- run=23, buffer_size: 77 ----------
21:36:09.350 - ---------- run=24, buffer_size: 72 ----------
21:36:13.673 - ---------- run=25, buffer_size: 83 ----------
21:36:17.574 - ---------- run=26, buffer_size: 82 ----------
21:36:20.800 - ---------- run=27, buffer_size: 77 ----------
21:36:23.893 - ---------- run=28, buffer_size: 69 ----------
21:36:27.568 - ---------- run=29, buffer_size: 74 ----------
21:36:30.843 - ---------- run=30, buffer_size: 65 ----------
21:36:34.583 - ---------- run=31, buffer_size: 81 ----------
21:36:38.202 - ---------- run=32, buffer_size: 76 ----------
21:36:41.691 - ---------- run=33, buffer_size: 76 ----------
