21:34:49.062 - ---------- run=0, buffer_size: 51 ----------
21:34:51.828 - ---------- run=1, buffer_size: 53 ----------
21:34:54.160 - ---------- run=2, buffer_size: 56 ----------
21:34:56.607 - ---------- run=3, buffer_size: 53 ----------
21:34:59.224 - ---------- run=4, buffer_size: 54 ----------
21:35:01.942 - ---------- run=5, buffer_size: 54 ----------
21:35:04.485 - ---------- run=6, buffer_size: 55 ----------
21:35:06.870 - ---------- run=7, buffer_size: 54 ----------
21:35:09.401 - ---------- run=8, buffer_size: 55 ----------
21:35:12.098 - ---------- run=9, buffer_size: 54 ----------
21:35:14.742 - ---------- run=10, buffer_size: 53 ----------
21:35:17.017 - ---------- run=11, buffer_size: 53 ----------
21:35:19.058 - ---------- run=12, buffer_size: 56 ----------
21:35:21.680 - ---------- run=13, buffer_size: 56 ----------
21:35:24.107 - ---------- run=14, buffer_size: 55 ----------
21:35:26.896 - ---------- run=15, buffer_size: 53 ----------
21:35:29.263 - ---------- run=16, buffer_size: 54 ----------
21:35:31.543 - ---------- run=17, buffer_size: 54 ----------
21:35:33.883 - ---------- run=18, buffer_size: 52 ----------
21:35:36.416 - ---------- run=19, buffer_size: 55 ----------
21:35:38.904 - ---------- run=20, buffer_size: 55 ----------
21:35:41.916 - ---------- run=21, buffer_size: 56 ----------
21:35:44.338 - ---------- run=22, buffer_size: 52 ----------
21:35:46.591 - ---------- run=23, buffer_size: 53 ----------
21:35:49.890 - ---------- run=24, buffer_size: 57 ----------
21:35:52.457 - ---------- run=25, buffer_size: 54 ----------
21:35:54.643 - ---------- run=26, buffer_size: 53 ----------
21:35:56.930 - ---------- run=27, buffer_size: 55 ----------
21:35:59.512 - ---------- run=28, buffer_size: 54 ----------
21:36:01.819 - ---------- run=29, buffer_size: 52 ----------
21:36:04.184 - ---------- run=30, buffer_size: 55 ----------
21:36:06.760 - ---------- run=31, buffer_size: 55 ----------
21:36:09.247 - ---------- run=32, buffer_size: 53 ----------
21:36:11.460 - ---------- run=33, buffer_size: 53 ----------
21:36:13.706 - ---------- run=34, buffer_size: 53 ----------
21:36:16.240 - ---------- run=35, buffer_size: 53 ----------
21:36:18.801 - ---------- run=36, buffer_size: 56 ----------
21:36:21.345 - ---------- run=37, buffer_size: 54 ----------
21:36:23.830 - ---------- run=38, buffer_size: 54 ----------
21:36:26.467 - ---------- run=39, buffer_size: 56 ----------
21:36:28.932 - ---------- run=40, buffer_size: 53 ----------
21:36:31.478 - ---------- run=41, buffer_size: 53 ----------
21:36:33.950 - ---------- run=42, buffer_size: 54 ----------
21:36:36.525 - ---------- run=43, buffer_size: 54 ----------
21:36:38.898 - ---------- run=44, buffer_size: 54 ----------
21:36:41.141 - ---------- run=45, buffer_size: 52 ----------
21:36:43.474 - ---------- run=46, buffer_size: 52 ----------
21:36:45.817 - ---------- run=47, buffer_size: 53 ----------
21:36:48.122 - ---------- run=48, buffer_size: 53 ----------
21:36:50.409 - ---------- run=49, buffer_size: 52 ----------
21:36:52.708 - ---------- run=50, buffer_size: 53 ----------
21:36:55.408 - ---------- run=51, buffer_size: 55 ----------
21:36:57.611 - ---------- run=52, buffer_size: 54 ----------
21:36:59.878 - ---------- run=53, buffer_size: 53 ----------
21:37:02.248 - ---------- run=54, buffer_size: 53 ----------
21:37:04.920 - ---------- run=55, buffer_size: 53 ----------
21:37:07.352 - ---------- run=56, buffer_size: 54 ----------
21:37:09.389 - ---------- run=57, buffer_size: 52 ----------
21:37:12.099 - ---------- run=58, buffer_size: 55 ----------
21:37:14.445 - ---------- run=59, buffer_size: 53 ----------
21:37:16.396 - ---------- run=60, buffer_size: 53 ----------
21:37:18.473 - ---------- run=61, buffer_size: 53 ----------
21:37:21.057 - ---------- run=62, buffer_size: 53 ----------
21:37:23.706 - ---------- run=63, buffer_size: 53 ----------
21:37:26.167 - ---------- run=64, buffer_size: 53 ----------
21:37:28.561 - ---------- run=65, buffer_size: 54 ----------
21:37:31.185 - ---------- run=66, buffer_size: 54 ----------
21:37:33.821 - ---------- run=67, buffer_size: 55 ----------
21:37:36.317 - ---------- run=68, buffer_size: 54 ----------
21:37:39.002 - ---------- run=69, buffer_size: 57 ----------
21:37:41.191 - ---------- run=70, buffer_size: 54 ----------
21:37:43.838 - ---------- run=71, buffer_size: 54 ----------
21:37:46.270 - ---------- run=72, buffer_size: 54 ----------
21:37:48.670 - ---------- run=73, buffer_size: 54 ----------
21:37:51.212 - ---------- run=74, buffer_size: 55 ----------
21:37:53.802 - ---------- run=75, buffer_size: 53 ----------
21:37:56.174 - ---------- run=76, buffer_size: 55 ----------
21:37:58.379 - ---------- run=77, buffer_size: 54 ----------
21:38:00.624 - ---------- run=78, buffer_size: 54 ----------
21:38:03.271 - ---------- run=79, buffer_size: 53 ----------
21:38:05.894 - ---------- run=80, buffer_size: 55 ----------
21:38:07.994 - ---------- run=81, buffer_size: 56 ----------
21:38:10.417 - ---------- run=82, buffer_size: 54 ----------
21:38:13.269 - ---------- run=83, buffer_size: 55 ----------
21:38:15.643 - ---------- run=84, buffer_size: 54 ----------
21:38:18.128 - ---------- run=85, buffer_size: 53 ----------
21:38:20.405 - ---------- run=86, buffer_size: 52 ----------
21:38:22.942 - ---------- run=87, buffer_size: 53 ----------
21:38:25.469 - ---------- run=88, buffer_size: 53 ----------
21:38:28.030 - ---------- run=89, buffer_size: 57 ----------
21:38:30.360 - ---------- run=90, buffer_size: 53 ----------
21:38:32.717 - ---------- run=91, buffer_size: 56 ----------
21:38:34.931 - ---------- run=92, buffer_size: 53 ----------
21:38:37.921 - ---------- run=93, buffer_size: 54 ----------
21:38:40.229 - ---------- run=94, buffer_size: 53 ----------
21:38:42.635 - ---------- run=95, buffer_size: 54 ----------
21:38:45.102 - ---------- run=96, buffer_size: 56 ----------
21:38:47.466 - ---------- run=97, buffer_size: 55 ----------
21:38:50.126 - ---------- run=98, buffer_size: 54 ----------
21:38:52.402 - ---------- run=99, buffer_size: 55 ----------
21:38:54.765 - ---------- run=100, buffer_size: 53 ----------
21:38:56.947 - ---------- run=101, buffer_size: 55 ----------
