22:56:30.406 - ---------- run=0, buffer_size: 51 ----------
22:56:32.598 - ---------- run=1, buffer_size: 52 ----------
22:56:35.182 - ---------- run=2, buffer_size: 52 ----------
22:56:37.423 - ---------- run=3, buffer_size: 53 ----------
22:56:39.469 - ---------- run=4, buffer_size: 52 ----------
22:56:41.745 - ---------- run=5, buffer_size: 52 ----------
22:56:44.422 - ---------- run=6, buffer_size: 53 ----------
22:56:47.321 - ---------- run=7, buffer_size: 55 ----------
22:56:49.916 - ---------- run=8, buffer_size: 53 ----------
22:56:52.266 - ---------- run=9, buffer_size: 53 ----------
22:56:54.457 - ---------- run=10, buffer_size: 52 ----------
22:56:56.681 - ---------- run=11, buffer_size: 54 ----------
22:56:59.093 - ---------- run=12, buffer_size: 51 ----------
22:57:01.767 - ---------- run=13, buffer_size: 53 ----------
22:57:03.984 - ---------- run=14, buffer_size: 52 ----------
22:57:06.355 - ---------- run=15, buffer_size: 53 ----------
22:57:08.740 - ---------- run=16, buffer_size: 55 ----------
22:57:11.040 - ---------- run=17, buffer_size: 53 ----------
22:57:13.424 - ---------- run=18, buffer_size: 52 ----------
22:57:15.920 - ---------- run=19, buffer_size: 54 ----------
22:57:18.120 - ---------- run=20, buffer_size: 53 ----------
22:57:20.296 - ---------- run=21, buffer_size: 52 ----------
22:57:22.465 - ---------- run=22, buffer_size: 53 ----------
22:57:25.123 - ---------- run=23, buffer_size: 54 ----------
22:57:27.236 - ---------- run=24, buffer_size: 53 ----------
22:57:29.552 - ---------- run=25, buffer_size: 52 ----------
22:57:32.018 - ---------- run=26, buffer_size: 52 ----------
22:57:34.693 - ---------- run=27, buffer_size: 54 ----------
22:57:37.130 - ---------- run=28, buffer_size: 52 ----------
22:57:39.396 - ---------- run=29, buffer_size: 53 ----------
22:57:41.978 - ---------- run=30, buffer_size: 53 ----------
22:57:44.647 - ---------- run=31, buffer_size: 52 ----------
22:57:47.099 - ---------- run=32, buffer_size: 52 ----------
22:57:49.140 - ---------- run=33, buffer_size: 52 ----------
22:57:51.745 - ---------- run=34, buffer_size: 54 ----------
22:57:54.458 - ---------- run=35, buffer_size: 54 ----------
22:57:56.399 - ---------- run=36, buffer_size: 52 ----------
22:57:58.628 - ---------- run=37, buffer_size: 52 ----------
22:58:01.284 - ---------- run=38, buffer_size: 53 ----------
22:58:03.912 - ---------- run=39, buffer_size: 52 ----------
22:58:06.071 - ---------- run=40, buffer_size: 52 ----------
22:58:08.474 - ---------- run=41, buffer_size: 53 ----------
22:58:10.988 - ---------- run=42, buffer_size: 52 ----------
22:58:13.645 - ---------- run=43, buffer_size: 52 ----------
22:58:16.085 - ---------- run=44, buffer_size: 55 ----------
22:58:18.285 - ---------- run=45, buffer_size: 52 ----------
22:58:20.592 - ---------- run=46, buffer_size: 56 ----------
22:58:23.031 - ---------- run=47, buffer_size: 52 ----------
22:58:25.286 - ---------- run=48, buffer_size: 54 ----------
22:58:27.232 - ---------- run=49, buffer_size: 52 ----------
22:58:29.484 - ---------- run=50, buffer_size: 53 ----------
22:58:31.890 - ---------- run=51, buffer_size: 53 ----------
22:58:34.208 - ---------- run=52, buffer_size: 52 ----------
22:58:36.434 - ---------- run=53, buffer_size: 53 ----------
22:58:38.449 - ---------- run=54, buffer_size: 54 ----------
22:58:40.833 - ---------- run=55, buffer_size: 53 ----------
22:58:43.252 - ---------- run=56, buffer_size: 52 ----------
22:58:46.234 - ---------- run=57, buffer_size: 53 ----------
22:58:48.795 - ---------- run=58, buffer_size: 52 ----------
22:58:51.348 - ---------- run=59, buffer_size: 54 ----------
22:58:53.971 - ---------- run=60, buffer_size: 51 ----------
22:58:56.634 - ---------- run=61, buffer_size: 53 ----------
22:58:59.025 - ---------- run=62, buffer_size: 53 ----------
22:59:01.309 - ---------- run=63, buffer_size: 53 ----------
22:59:03.733 - ---------- run=64, buffer_size: 52 ----------
22:59:06.256 - ---------- run=65, buffer_size: 53 ----------
22:59:08.676 - ---------- run=66, buffer_size: 53 ----------
22:59:10.720 - ---------- run=67, buffer_size: 54 ----------
22:59:13.068 - ---------- run=68, buffer_size: 53 ----------
22:59:15.613 - ---------- run=69, buffer_size: 52 ----------
22:59:18.037 - ---------- run=70, buffer_size: 53 ----------
22:59:20.547 - ---------- run=71, buffer_size: 53 ----------
22:59:22.626 - ---------- run=72, buffer_size: 53 ----------
22:59:25.400 - ---------- run=73, buffer_size: 51 ----------
22:59:27.700 - ---------- run=74, buffer_size: 53 ----------
22:59:30.083 - ---------- run=75, buffer_size: 53 ----------
22:59:32.331 - ---------- run=76, buffer_size: 52 ----------
22:59:34.403 - ---------- run=77, buffer_size: 52 ----------
22:59:36.545 - ---------- run=78, buffer_size: 53 ----------
