22:56:21.050 - ---------- run=0, buffer_size: 52 ----------
22:56:23.769 - ---------- run=1, buffer_size: 54 ----------
22:56:26.554 - ---------- run=2, buffer_size: 53 ----------
22:56:29.372 - ---------- run=3, buffer_size: 52 ----------
22:56:31.839 - ---------- run=4, buffer_size: 53 ----------
22:56:34.005 - ---------- run=5, buffer_size: 54 ----------
22:56:36.242 - ---------- run=6, buffer_size: 54 ----------
22:56:39.041 - ---------- run=7, buffer_size: 53 ----------
22:56:41.220 - ---------- run=8, buffer_size: 53 ----------
22:56:43.071 - ---------- run=9, buffer_size: 53 ----------
22:56:45.596 - ---------- run=10, buffer_size: 53 ----------
22:56:48.420 - ---------- run=11, buffer_size: 54 ----------
22:56:50.656 - ---------- run=12, buffer_size: 53 ----------
22:56:52.813 - ---------- run=13, buffer_size: 53 ----------
22:56:54.976 - ---------- run=14, buffer_size: 52 ----------
22:56:57.229 - ---------- run=15, buffer_size: 52 ----------
22:56:59.590 - ---------- run=16, buffer_size: 51 ----------
22:57:01.795 - ---------- run=17, buffer_size: 51 ----------
22:57:04.314 - ---------- run=18, buffer_size: 52 ----------
22:57:06.197 - ---------- run=19, buffer_size: 53 ----------
22:57:08.584 - ---------- run=20, buffer_size: 54 ----------
22:57:11.224 - ---------- run=21, buffer_size: 54 ----------
22:57:13.612 - ---------- run=22, buffer_size: 53 ----------
22:57:15.887 - ---------- run=23, buffer_size: 52 ----------
22:57:17.900 - ---------- run=24, buffer_size: 52 ----------
22:57:20.248 - ---------- run=25, buffer_size: 53 ----------
22:57:22.623 - ---------- run=26, buffer_size: 52 ----------
22:57:24.967 - ---------- run=27, buffer_size: 53 ----------
22:57:27.280 - ---------- run=28, buffer_size: 54 ----------
22:57:29.509 - ---------- run=29, buffer_size: 55 ----------
22:57:32.069 - ---------- run=30, buffer_size: 52 ----------
22:57:34.073 - ---------- run=31, buffer_size: 52 ----------
22:57:36.168 - ---------- run=32, buffer_size: 53 ----------
22:57:38.648 - ---------- run=33, buffer_size: 52 ----------
22:57:40.769 - ---------- run=34, buffer_size: 53 ----------
22:57:42.869 - ---------- run=35, buffer_size: 52 ----------
22:57:45.327 - ---------- run=36, buffer_size: 52 ----------
22:57:47.599 - ---------- run=37, buffer_size: 53 ----------
22:57:49.828 - ---------- run=38, buffer_size: 52 ----------
22:57:52.292 - ---------- run=39, buffer_size: 53 ----------
22:57:54.690 - ---------- run=40, buffer_size: 53 ----------
22:57:57.401 - ---------- run=41, buffer_size: 53 ----------
22:57:59.864 - ---------- run=42, buffer_size: 53 ----------
22:58:02.140 - ---------- run=43, buffer_size: 55 ----------
22:58:04.865 - ---------- run=44, buffer_size: 54 ----------
22:58:07.362 - ---------- run=45, buffer_size: 53 ----------
22:58:09.403 - ---------- run=46, buffer_size: 55 ----------
22:58:11.704 - ---------- run=47, buffer_size: 52 ----------
22:58:14.506 - ---------- run=48, buffer_size: 53 ----------
22:58:16.935 - ---------- run=49, buffer_size: 52 ----------
22:58:19.146 - ---------- run=50, buffer_size: 52 ----------
22:58:21.391 - ---------- run=51, buffer_size: 52 ----------
22:58:23.473 - ---------- run=52, buffer_size: 52 ----------
22:58:25.730 - ---------- run=53, buffer_size: 53 ----------
22:58:28.061 - ---------- run=54, buffer_size: 53 ----------
22:58:30.674 - ---------- run=55, buffer_size: 52 ----------
22:58:32.746 - ---------- run=56, buffer_size: 53 ----------
22:58:34.961 - ---------- run=57, buffer_size: 53 ----------
22:58:37.394 - ---------- run=58, buffer_size: 53 ----------
22:58:39.697 - ---------- run=59, buffer_size: 54 ----------
22:58:41.984 - ---------- run=60, buffer_size: 52 ----------
22:58:44.313 - ---------- run=61, buffer_size: 53 ----------
22:58:46.711 - ---------- run=62, buffer_size: 54 ----------
22:58:49.198 - ---------- run=63, buffer_size: 56 ----------
22:58:51.564 - ---------- run=64, buffer_size: 53 ----------
22:58:54.066 - ---------- run=65, buffer_size: 53 ----------
22:58:56.335 - ---------- run=66, buffer_size: 51 ----------
22:58:58.908 - ---------- run=67, buffer_size: 53 ----------
