17:41:37.797 - ---------- run=0, count=243 ----------
17:41:39.784 - ---------- run=1, count=88 ----------
17:41:42.200 - ---------- run=2, count=108 ----------
17:41:44.742 - ---------- run=3, count=113 ----------
17:41:47.037 - ---------- run=4, count=103 ----------
17:41:49.195 - ---------- run=5, count=96 ----------
17:41:51.522 - ---------- run=6, count=104 ----------
17:41:55.432 - ---------- run=7, count=176 ----------
17:41:57.816 - ---------- run=8, count=106 ----------
17:42:00.187 - ---------- run=9, count=106 ----------
17:42:02.768 - ---------- run=10, count=115 ----------
17:42:05.337 - ---------- run=11, count=115 ----------
17:42:08.956 - ---------- run=12, count=162 ----------
17:42:11.309 - ---------- run=13, count=105 ----------
17:42:13.607 - ---------- run=14, count=103 ----------
17:42:15.947 - ---------- run=15, count=104 ----------
17:42:21.087 - ---------- run=16, count=232 ----------
17:42:23.491 - ---------- run=17, count=107 ----------
17:42:25.840 - ---------- run=18, count=105 ----------
17:42:28.322 - ---------- run=19, count=111 ----------
17:42:30.612 - ---------- run=20, count=102 ----------
17:42:32.894 - ---------- run=21, count=102 ----------
17:42:35.328 - ---------- run=22, count=108 ----------
17:42:37.607 - ---------- run=23, count=102 ----------
17:42:39.878 - ---------- run=24, count=101 ----------
17:42:42.153 - ---------- run=25, count=102 ----------
17:42:44.553 - ---------- run=26, count=107 ----------
17:42:46.818 - ---------- run=27, count=101 ----------
17:42:49.591 - ---------- run=28, count=124 ----------
17:42:51.751 - ---------- run=29, count=96 ----------
17:42:54.124 - ---------- run=30, count=106 ----------
17:42:56.577 - ---------- run=31, count=109 ----------
17:42:58.547 - ---------- run=32, count=88 ----------
17:43:00.658 - ---------- run=33, count=94 ----------
17:43:02.939 - ---------- run=34, count=102 ----------
17:43:05.301 - ---------- run=35, count=105 ----------
17:43:07.643 - ---------- run=36, count=105 ----------
17:43:09.814 - ---------- run=37, count=96 ----------
17:43:12.432 - ---------- run=38, count=117 ----------
17:43:14.801 - ---------- run=39, count=106 ----------
17:43:17.098 - ---------- run=40, count=103 ----------
17:43:19.867 - ---------- run=41, count=124 ----------
17:43:22.189 - ---------- run=42, count=103 ----------
17:43:24.792 - ---------- run=43, count=117 ----------
17:43:26.868 - ---------- run=44, count=92 ----------
17:43:29.112 - ---------- run=45, count=100 ----------
17:43:31.474 - ---------- run=46, count=105 ----------
17:43:33.748 - ---------- run=47, count=102 ----------
17:43:36.205 - ---------- run=48, count=109 ----------
17:43:38.663 - ---------- run=49, count=110 ----------
17:43:41.094 - ---------- run=50, count=109 ----------
17:43:43.494 - ---------- run=51, count=107 ----------
17:43:46.199 - ---------- run=52, count=121 ----------
17:43:48.592 - ---------- run=53, count=106 ----------
17:43:50.963 - ---------- run=54, count=106 ----------
17:43:53.239 - ---------- run=55, count=101 ----------
17:43:55.692 - ---------- run=56, count=110 ----------
17:43:57.973 - ---------- run=57, count=101 ----------
17:44:00.426 - ---------- run=58, count=110 ----------
17:44:02.649 - ---------- run=59, count=99 ----------
17:44:05.194 - ---------- run=60, count=113 ----------
17:44:07.708 - ---------- run=61, count=113 ----------
17:44:10.366 - ---------- run=62, count=118 ----------
17:44:12.541 - ---------- run=63, count=97 ----------
17:44:15.038 - ---------- run=64, count=112 ----------
17:44:17.263 - ---------- run=65, count=99 ----------
17:44:19.545 - ---------- run=66, count=102 ----------
17:44:21.944 - ---------- run=67, count=107 ----------
17:44:24.072 - ---------- run=68, count=94 ----------
17:44:28.524 - ---------- run=69, count=201 ----------
17:44:31.200 - ---------- run=70, count=120 ----------
17:44:33.663 - ---------- run=71, count=109 ----------
17:44:35.798 - ---------- run=72, count=96 ----------
17:44:38.868 - ---------- run=73, count=137 ----------
17:44:41.093 - ---------- run=74, count=99 ----------
17:44:43.234 - ---------- run=75, count=95 ----------
17:44:47.106 - ---------- run=76, count=175 ----------
17:44:49.366 - ---------- run=77, count=100 ----------
17:44:51.859 - ---------- run=78, count=112 ----------
17:44:54.150 - ---------- run=79, count=102 ----------
17:44:56.244 - ---------- run=80, count=93 ----------
17:44:58.547 - ---------- run=81, count=103 ----------
17:45:00.612 - ---------- run=82, count=92 ----------
17:45:03.215 - ---------- run=83, count=116 ----------
17:45:05.810 - ---------- run=84, count=116 ----------
17:45:08.158 - ---------- run=85, count=104 ----------
17:45:10.530 - ---------- run=86, count=106 ----------
17:45:13.265 - ---------- run=87, count=123 ----------
17:45:15.479 - ---------- run=88, count=98 ----------
17:45:17.881 - ---------- run=89, count=108 ----------
17:45:20.316 - ---------- run=90, count=108 ----------
17:45:22.715 - ---------- run=91, count=107 ----------
17:45:24.734 - ---------- run=92, count=90 ----------
17:45:27.282 - ---------- run=93, count=113 ----------
17:45:29.638 - ---------- run=94, count=105 ----------
17:45:32.203 - ---------- run=95, count=115 ----------
17:45:34.661 - ---------- run=96, count=110 ----------
17:45:37.079 - ---------- run=97, count=108 ----------
17:45:39.377 - ---------- run=98, count=102 ----------
17:45:41.942 - ---------- run=99, count=115 ----------
17:45:44.713 - ---------- run=100, count=124 ----------
17:45:48.286 - ---------- run=101, count=160 ----------
17:45:50.642 - ---------- run=102, count=105 ----------
17:45:53.229 - ---------- run=103, count=116 ----------
17:45:55.528 - ---------- run=104, count=102 ----------
17:45:57.571 - ---------- run=105, count=91 ----------
17:45:59.974 - ---------- run=106, count=108 ----------
17:46:02.412 - ---------- run=107, count=109 ----------
17:46:04.611 - ---------- run=108, count=97 ----------
17:46:06.924 - ---------- run=109, count=103 ----------
17:46:09.257 - ---------- run=110, count=105 ----------
17:46:11.357 - ---------- run=111, count=93 ----------
17:46:13.793 - ---------- run=112, count=109 ----------
17:46:15.899 - ---------- run=113, count=94 ----------
17:46:18.249 - ---------- run=114, count=104 ----------
17:46:20.875 - ---------- run=115, count=118 ----------
17:46:23.881 - ---------- run=116, count=134 ----------
17:46:26.240 - ---------- run=117, count=105 ----------
17:46:28.758 - ---------- run=118, count=113 ----------
17:46:31.264 - ---------- run=119, count=112 ----------
17:46:33.467 - ---------- run=120, count=98 ----------
17:46:35.924 - ---------- run=121, count=109 ----------
17:46:38.459 - ---------- run=122, count=114 ----------
17:46:41.000 - ---------- run=123, count=113 ----------
17:46:43.806 - ---------- run=124, count=126 ----------
17:46:46.158 - ---------- run=125, count=105 ----------
17:46:48.803 - ---------- run=126, count=118 ----------
17:46:51.093 - ---------- run=127, count=102 ----------
17:46:53.367 - ---------- run=128, count=101 ----------
17:46:55.863 - ---------- run=129, count=112 ----------
17:46:58.311 - ---------- run=130, count=109 ----------
17:47:00.372 - ---------- run=131, count=92 ----------
17:47:03.124 - ---------- run=132, count=123 ----------
17:47:06.831 - ---------- run=133, count=166 ----------
17:47:09.524 - ---------- run=134, count=121 ----------
17:47:11.802 - ---------- run=135, count=101 ----------
17:47:14.361 - ---------- run=136, count=115 ----------
17:47:17.079 - ---------- run=137, count=121 ----------
17:47:19.313 - ---------- run=138, count=100 ----------
17:47:21.780 - ---------- run=139, count=110 ----------
17:47:24.287 - ---------- run=140, count=112 ----------
17:47:26.379 - ---------- run=141, count=93 ----------
17:47:28.474 - ---------- run=142, count=93 ----------
17:47:31.131 - ---------- run=143, count=119 ----------
17:47:33.744 - ---------- run=144, count=117 ----------
17:47:36.155 - ---------- run=145, count=107 ----------
17:47:38.541 - ---------- run=146, count=106 ----------
17:47:41.269 - ---------- run=147, count=123 ----------
17:47:43.588 - ---------- run=148, count=103 ----------
17:47:46.303 - ---------- run=149, count=121 ----------
17:47:49.267 - ---------- run=150, count=133 ----------
17:47:51.601 - ---------- run=151, count=104 ----------
17:47:53.920 - ---------- run=152, count=104 ----------
17:47:56.494 - ---------- run=153, count=115 ----------
17:48:00.337 - ---------- run=154, count=173 ----------
17:48:03.052 - ---------- run=155, count=121 ----------
17:48:05.389 - ---------- run=156, count=104 ----------
17:48:07.716 - ---------- run=157, count=104 ----------
17:48:12.560 - ---------- run=158, count=219 ----------
17:48:15.335 - ---------- run=159, count=124 ----------
17:48:17.818 - ---------- run=160, count=111 ----------
17:48:20.122 - ---------- run=161, count=102 ----------
17:48:23.115 - ---------- run=162, count=134 ----------
17:48:25.484 - ---------- run=163, count=106 ----------
17:48:27.927 - ---------- run=164, count=109 ----------
17:48:30.264 - ---------- run=165, count=104 ----------
17:48:32.547 - ---------- run=166, count=102 ----------
17:48:34.867 - ---------- run=167, count=103 ----------
17:48:37.272 - ---------- run=168, count=108 ----------
17:48:39.577 - ---------- run=169, count=103 ----------
17:48:42.373 - ---------- run=170, count=125 ----------
17:48:46.290 - ---------- run=171, count=176 ----------
17:48:50.720 - ---------- run=172, count=199 ----------
17:48:53.293 - ---------- run=173, count=115 ----------
17:48:56.636 - ---------- run=174, count=150 ----------
17:48:59.065 - ---------- run=175, count=109 ----------
17:49:01.352 - ---------- run=176, count=102 ----------
17:49:03.730 - ---------- run=177, count=106 ----------
17:49:05.975 - ---------- run=178, count=100 ----------
17:49:08.598 - ---------- run=179, count=117 ----------
17:49:11.066 - ---------- run=180, count=110 ----------
17:49:13.361 - ---------- run=181, count=103 ----------
17:49:15.547 - ---------- run=182, count=97 ----------
17:49:17.680 - ---------- run=183, count=95 ----------
17:49:20.469 - ---------- run=184, count=125 ----------
17:49:22.791 - ---------- run=185, count=103 ----------
17:49:25.420 - ---------- run=186, count=118 ----------
17:49:27.320 - ---------- run=187, count=84 ----------
17:49:29.697 - ---------- run=188, count=106 ----------
17:49:31.931 - ---------- run=189, count=100 ----------
17:49:34.095 - ---------- run=190, count=96 ----------
17:49:36.451 - ---------- run=191, count=105 ----------
17:49:39.095 - ---------- run=192, count=118 ----------
17:49:41.483 - ---------- run=193, count=107 ----------
17:49:43.683 - ---------- run=194, count=98 ----------
17:49:46.682 - ---------- run=195, count=135 ----------
17:49:48.788 - ---------- run=196, count=93 ----------
17:49:51.157 - ---------- run=197, count=106 ----------
17:49:54.735 - ---------- run=198, count=161 ----------
17:49:59.160 - ---------- run=199, count=199 ----------
17:50:01.475 - ---------- run=200, count=103 ----------
17:50:04.001 - ---------- run=201, count=113 ----------
17:50:06.264 - ---------- run=202, count=101 ----------
17:50:08.620 - ---------- run=203, count=105 ----------
17:50:11.171 - ---------- run=204, count=114 ----------
17:50:13.497 - ---------- run=205, count=103 ----------
17:50:15.694 - ---------- run=206, count=98 ----------
17:50:18.341 - ---------- run=207, count=118 ----------
17:50:20.832 - ---------- run=208, count=112 ----------
17:50:23.399 - ---------- run=209, count=114 ----------
17:50:25.758 - ---------- run=210, count=105 ----------
17:50:28.270 - ---------- run=211, count=112 ----------
17:50:30.928 - ---------- run=212, count=119 ----------
17:50:33.005 - ---------- run=213, count=93 ----------
17:50:35.381 - ---------- run=214, count=106 ----------
17:50:38.100 - ---------- run=215, count=121 ----------
17:50:40.482 - ---------- run=216, count=106 ----------
17:50:44.527 - ---------- run=217, count=182 ----------
17:50:46.945 - ---------- run=218, count=108 ----------
17:50:52.554 - ---------- run=219, count=254 ----------
17:50:54.975 - ---------- run=220, count=108 ----------
17:50:57.027 - ---------- run=221, count=91 ----------
17:50:59.146 - ---------- run=222, count=94 ----------
17:51:01.577 - ---------- run=223, count=109 ----------
17:51:03.790 - ---------- run=224, count=99 ----------
17:51:06.032 - ---------- run=225, count=100 ----------
17:51:08.274 - ---------- run=226, count=100 ----------
17:51:11.038 - ---------- run=227, count=123 ----------
17:51:13.052 - ---------- run=228, count=90 ----------
17:51:15.346 - ---------- run=229, count=102 ----------
17:51:17.907 - ---------- run=230, count=115 ----------
17:51:20.412 - ---------- run=231, count=112 ----------
17:51:22.878 - ---------- run=232, count=110 ----------
17:51:25.040 - ---------- run=233, count=96 ----------
17:51:27.596 - ---------- run=234, count=114 ----------
17:51:29.989 - ---------- run=235, count=107 ----------
17:51:32.210 - ---------- run=236, count=98 ----------
17:51:34.249 - ---------- run=237, count=91 ----------
17:51:36.622 - ---------- run=238, count=106 ----------
17:51:39.453 - ---------- run=239, count=127 ----------
17:51:41.822 - ---------- run=240, count=105 ----------
17:51:44.075 - ---------- run=241, count=101 ----------
17:51:46.659 - ---------- run=242, count=115 ----------
17:51:49.085 - ---------- run=243, count=108 ----------
17:51:51.201 - ---------- run=244, count=94 ----------
17:51:53.686 - ---------- run=245, count=111 ----------
17:51:56.302 - ---------- run=246, count=117 ----------
17:51:58.797 - ---------- run=247, count=112 ----------
17:52:01.255 - ---------- run=248, count=109 ----------
17:52:03.501 - ---------- run=249, count=100 ----------
17:52:05.936 - ---------- run=250, count=109 ----------
17:52:08.191 - ---------- run=251, count=101 ----------
17:52:10.985 - ---------- run=252, count=124 ----------
17:52:13.513 - ---------- run=253, count=113 ----------
17:52:16.458 - ---------- run=254, count=132 ----------
17:52:18.719 - ---------- run=255, count=101 ----------
17:52:21.200 - ---------- run=256, count=111 ----------
17:52:23.530 - ---------- run=257, count=104 ----------
17:52:26.186 - ---------- run=258, count=118 ----------
17:52:28.626 - ---------- run=259, count=109 ----------
17:52:31.579 - ---------- run=260, count=132 ----------
17:52:33.837 - ---------- run=261, count=101 ----------
17:52:36.287 - ---------- run=262, count=109 ----------
17:52:38.794 - ---------- run=263, count=112 ----------
17:52:41.018 - ---------- run=264, count=99 ----------
17:52:43.772 - ---------- run=265, count=123 ----------
