22:25:27.225 - ---------- run=0, buffer_size: 51 ----------
22:25:29.520 - ---------- run=1, buffer_size: 54 ----------
22:25:31.726 - ---------- run=2, buffer_size: 53 ----------
22:25:33.734 - ---------- run=3, buffer_size: 52 ----------
22:25:35.961 - ---------- run=4, buffer_size: 54 ----------
22:25:38.140 - ---------- run=5, buffer_size: 54 ----------
22:25:40.226 - ---------- run=6, buffer_size: 52 ----------
22:25:43.282 - ---------- run=7, buffer_size: 54 ----------
22:25:45.930 - ---------- run=8, buffer_size: 52 ----------
22:25:48.211 - ---------- run=9, buffer_size: 53 ----------
22:25:51.020 - ---------- run=10, buffer_size: 53 ----------
22:25:53.892 - ---------- run=11, buffer_size: 56 ----------
22:25:56.637 - ---------- run=12, buffer_size: 53 ----------
22:25:58.620 - ---------- run=13, buffer_size: 54 ----------
22:26:01.638 - ---------- run=14, buffer_size: 54 ----------
22:26:03.988 - ---------- run=15, buffer_size: 52 ----------
22:26:06.379 - ---------- run=16, buffer_size: 53 ----------
22:26:08.683 - ---------- run=17, buffer_size: 54 ----------
22:26:10.735 - ---------- run=18, buffer_size: 51 ----------
22:26:13.364 - ---------- run=19, buffer_size: 52 ----------
22:26:15.729 - ---------- run=20, buffer_size: 54 ----------
22:26:18.144 - ---------- run=21, buffer_size: 53 ----------
22:26:20.839 - ---------- run=22, buffer_size: 53 ----------
22:26:23.164 - ---------- run=23, buffer_size: 52 ----------
22:26:25.480 - ---------- run=24, buffer_size: 54 ----------
22:26:28.107 - ---------- run=25, buffer_size: 52 ----------
22:26:30.619 - ---------- run=26, buffer_size: 53 ----------
22:26:32.989 - ---------- run=27, buffer_size: 53 ----------
22:26:35.505 - ---------- run=28, buffer_size: 55 ----------
22:26:38.338 - ---------- run=29, buffer_size: 53 ----------
22:26:41.217 - ---------- run=30, buffer_size: 54 ----------
22:26:43.652 - ---------- run=31, buffer_size: 53 ----------
22:26:46.115 - ---------- run=32, buffer_size: 52 ----------
22:26:48.555 - ---------- run=33, buffer_size: 53 ----------
22:26:50.949 - ---------- run=34, buffer_size: 52 ----------
22:26:53.305 - ---------- run=35, buffer_size: 53 ----------
22:26:55.673 - ---------- run=36, buffer_size: 52 ----------
22:26:57.975 - ---------- run=37, buffer_size: 53 ----------
22:27:00.534 - ---------- run=38, buffer_size: 54 ----------
22:27:02.999 - ---------- run=39, buffer_size: 52 ----------
22:27:05.200 - ---------- run=40, buffer_size: 52 ----------
22:27:07.373 - ---------- run=41, buffer_size: 52 ----------
22:27:09.417 - ---------- run=42, buffer_size: 54 ----------
22:27:11.920 - ---------- run=43, buffer_size: 53 ----------
22:27:14.510 - ---------- run=44, buffer_size: 52 ----------
22:27:17.221 - ---------- run=45, buffer_size: 52 ----------
22:27:19.667 - ---------- run=46, buffer_size: 52 ----------
22:27:22.026 - ---------- run=47, buffer_size: 53 ----------
22:27:24.396 - ---------- run=48, buffer_size: 54 ----------
22:27:26.963 - ---------- run=49, buffer_size: 54 ----------
22:27:29.145 - ---------- run=50, buffer_size: 53 ----------
22:27:31.303 - ---------- run=51, buffer_size: 52 ----------
22:27:33.682 - ---------- run=52, buffer_size: 53 ----------
22:27:35.952 - ---------- run=53, buffer_size: 54 ----------
22:27:38.346 - ---------- run=54, buffer_size: 54 ----------
22:27:40.720 - ---------- run=55, buffer_size: 52 ----------
22:27:42.898 - ---------- run=56, buffer_size: 52 ----------
22:27:45.163 - ---------- run=57, buffer_size: 52 ----------
22:27:47.226 - ---------- run=58, buffer_size: 53 ----------
22:27:49.464 - ---------- run=59, buffer_size: 53 ----------
22:27:52.073 - ---------- run=60, buffer_size: 52 ----------
22:27:54.490 - ---------- run=61, buffer_size: 53 ----------
