22:25:11.957 - ---------- run=0, buffer_size: 51 ----------
22:25:14.711 - ---------- run=1, buffer_size: 70 ----------
22:25:17.821 - ---------- run=2, buffer_size: 68 ----------
22:25:20.360 - ---------- run=3, buffer_size: 61 ----------
22:25:23.755 - ---------- run=4, buffer_size: 65 ----------
22:25:26.453 - ---------- run=5, buffer_size: 68 ----------
22:25:29.538 - ---------- run=6, buffer_size: 68 ----------
22:25:32.927 - ---------- run=7, buffer_size: 69 ----------
22:25:35.675 - ---------- run=8, buffer_size: 67 ----------
22:25:38.749 - ---------- run=9, buffer_size: 67 ----------
22:25:41.897 - ---------- run=10, buffer_size: 67 ----------
22:25:44.589 - ---------- run=11, buffer_size: 66 ----------
22:25:47.065 - ---------- run=12, buffer_size: 65 ----------
22:25:49.933 - ---------- run=13, buffer_size: 69 ----------
22:25:52.867 - ---------- run=14, buffer_size: 68 ----------
22:25:55.869 - ---------- run=15, buffer_size: 63 ----------
22:25:58.707 - ---------- run=16, buffer_size: 69 ----------
22:26:01.453 - ---------- run=17, buffer_size: 66 ----------
22:26:04.828 - ---------- run=18, buffer_size: 69 ----------
22:26:07.960 - ---------- run=19, buffer_size: 67 ----------
22:26:11.004 - ---------- run=20, buffer_size: 62 ----------
22:26:14.108 - ---------- run=21, buffer_size: 66 ----------
22:26:16.619 - ---------- run=22, buffer_size: 65 ----------
22:26:19.621 - ---------- run=23, buffer_size: 65 ----------
22:26:22.339 - ---------- run=24, buffer_size: 63 ----------
22:26:25.348 - ---------- run=25, buffer_size: 64 ----------
22:26:28.272 - ---------- run=26, buffer_size: 66 ----------
22:26:31.380 - ---------- run=27, buffer_size: 67 ----------
22:26:34.629 - ---------- run=28, buffer_size: 67 ----------
22:26:37.475 - ---------- run=29, buffer_size: 65 ----------
22:26:40.180 - ---------- run=30, buffer_size: 67 ----------
22:26:43.545 - ---------- run=31, buffer_size: 72 ----------
22:26:46.985 - ---------- run=32, buffer_size: 68 ----------
22:26:50.185 - ---------- run=33, buffer_size: 68 ----------
22:26:53.138 - ---------- run=34, buffer_size: 66 ----------
22:26:56.407 - ---------- run=35, buffer_size: 66 ----------
22:26:59.260 - ---------- run=36, buffer_size: 63 ----------
22:27:02.520 - ---------- run=37, buffer_size: 66 ----------
22:27:05.454 - ---------- run=38, buffer_size: 65 ----------
