19:21:29.533 - ---------- run=0, count=246 ----------
19:21:32.091 - ---------- run=1, count=118 ----------
19:21:33.984 - ---------- run=2, count=88 ----------
19:21:36.699 - ---------- run=3, count=125 ----------
19:21:38.954 - ---------- run=4, count=105 ----------
19:21:41.067 - ---------- run=5, count=98 ----------
19:21:43.495 - ---------- run=6, count=112 ----------
19:21:46.268 - ---------- run=7, count=128 ----------
19:21:48.454 - ---------- run=8, count=101 ----------
19:21:50.672 - ---------- run=9, count=103 ----------
19:21:53.593 - ---------- run=10, count=135 ----------
19:21:56.341 - ---------- run=11, count=127 ----------
19:21:58.744 - ---------- run=12, count=111 ----------
19:22:01.537 - ---------- run=13, count=129 ----------
19:22:04.385 - ---------- run=14, count=131 ----------
19:22:06.986 - ---------- run=15, count=120 ----------
19:22:09.452 - ---------- run=16, count=114 ----------
19:22:11.578 - ---------- run=17, count=99 ----------
19:22:13.742 - ---------- run=18, count=100 ----------
19:22:16.023 - ---------- run=19, count=105 ----------
19:22:18.342 - ---------- run=20, count=108 ----------
19:22:20.629 - ---------- run=21, count=106 ----------
19:22:22.699 - ---------- run=22, count=96 ----------
19:22:25.094 - ---------- run=23, count=110 ----------
19:22:27.641 - ---------- run=24, count=118 ----------
19:22:30.004 - ---------- run=25, count=109 ----------
19:22:32.895 - ---------- run=26, count=134 ----------
19:22:34.987 - ---------- run=27, count=97 ----------
19:22:37.409 - ---------- run=28, count=112 ----------
19:22:39.545 - ---------- run=29, count=99 ----------
19:22:41.796 - ---------- run=30, count=104 ----------
19:22:44.001 - ---------- run=31, count=102 ----------
19:22:46.511 - ---------- run=32, count=116 ----------
19:22:49.085 - ---------- run=33, count=119 ----------
19:22:51.868 - ---------- run=34, count=128 ----------
19:22:54.285 - ---------- run=35, count=112 ----------
19:22:56.722 - ---------- run=36, count=112 ----------
19:22:59.075 - ---------- run=37, count=109 ----------
19:23:01.710 - ---------- run=38, count=122 ----------
19:23:03.984 - ---------- run=39, count=105 ----------
19:23:06.587 - ---------- run=40, count=121 ----------
19:23:08.531 - ---------- run=41, count=90 ----------
19:23:10.961 - ---------- run=42, count=112 ----------
19:23:13.082 - ---------- run=43, count=99 ----------
19:23:15.332 - ---------- run=44, count=104 ----------
19:23:17.466 - ---------- run=45, count=99 ----------
19:23:19.781 - ---------- run=46, count=107 ----------
19:23:21.972 - ---------- run=47, count=101 ----------
19:23:24.358 - ---------- run=48, count=111 ----------
19:23:26.700 - ---------- run=49, count=108 ----------
19:23:29.150 - ---------- run=50, count=113 ----------
19:23:31.467 - ---------- run=51, count=108 ----------
19:23:34.170 - ---------- run=52, count=125 ----------
19:23:36.509 - ---------- run=53, count=108 ----------
19:23:39.246 - ---------- run=54, count=126 ----------
19:23:41.520 - ---------- run=55, count=106 ----------
19:23:44.160 - ---------- run=56, count=121 ----------
19:23:46.480 - ---------- run=57, count=108 ----------
19:23:49.251 - ---------- run=58, count=128 ----------
19:23:51.282 - ---------- run=59, count=94 ----------
19:23:53.595 - ---------- run=60, count=107 ----------
19:23:55.954 - ---------- run=61, count=109 ----------
19:23:58.168 - ---------- run=62, count=102 ----------
19:24:00.074 - ---------- run=63, count=89 ----------
19:24:02.669 - ---------- run=64, count=120 ----------
19:24:04.846 - ---------- run=65, count=101 ----------
19:24:07.319 - ---------- run=66, count=114 ----------
19:24:10.096 - ---------- run=67, count=128 ----------
19:24:12.492 - ---------- run=68, count=111 ----------
19:24:14.764 - ---------- run=69, count=105 ----------
19:24:17.053 - ---------- run=70, count=106 ----------
19:24:19.181 - ---------- run=71, count=99 ----------
19:24:21.200 - ---------- run=72, count=93 ----------
19:24:24.099 - ---------- run=73, count=134 ----------
19:24:26.551 - ---------- run=74, count=113 ----------
19:24:28.784 - ---------- run=75, count=104 ----------
19:24:31.314 - ---------- run=76, count=117 ----------
19:24:33.451 - ---------- run=77, count=99 ----------
19:24:35.808 - ---------- run=78, count=109 ----------
19:24:38.417 - ---------- run=79, count=120 ----------
