19:12:09.508 - ---------- run=0, count=140 ----------
19:12:11.520 - ---------- run=1, count=91 ----------
19:12:14.232 - ---------- run=2, count=124 ----------
19:12:16.918 - ---------- run=3, count=122 ----------
19:12:19.130 - ---------- run=4, count=100 ----------
19:12:20.558 - ---------- run=5, count=65 ----------
19:12:23.446 - ---------- run=6, count=131 ----------
19:12:25.853 - ---------- run=7, count=110 ----------
19:12:28.330 - ---------- run=8, count=112 ----------
19:12:29.459 - ---------- run=9, count=51 ----------
19:12:32.119 - ---------- run=10, count=121 ----------
19:12:34.477 - ---------- run=11, count=107 ----------
19:12:36.933 - ---------- run=12, count=112 ----------
19:12:39.410 - ---------- run=13, count=112 ----------
19:12:41.477 - ---------- run=14, count=94 ----------
19:12:44.101 - ---------- run=15, count=119 ----------
19:12:45.024 - ---------- run=16, count=42 ----------
19:12:47.239 - ---------- run=17, count=101 ----------
19:12:49.393 - ---------- run=18, count=98 ----------
19:12:51.413 - ---------- run=19, count=91 ----------
19:12:51.801 - ---------- run=20, count=18 ----------
19:12:54.053 - ---------- run=21, count=103 ----------
19:12:56.402 - ---------- run=22, count=106 ----------
19:12:59.113 - ---------- run=23, count=124 ----------
19:13:01.203 - ---------- run=24, count=95 ----------
19:13:03.157 - ---------- run=25, count=89 ----------
19:13:05.656 - ---------- run=26, count=114 ----------
19:13:08.019 - ---------- run=27, count=107 ----------
19:13:10.409 - ---------- run=28, count=109 ----------
19:13:12.551 - ---------- run=29, count=97 ----------
19:13:15.264 - ---------- run=30, count=124 ----------
19:13:16.015 - ---------- run=31, count=34 ----------
19:13:16.171 - ---------- run=32, count=7 ----------
19:13:16.608 - ---------- run=33, count=20 ----------
19:13:19.139 - ---------- run=34, count=115 ----------
19:13:21.501 - ---------- run=35, count=108 ----------
19:13:21.856 - ---------- run=36, count=16 ----------
19:13:24.305 - ---------- run=37, count=111 ----------
19:13:25.177 - ---------- run=38, count=40 ----------
19:13:27.257 - ---------- run=39, count=95 ----------
19:13:27.441 - ---------- run=40, count=8 ----------
19:13:29.656 - ---------- run=41, count=101 ----------
19:13:31.447 - ---------- run=42, count=81 ----------
19:13:33.899 - ---------- run=43, count=112 ----------
19:13:34.989 - ---------- run=44, count=49 ----------
19:13:37.732 - ---------- run=45, count=125 ----------
19:13:40.577 - ---------- run=46, count=129 ----------
19:13:42.911 - ---------- run=47, count=106 ----------
19:13:45.160 - ---------- run=48, count=103 ----------
19:13:45.723 - ---------- run=49, count=25 ----------
19:13:47.020 - ---------- run=50, count=59 ----------
19:13:49.442 - ---------- run=51, count=110 ----------
19:13:52.089 - ---------- run=52, count=121 ----------
19:13:54.274 - ---------- run=53, count=99 ----------
19:13:54.664 - ---------- run=54, count=18 ----------
19:13:54.910 - ---------- run=55, count=11 ----------
19:13:57.481 - ---------- run=56, count=117 ----------
19:13:59.963 - ---------- run=57, count=113 ----------
19:14:00.971 - ---------- run=58, count=45 ----------
19:14:03.341 - ---------- run=59, count=108 ----------
19:14:04.749 - ---------- run=60, count=64 ----------
19:14:07.047 - ---------- run=61, count=105 ----------
19:14:07.251 - ---------- run=62, count=9 ----------
19:14:09.042 - ---------- run=63, count=82 ----------
19:14:10.159 - ---------- run=64, count=50 ----------
19:14:10.241 - ---------- run=65, count=4 ----------
19:14:12.780 - ---------- run=66, count=115 ----------
19:14:12.879 - ---------- run=67, count=5 ----------
19:14:13.613 - ---------- run=68, count=33 ----------
19:14:15.973 - ---------- run=69, count=107 ----------
19:14:18.813 - ---------- run=70, count=129 ----------
19:14:21.497 - ---------- run=71, count=122 ----------
19:14:22.418 - ---------- run=72, count=42 ----------
19:14:24.336 - ---------- run=73, count=87 ----------
19:14:24.530 - ---------- run=74, count=9 ----------
19:14:25.596 - ---------- run=75, count=48 ----------
19:14:28.178 - ---------- run=76, count=118 ----------
19:14:29.690 - ---------- run=77, count=68 ----------
19:14:31.883 - ---------- run=78, count=100 ----------
19:14:31.964 - ---------- run=79, count=4 ----------
19:14:34.554 - ---------- run=80, count=118 ----------
19:14:37.345 - ---------- run=81, count=126 ----------
19:14:38.462 - ---------- run=82, count=51 ----------
19:14:41.036 - ---------- run=83, count=117 ----------
19:14:43.256 - ---------- run=84, count=101 ----------
19:14:45.441 - ---------- run=85, count=99 ----------
19:14:46.431 - ---------- run=86, count=45 ----------
19:14:49.131 - ---------- run=87, count=123 ----------
19:14:51.689 - ---------- run=88, count=116 ----------
19:14:52.283 - ---------- run=89, count=27 ----------
19:14:54.574 - ---------- run=90, count=104 ----------
19:14:56.702 - ---------- run=91, count=97 ----------
19:14:57.984 - ---------- run=92, count=58 ----------
19:15:00.793 - ---------- run=93, count=128 ----------
19:15:02.142 - ---------- run=94, count=61 ----------
19:15:03.848 - ---------- run=95, count=77 ----------
19:15:06.124 - ---------- run=96, count=104 ----------
19:15:07.516 - ---------- run=97, count=63 ----------
19:15:09.969 - ---------- run=98, count=112 ----------
19:15:11.393 - ---------- run=99, count=64 ----------
19:15:13.892 - ---------- run=100, count=114 ----------
19:15:14.578 - ---------- run=101, count=31 ----------
19:15:16.690 - ---------- run=102, count=96 ----------
19:15:19.163 - ---------- run=103, count=112 ----------
19:15:21.710 - ---------- run=104, count=116 ----------
19:15:23.987 - ---------- run=105, count=103 ----------
19:15:25.682 - ---------- run=106, count=77 ----------
19:15:28.216 - ---------- run=107, count=115 ----------
19:15:30.631 - ---------- run=108, count=110 ----------
19:15:33.372 - ---------- run=109, count=125 ----------
19:15:35.193 - ---------- run=110, count=82 ----------
19:15:36.026 - ---------- run=111, count=38 ----------
19:15:38.524 - ---------- run=112, count=113 ----------
19:15:39.334 - ---------- run=113, count=36 ----------
19:15:39.530 - ---------- run=114, count=9 ----------
19:15:41.851 - ---------- run=115, count=105 ----------
19:15:44.302 - ---------- run=116, count=111 ----------
19:15:45.815 - ---------- run=117, count=69 ----------
19:15:46.989 - ---------- run=118, count=53 ----------
19:15:47.555 - ---------- run=119, count=26 ----------
19:15:49.610 - ---------- run=120, count=93 ----------
19:15:50.662 - ---------- run=121, count=48 ----------
19:15:52.854 - ---------- run=122, count=99 ----------
19:15:55.494 - ---------- run=123, count=120 ----------
19:15:55.775 - ---------- run=124, count=13 ----------
19:15:58.299 - ---------- run=125, count=114 ----------
19:16:00.687 - ---------- run=126, count=109 ----------
19:16:02.896 - ---------- run=127, count=100 ----------
19:16:05.565 - ---------- run=128, count=121 ----------
19:16:08.389 - ---------- run=129, count=128 ----------
19:16:10.850 - ---------- run=130, count=112 ----------
19:16:11.961 - ---------- run=131, count=50 ----------
19:16:14.384 - ---------- run=132, count=110 ----------
19:16:14.510 - ---------- run=133, count=6 ----------
19:16:17.175 - ---------- run=134, count=121 ----------
19:16:18.127 - ---------- run=135, count=43 ----------
19:16:19.473 - ---------- run=136, count=61 ----------
19:16:22.256 - ---------- run=137, count=126 ----------
19:16:24.466 - ---------- run=138, count=100 ----------
19:16:25.843 - ---------- run=139, count=62 ----------
19:16:28.303 - ---------- run=140, count=112 ----------
19:16:29.372 - ---------- run=141, count=48 ----------
19:16:30.999 - ---------- run=142, count=74 ----------
19:16:33.891 - ---------- run=143, count=131 ----------
19:16:36.147 - ---------- run=144, count=103 ----------
19:16:38.384 - ---------- run=145, count=102 ----------
19:16:40.842 - ---------- run=146, count=112 ----------
19:16:41.204 - ---------- run=147, count=16 ----------
19:16:44.264 - ---------- run=148, count=139 ----------
19:16:46.649 - ---------- run=149, count=108 ----------
19:16:49.061 - ---------- run=150, count=110 ----------
19:16:51.473 - ---------- run=151, count=109 ----------
19:16:53.906 - ---------- run=152, count=111 ----------
19:16:55.895 - ---------- run=153, count=90 ----------
19:16:58.250 - ---------- run=154, count=107 ----------
19:16:59.877 - ---------- run=155, count=74 ----------
19:17:01.435 - ---------- run=156, count=71 ----------
19:17:01.726 - ---------- run=157, count=13 ----------
19:17:04.083 - ---------- run=158, count=108 ----------
19:17:04.489 - ---------- run=159, count=18 ----------
19:17:07.237 - ---------- run=160, count=125 ----------
19:17:09.381 - ---------- run=161, count=97 ----------
19:17:09.532 - ---------- run=162, count=7 ----------
19:17:12.053 - ---------- run=163, count=114 ----------
19:17:12.770 - ---------- run=164, count=33 ----------
19:17:15.372 - ---------- run=165, count=118 ----------
19:17:17.611 - ---------- run=166, count=102 ----------
19:17:17.788 - ---------- run=167, count=8 ----------
19:17:20.484 - ---------- run=168, count=123 ----------
19:17:21.201 - ---------- run=169, count=32 ----------
19:17:23.880 - ---------- run=170, count=122 ----------
19:17:26.419 - ---------- run=171, count=115 ----------
19:17:29.066 - ---------- run=172, count=120 ----------
19:17:31.381 - ---------- run=173, count=105 ----------
19:17:32.440 - ---------- run=174, count=48 ----------
19:17:34.599 - ---------- run=175, count=98 ----------
19:17:36.712 - ---------- run=176, count=96 ----------
19:17:37.022 - ---------- run=177, count=14 ----------
19:17:39.360 - ---------- run=178, count=106 ----------
19:17:41.188 - ---------- run=179, count=83 ----------
19:17:41.212 - ---------- run=180, count=1 ----------
19:17:43.222 - ---------- run=181, count=91 ----------
19:17:44.931 - ---------- run=182, count=78 ----------
19:17:46.058 - ---------- run=183, count=51 ----------
19:17:47.485 - ---------- run=184, count=64 ----------
19:17:49.687 - ---------- run=185, count=100 ----------
19:17:49.951 - ---------- run=186, count=12 ----------
19:17:52.803 - ---------- run=187, count=130 ----------
19:17:55.334 - ---------- run=188, count=115 ----------
19:17:57.877 - ---------- run=189, count=115 ----------
19:18:00.555 - ---------- run=190, count=122 ----------
19:18:01.279 - ---------- run=191, count=32 ----------
19:18:04.361 - ---------- run=192, count=140 ----------
19:18:06.532 - ---------- run=193, count=99 ----------
19:18:08.897 - ---------- run=194, count=107 ----------
19:18:11.482 - ---------- run=195, count=118 ----------
19:18:13.779 - ---------- run=196, count=104 ----------
19:18:16.329 - ---------- run=197, count=116 ----------
19:18:17.575 - ---------- run=198, count=56 ----------
19:18:19.188 - ---------- run=199, count=73 ----------
19:18:21.240 - ---------- run=200, count=93 ----------
19:18:22.152 - ---------- run=201, count=42 ----------
19:18:24.313 - ---------- run=202, count=98 ----------
19:18:24.941 - ---------- run=203, count=28 ----------
19:18:27.105 - ---------- run=204, count=98 ----------
19:18:29.639 - ---------- run=205, count=115 ----------
19:18:29.721 - ---------- run=206, count=4 ----------
19:18:32.125 - ---------- run=207, count=109 ----------
19:18:34.664 - ---------- run=208, count=115 ----------
19:18:35.116 - ---------- run=209, count=21 ----------
19:18:37.336 - ---------- run=210, count=101 ----------
19:18:37.758 - ---------- run=211, count=19 ----------
19:18:40.517 - ---------- run=212, count=125 ----------
19:18:41.018 - ---------- run=213, count=23 ----------
